time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,2.15,0.025,0.025,1.237,0,0,0
1,2.134,0.121,0.147,1.236,0,0,0
2,2.144,0.293,0.437,1.234,0,0,0
3,2.138,0.322,0.759,1.234,0,0,0
4,2.149,0.25,1.009,1.236,0,0,0
5,2.15,0.333,1.345,1.242,0,0,0
6,2.13,0.095,1.438,1.241,0,0,0
7,2.146,0.069,1.514,1.239,0,0,1
8,2.134,0.211,1.713,1.241,0,0,1
9,2.142,0.057,1.782,1.241,0,0,1
10,2.134,0.204,1.971,1.244,0,0,1
11,2.135,0.179,2.163,1.239,0,0,1
12,2.144,0.107,2.258,1.24,0,0,1
13,2.129,0.012,2.28,1.24,0,0,1
14,2.144,0.269,2.538,1.234,0,0,1
15,2.139,0.309,2.844,1.243,0,0,1
16,2.137,1.805,4.655,1.237,0,0,1
17,2.14,0.201,4.878,1.235,0,0,1
18,2.133,0.206,5.058,1.232,0,0,1
19,2.136,0.192,5.289,1.238,0,0,1
20,2.133,0.264,5.521,1.243,0,0,1
21,2.136,0.328,5.844,1.244,0,0,1
22,2.144,0.372,6.237,1.236,0,0,0
23,2.135,0.294,6.553,1.243,0,0,0
24,2.134,0.343,0.341,1.239,0,0,0
25,2.133,0.099,0.44,1.235,0,0,0
26,2.141,0.005,0.446,1.244,0,0,0
27,2.137,0.453,0.901,1.241,0,0,0
28,2.132,0.368,1.273,1.24,0,0,0
29,2.128,0.184,1.448,1.241,0,0,0
30,2.133,0.29,1.744,1.236,0,0,0
31,2.141,0.04,1.789,1.234,0,0,1
32,2.137,0.168,1.957,1.235,0,0,1
33,2.147,0.42,2.379,1.24,0,0,1
34,2.134,0.194,2.561,1.238,0,0,1
35,2.144,0.515,3.093,1.238,0,0,1
36,2.139,0.3,3.391,1.244,0,0,1
37,2.128,0.228,3.608,1.243,0,0,1
38,2.134,0.027,3.64,1.237,0,0,1
39,2.141,0.051,3.676,1.236,0,0,1
40,2.128,0.078,3.761,1.238,0,0,1
41,2.129,0.457,4.239,1.233,0,0,1
42,2.132,0.365,4.586,1.238,0,0,1
43,2.139,0.46,5.037,1.243,0,0,1
44,2.14,0.367,5.423,1.239,0,0,1
45,2.139,0.407,5.848,1.235,0,0,1
46,2.138,0.167,5.988,1.234,0,0,0
47,2.138,0.494,6.477,1.243,0,0,0
48,2.145,0.072,0.073,1.237,0,0,0
49,2.135,0.094,0.166,1.238,0,0,0
50,2.144,0.379,0.546,1.241,0,0,0
51,2.146,0.422,0.97,1.236,0,0,0
52,2.138,0.044,1.008,1.243,0,0,0
53,2.136,0.004,1.019,1.242,0,0,0
54,2.134,0.07,1.089,1.236,0,0,0
55,2.13,0.241,1.327,1.237,0,0,1
56,2.14,0.004,1.325,1.239,0,0,1
57,2.138,0.234,1.565,1.24,0,0,1
58,2.151,2.257,3.845,1.24,0,0,1
59,2.136,0.311,4.159,1.235,0,0,1
60,2.142,0.331,4.468,1.234,0,0,1
61,2.143,0.414,4.893,1.242,0,0,1
62,2.137,0.029,4.93,1.237,0,0,1
63,2.144,0.226,5.144,1.236,0,0,1
64,2.135,0.079,5.196,1.235,0,0,1
65,2.126,0.054,5.269,1.236,0,0,1
66,2.13,0.273,5.517,1.235,0,0,1
67,2.128,0.175,5.727,1.244,0,0,1
68,2.126,0.087,5.81,1.244,0,0,1
69,2.143,0.214,6.041,1.237,0,0,1
70,2.145,0.206,6.228,1.244,0,0,0
71,2.128,0.262,6.501,1.238,0,0,0
72,2.135,0.24,0.24,1.241,0,1,0
73,2.128,0.273,0.51,1.24,0,1,0
74,2.128,0.194,0.708,1.243,0,1,0
75,2.144,0.151,0.856,1.235,0,1,0
76,2.139,0.291,1.145,1.239,0,1,0
77,2.136,0.015,1.165,1.234,0,1,0
78,2.132,0.231,1.39,1.235,0,1,0
79,2.131,0.014,1.408,1.239,0,1,1
80,2.13,0.078,1.487,1.239,0,1,1
81,2.149,0.291,1.775,1.236,0,1,1
82,2.146,0.257,2.035,1.236,0,1,1
83,2.136,0.209,2.231,1.245,0,1,1
84,2.143,0.258,2.499,1.241,0,1,1
85,2.149,0.026,2.517,1.243,0,1,1
86,2.128,0.099,2.619,1.236,0,1,1
87,2.136,0.365,2.976,1.243,0,1,1
88,2.13,0.191,3.173,1.243,0,1,1
89,2.127,0.171,3.365,1.235,0,1,1
90,2.129,0.328,3.691,1.239,0,1,1
91,2.14,0.251,3.933,1.233,0,1,1
92,2.13,1.794,5.724,1.24,0,1,1
93,2.149,0.291,6.035,1.244,0,1,1
94,2.138,0.257,6.277,1.236,0,1,0
95,2.146,0.255,6.497,1.239,0,1,0
96,2.132,0.107,0.107,1.239,0,1,0
97,2.149,0.93,1.041,1.244,0,1,0
98,2.146,0.05,1.093,1.242,0,1,0
99,2.132,0.127,1.213,1.24,0,1,0
100,2.13,0.073,1.29,1.244,0,1,0
101,2.136,0.032,1.317,1.241,0,1,0
102,2.133,0.193,1.509,1.236,0,1,0
103,2.132,0.158,1.669,1.239,0,1,1
104,2.142,0.187,1.865,1.243,0,1,1
105,2.148,0.154,2.02,1.234,0,1,1
