time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,3.926,0.605,0.609,2.807,0,0,0
1,3.9,3.642,4.224,2.793,0,0,0
2,3.913,0.437,4.675,2.811,0,0,0
3,3.901,0.194,4.868,2.807,0,0,0
4,3.907,0.663,5.542,2.8,0,0,0
5,3.905,0.252,5.779,2.813,0,0,0
6,3.936,0.203,5.977,2.813,0,0,0
7,3.919,0.528,6.538,2.8,0,0,1
8,3.9,0.133,6.628,2.808,0,0,1
9,3.934,0.553,7.233,2.804,0,0,1
10,3.903,0.037,7.252,2.816,0,0,1
11,3.902,0.085,7.32,2.8,0,0,1
12,3.932,0.241,7.556,2.809,0,0,1
13,3.933,3.661,11.187,2.799,0,0,1
14,3.904,0.099,11.321,2.814,0,0,1
15,3.911,0.531,11.877,2.815,0,0,1
16,3.908,0.635,12.529,2.799,0,0,1
17,3.92,0.226,12.695,2.798,0,0,1
18,3.931,0.517,13.291,2.802,0,0,1
19,3.93,0.499,13.67,2.797,0,0,1
20,3.9,0.359,14.089,2.795,0,0,1
21,3.925,0.21,14.295,2.815,0,0,1
22,3.919,0.137,14.377,2.814,0,0,0
23,3.907,0.364,14.804,2.816,0,0,0
24,3.909,0.481,0.482,2.803,0,0,0
25,3.932,0.105,0.584,2.812,0,0,0
26,3.918,0.597,1.176,2.804,0,0,0
27,3.895,0.284,1.462,2.802,0,0,0
28,3.927,0.727,2.2,2.812,0,0,0
29,3.931,0.412,2.619,2.805,0,0,0
30,3.924,0.404,3.02,2.792,0,0,0
31,3.924,0.285,3.302,2.792,0,0,1
32,3.917,0.68,3.988,2.792,0,0,1
33,3.893,0.562,4.536,2.806,0,0,1
34,3.922,0.469,5.02,2.8,0,0,1
35,3.909,0.404,5.416,2.799,0,0,1
36,3.908,0.616,6.043,2.806,0,0,1
37,3.916,0.112,6.151,2.789,0,0,1
38,3.92,0.719,6.898,2.81,0,0,1
39,3.895,0.321,7.156,2.811,0,0,1
40,3.909,0.4,7.57,2.804,0,0,1
41,3.915,0.68,8.233,2.804,0,0,1
42,3.93,0.443,8.698,2.797,0,0,1
43,3.93,0.664,9.365,2.801,0,0,1
44,3.909,0.563,9.924,2.806,0,0,1
45,3.918,0.53,10.523,2.795,0,0,1
46,3.917,4.167,14.67,2.792,0,0,0
47,3.923,0.117,14.688,2.806,0,0,0
48,3.908,0.258,0.257,2.812,0,0,0
49,3.911,0.261,0.521,2.816,0,0,0
