time,route_id,SortingCneter_time
0,39,0.305701776953027
1,39,0.2346599779170039
2,39,0.331578356276682
3,39,0.2305434892416805
4,39,0.3699453153579695
5,39,0.3652884800471044
6,39,0.2420539278978733
7,39,0.3296416967138515
8,39,0.2657954680720359
9,39,0.2208436076438465
10,39,0.2470479778651093
11,39,0.2483751128949685
12,39,0.3419633298412876
13,39,0.3638746211950577
14,39,0.3146350439832848
15,39,0.2310728691366156
16,39,0.3735292013131103
17,39,0.2447189144506224
18,39,0.33005717521147
19,39,0.3517040147005779
20,39,0.2683211851121019
21,39,0.3263893884851062
22,39,0.2258554551645182
23,39,0.2365855377917794
24,39,0.3761095201142607
25,39,0.3720521859383314
26,39,0.3051021177415785
27,39,0.2547366033543225
28,39,0.2637635857435126
29,39,0.2937615466328308
30,39,0.2785621558012006
31,39,0.3417717079460825
32,39,0.3070887336329782
33,39,0.2630446225501011
34,39,0.301427053385768
35,39,0.270793278671315
36,39,0.2852158822114027
37,39,0.3066411099070951
38,39,0.2372175361197484
39,39,0.3732326361049551
40,39,0.3102960088318284
41,39,0.2935810985474503
42,39,0.2796209665626603
43,39,0.2685480923122575
44,39,0.2535526643956506
45,39,0.3750474710545044
46,39,0.3350828747757196
47,39,0.3004937531473796
48,39,0.3494454584934389
49,39,0.239116171220825
50,39,0.2669114737550003
51,39,0.2430789775749041
52,39,0.232950456515816
53,39,0.3383089024405518
54,39,0.2551774962080723
55,39,0.29358125914186
56,39,0.2810054681265807
57,39,0.2854903494637857
58,39,0.2603211862680628
59,39,0.2985221290775643
60,39,0.2380428890958562
61,39,0.2860246368746922
62,39,0.3186785600753033
63,39,0.2986131508477245
64,39,0.3101775995122844
65,39,0.3683361509977928
66,39,0.3723444613136104
67,39,0.2995138870454777
68,39,0.3524545342807996
69,39,0.2460845325788141
70,39,0.2387898381776994
71,39,0.272164089317335
72,39,0.3079603377136867
73,39,0.3009225014874132
74,39,0.3398599035566998
75,39,0.3331149248303544
76,39,0.2847126155510616
77,39,0.3404374541208846
78,39,0.3207210169588938
79,39,0.2942248803852941
80,39,0.2765452512964758
81,39,0.3681897295738507
82,39,0.3008639321938367
83,39,0.2406200318825995
84,39,0.3073994179836715
85,39,0.2971567488691838
86,39,0.3093948050948633
87,39,0.2932777631295438
88,39,0.3166160018135585
89,39,0.375785585382453
90,39,0.2788837529456133
91,39,0.3613576200924098
92,39,0.2336077158186302
93,39,0.2676202383390894
94,39,0.3688174609314621
95,39,0.3336053291513158
96,39,0.3445422270379132
97,39,0.229454829085006
98,39,0.2594648575607143
99,39,0.3657409707475048
100,39,0.3348910660970805
101,39,0.2404741568946715
102,39,0.3541899101543377
103,39,0.2834828354395602
104,39,0.2322890695032444
105,39,0.3519216490066871
106,39,0.333013266022263
107,39,0.3440944217147945
108,39,0.2379014185751892
109,39,0.3145509289217937
110,39,0.3313017076049702
111,39,0.3589772068844035
112,39,0.3825827426493636
113,39,0.3346271018502729
114,39,0.3072058798548796
115,39,0.2227186158508344
116,39,0.2833419491876468
117,39,0.3516631009278815
118,39,0.2830541907979319
119,39,0.35999848711781
120,39,0.3043081652263883
121,39,0.2867254730323877
