time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.167,0.17,0.016,0.016,0,0,0
1,0.169,0.17,0.011,0.027,0,0,0
2,0.167,0.17,0.02,0.047,0,0,0
3,0.169,0.17,0.004,0.051,0,0,0
4,0.168,0.171,0.018,0.068,0,0,0
5,0.168,0.17,0.005,0.074,0,0,0
6,0.167,0.171,0.017,0.09,0,0,0
7,0.169,0.17,0.008,0.099,0,0,1
8,0.169,0.171,0.005,0.104,0,0,1
9,0.167,0.17,0.022,0.126,0,0,1
10,0.168,0.17,0.024,0.15,0,0,1
11,0.169,0.17,0.011,0.162,0,0,1
12,0.168,0.17,0.024,0.185,0,0,1
13,0.167,0.171,0.024,0.21,0,0,1
14,0.168,0.17,0.013,0.222,0,0,1
15,0.168,0.17,0.022,0.245,0,0,1
16,0.169,0.171,0.008,0.251,0,0,1
17,0.168,0.171,0.01,0.263,0,0,1
18,0.168,0.17,0.02,0.281,0,0,1
19,0.168,0.171,0.022,0.305,0,0,1
20,0.168,0.173,0.577,0.882,0,0,1
21,0.168,0.172,0.004,0.888,0,0,1
22,0.169,0.173,0.009,0.894,0,0,0
23,0.169,0.173,0.006,0.906,0,0,0
24,0.167,0.173,0.075,0.075,0,0,0
25,0.169,0.173,0.005,0.081,0,0,0
26,0.168,0.172,0.074,0.156,0,0,0
27,0.168,0.173,0.079,0.235,0,0,0
28,0.168,0.172,0.036,0.271,0,0,0
29,0.167,0.172,0.016,0.287,0,0,0
30,0.168,0.172,0.037,0.324,0,0,0
31,0.168,0.172,0.013,0.337,0,0,1
32,0.168,0.172,0.034,0.373,0,0,1
33,0.169,0.173,0.031,0.401,0,0,1
34,0.168,0.17,0.005,0.41,0,0,1
35,0.169,0.171,0.036,0.445,0,0,1
36,0.169,0.17,0.023,0.466,0,0,1
37,0.169,0.17,0.087,0.557,0,0,1
38,0.168,0.17,0.026,0.584,0,0,1
39,0.169,0.17,0.006,0.59,0,0,1
40,0.168,0.17,0.005,0.595,0,0,1
41,0.168,0.171,0.076,0.669,0,0,1
42,0.168,0.17,0.04,0.711,0,0,1
43,0.168,0.171,0.011,0.723,0,0,1
44,0.169,0.171,0.064,0.782,0,0,1
45,0.168,0.171,0.048,0.829,0,0,1
46,0.168,0.17,0.028,0.863,0,0,0
47,0.168,0.171,0.007,0.867,0,0,0
48,0.168,0.171,0.031,0.032,0,0,0
49,0.169,0.171,0.07,0.101,0,0,0
50,0.169,0.171,0.049,0.151,0,0,0
51,0.169,0.17,0.03,0.181,0,0,0
52,0.169,0.17,0.031,0.211,0,0,0
53,0.169,0.17,0.052,0.263,0,0,0
54,0.168,0.171,0.048,0.312,0,0,0
55,0.168,0.17,0.004,0.315,0,0,1
56,0.169,0.171,0.034,0.35,0,0,1
57,0.169,0.171,0.054,0.404,0,0,1
58,0.169,0.17,0.045,0.45,0,0,1
59,0.168,0.17,0.008,0.457,0,0,1
60,0.168,0.17,0.037,0.494,0,0,1
61,0.168,0.17,0.009,0.501,0,0,1
62,0.168,0.17,0.055,0.556,0,0,1
63,0.168,0.171,0.006,0.562,0,0,1
64,0.169,0.17,0.003,0.569,0,0,1
65,0.168,0.17,0.046,0.614,0,0,1
66,0.168,0.171,0.037,0.651,0,0,1
67,0.169,0.17,0.035,0.687,0,0,1
68,0.169,0.17,0.075,0.76,0,0,1
69,0.169,0.171,0.008,0.769,0,0,1
70,0.169,0.169,0.029,0.798,0,0,0
71,0.169,0.17,0.074,0.871,0,0,0
72,0.168,0.17,0.046,0.046,0,1,0
73,0.169,0.17,0.021,0.067,0,1,0
