time,route_id,Warehouse_time,pack_time
0,0,0.96655333,0.9293351
1,0,0.9740084,0.92959595
2,0,0.96171635,0.9320102
3,0,0.9666003,0.9299673
4,0,0.9641821,0.930822
5,0,0.96787703,0.92790854
6,0,0.95304954,0.92191505
7,0,0.97770214,0.91981363
8,0,0.97186995,0.9061095
9,0,0.97511685,0.90410155
10,0,0.97811127,0.90300524
11,0,0.9783058,0.9099725
12,0,0.980354,0.9246909
13,0,0.9885272,0.9283148
14,0,0.97892237,0.9455125
15,0,0.9773065,0.93436897
16,0,0.9711646,0.9279736
17,0,0.968783,0.9390935
18,0,0.96305406,0.939983
19,0,0.9607686,0.9328408
20,0,0.9576119,0.93144333
21,0,0.9621336,0.9368825
22,0,0.97045183,0.9363613
23,0,0.9573232,0.9359004
24,0,0.9864031,0.9291439
25,0,0.9728672,0.92748487
26,0,0.9687605,0.9305334
27,0,0.9562672,0.9323777
28,0,0.9491104,0.9327065
29,0,0.94022405,0.934546
30,0,0.9434255,0.9314745
31,0,0.95017445,0.9240678
32,0,0.95171195,0.9229767
33,0,0.94812804,0.91348284
34,0,0.95158577,0.9128431
35,0,0.9575669,0.9378974
36,0,0.98563224,0.9375709
37,0,0.9680594,0.94870293
38,0,0.9953847,0.93691844
39,0,0.9764489,0.9492425
40,0,0.975494,0.9431531
41,0,0.98561776,0.9417822
42,0,0.97278196,0.93233806
43,0,0.96902055,0.9439012
44,0,0.96293545,0.94021165
45,0,0.96173227,0.9444159
46,0,0.96430284,0.94884473
47,0,0.9646018,0.938369
48,0,0.9775211,0.9277981
49,0,0.9687023,0.9278151
50,0,0.9558344,0.93032694
51,0,0.9510066,0.9311655
52,0,0.94619274,0.9312085
53,0,0.94807017,0.9300779
54,0,0.9503256,0.92910564
55,0,0.95554316,0.9302119
56,0,0.93775,0.92217666
57,0,0.9359825,0.91588783
58,0,0.92233306,0.9284832
59,0,0.94361365,0.9205828
60,0,0.99227774,0.9335725
61,0,0.9809891,0.92705405
62,0,0.98228014,0.94755495
63,0,0.9878235,0.9421941
64,0,0.97622585,0.9337369
65,0,0.9736322,0.93462104
66,0,0.97661334,0.9402178
67,0,0.9655107,0.9401577
68,0,0.9565299,0.93195504
69,0,0.95397025,0.9393263
70,0,0.9640304,0.902178
71,0,0.9594695,0.9387609
72,0,0.9980014,0.9254697
73,0,0.9926564,0.93124664
74,0,0.9733963,0.9330152
75,0,0.9638339,0.9325163
76,0,0.95680857,0.93375653
77,0,0.9553111,0.9330366
78,0,0.9555084,0.93123657
79,0,0.94677705,0.92871016
80,0,0.95947295,0.9363617
81,0,0.9714843,0.92377025
82,0,0.97502774,0.9262891
83,0,0.9774351,0.9199087
84,0,0.99264413,0.93571216
85,0,1.0069406,0.9358371
86,0,1.006573,0.9311892
87,0,0.9965636,0.92803925
88,0,0.9925497,0.9285347
89,0,0.98679936,0.9295867
90,0,0.9857998,0.9317158
91,0,0.97005844,0.9299094
92,0,0.97281724,0.9260537
93,0,0.9626973,0.9264892
94,0,0.9524449,0.93541604
95,0,0.95828164,0.9378122
96,0,0.99866563,0.9296091
97,0,0.98965216,0.93300617
98,0,0.97800416,0.9330336
99,0,0.9835267,0.93337363
100,0,0.9825455,0.9340378
101,0,0.97430354,0.9345213
102,0,0.9646965,0.9333479
103,0,0.98081446,0.93179643
104,0,0.9449066,0.9369477
105,0,0.9455608,0.9319159
106,0,0.95819676,0.9373414
107,0,0.9670701,0.9217943
108,0,1.0024505,0.93653095
109,0,0.9953693,0.9350084
110,0,1.0121956,0.9303201
111,0,0.99524677,0.92964756
112,0,0.99973327,0.92649186
113,0,0.9973806,0.9260594
114,0,0.9862965,0.92703265
115,0,0.9808305,0.92636174
116,0,0.9764472,0.92594546
117,0,0.96762484,0.92750996
118,0,0.9488308,0.93402797
119,0,0.947354,0.9336108
120,0,0.9778143,0.926535
121,0,0.97429144,0.9255458
122,0,0.9709692,0.92704153
123,0,0.96155006,0.9287367
124,0,0.9601259,0.9283409
125,0,0.9517597,0.92821693
126,0,0.9466964,0.928493
127,0,0.9409288,0.93332005
128,0,0.9622968,0.9264349
129,0,0.95065176,0.93323135
130,0,0.9201559,0.9331462
131,0,0.9710773,0.9300063
132,0,0.96892583,0.9483962
133,0,0.9796173,0.95355815
134,0,0.9676242,0.9547774
135,0,1.0089518,0.9387566
136,0,0.99548006,0.9357611
137,0,0.9896978,0.93175733
138,0,0.99034643,0.92713755
139,0,0.98149765,0.9266373
140,0,0.9707249,0.92253673
141,0,0.967334,0.9248729
142,0,0.9535804,0.9272521
143,0,0.95345736,0.9329814
144,0,0.984033,0.9268185
145,0,0.9725734,0.9281495
146,0,0.9597068,0.9311085
147,0,0.9552189,0.930288
148,0,0.94926035,0.9309349
149,0,0.9592989,0.93170625
150,0,0.9537303,0.93235
151,0,0.94713277,0.92555
152,0,0.9606204,0.9199069
153,0,0.9561432,0.9222084
154,0,0.952538,0.9183119
155,0,0.9740446,0.9131309
156,0,1.0215889,0.9329459
157,0,0.98332375,0.93867743
158,0,0.97135067,0.9385327
159,0,0.99847376,0.9357251
160,0,0.9794265,0.943571
161,0,0.99164426,0.93177444
162,0,0.98856246,0.93034095
163,0,0.981672,0.92822015
164,0,0.9714607,0.9237642
165,0,0.96294487,0.9044498
166,0,0.94529116,0.92737895
167,0,0.9460398,0.9527133
168,0,0.97175294,0.93154687
169,0,0.96340036,0.9325838
170,0,0.95142096,0.93272465
171,0,0.9530543,0.9323608
172,0,0.9428304,0.93306273
173,0,0.94411296,0.934538
174,0,0.931945,0.9336074
175,0,0.93946964,0.9265455
176,0,0.91783035,0.9278723
177,0,0.93786967,0.92588824
178,0,0.9170349,0.92950714
179,0,0.9240998,0.92977685
180,0,0.9893676,0.9340521
181,0,0.99664956,0.93285733
182,0,0.99025124,0.9324673
183,0,0.99469125,0.9312197
184,0,0.9921419,0.9298043
185,0,0.98523605,0.9304451
186,0,0.97817737,0.93049604
187,0,0.96620035,0.9293579
188,0,0.9653236,0.93087494
189,0,0.9567989,0.9298237
190,0,0.9397458,0.9291722
191,0,0.94079477,0.9271909
192,0,1.00933111,0.97018498
193,0,0.9938972,0.95250607
194,0,0.96599817,0.95551819
195,0,0.99850726,0.93814623
196,0,0.98213983,0.9852187
197,0,0.98261178,0.9656139
198,0,0.99412763,0.94577855
199,0,0.93648505,0.94161397
200,0,0.98096424,0.95234358
201,0,0.96793693,0.95827645
202,0,0.99360085,0.91294271
203,0,1.0218358,0.96432197
204,0,1.01899493,0.9902159
205,0,1.05206704,0.98553073
206,0,1.03549612,0.95854962
207,0,1.02207756,0.9467665
208,0,1.00906038,0.97245085
209,0,1.0063026,0.9477244
210,0,1.00464034,0.89640582
211,0,0.93646133,0.82810569
212,0,0.95509601,0.56622541
213,0,0.95275486,0.05948719
214,0,0.98660195,0.35598361
215,0,0.94387835,0.04352497
216,0,1.02374387,0.95680273
217,0,1.00375545,0.99647725
218,0,1.00289333,0.95972645
219,0,0.95470291,0.99106109
220,0,0.97067744,0.99418116
221,0,0.97794485,0.9713186
222,0,0.95004612,0.98706096
223,0,0.95476371,0.97688097
224,0,0.96017623,0.9798618
225,0,1.01396489,0.77020484
226,0,1.06564355,0.99449331
227,0,1.01682448,0.9633404
228,0,1.01637506,0.97253609
229,0,1.00410485,1.00380468
230,0,1.01135647,0.95510721
231,0,0.99637789,0.96393263
232,0,1.014166,0.9955461
233,0,0.95321292,0.96797317
234,0,1.00072277,0.94270569
235,0,0.98538727,0.88066339
236,0,0.98978364,0.39882445
237,0,0.97895026,0.03662372
238,0,0.95590442,0.33869329
239,0,0.98982769,0.01418071
0,33,0.8905824,0.9343993
1,33,0.86570203,0.9484684
2,33,0.8441057,0.9426354
3,33,0.8484063,0.9423987
4,33,0.8540228,0.94180745
5,33,0.8302727,0.9461166
6,33,0.85553133,0.95182836
7,33,0.8577938,0.94036674
8,33,0.8537485,0.94838333
9,33,0.8561085,0.93756706
10,33,0.8527673,0.95064497
11,33,0.8581209,0.9164909
12,33,0.85774404,0.98068553
13,33,0.8837534,0.9682501
14,33,0.85209197,0.94058865
15,33,0.85467607,0.9408991
16,33,0.8515209,0.94485176
17,33,0.8505378,0.9429425
18,33,0.8547039,0.94660366
19,33,0.8512473,0.94046545
20,33,0.8436621,0.9439539
21,33,0.84847146,0.94343317
22,33,0.8411239,0.94066775
23,33,0.8342326,0.9425826
24,33,0.88098705,0.94557935
25,33,0.8652563,0.9525713
26,33,0.8660814,0.94632566
27,33,0.8483955,0.956001
28,33,0.8479058,0.9534319
29,33,0.8478457,0.95146894
30,33,0.84088385,0.94963944
31,33,0.84300774,0.9586546
32,33,0.84129715,0.955387
33,33,0.8386701,0.95260876
34,33,0.83998793,0.95198715
35,33,0.8401292,0.95457506
36,33,0.8624627,0.9590648
37,33,0.8580893,0.9707576
38,33,0.9031375,0.9762298
