time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.97,0.059,0.059,0.755,0,0,0
1,0.97,0.154,0.213,0.755,0,0,0
2,0.969,0.267,0.48,0.754,0,0,0
3,0.968,0.241,0.721,0.753,0,0,0
4,0.969,0.316,1.032,0.752,0,0,0
5,0.971,0.136,1.171,0.751,0,0,0
6,0.963,0.164,1.334,0.749,0,0,0
7,0.971,0.312,1.643,0.749,0,0,1
8,0.966,0.196,1.835,0.753,0,0,1
9,0.965,0.162,1.996,0.749,0,0,1
10,0.966,0.099,2.109,0.756,0,0,1
11,0.971,0.017,2.116,0.752,0,0,1
12,0.968,0.116,2.228,0.753,0,0,1
13,0.972,0.276,2.509,0.753,0,0,1
14,0.97,0.134,2.644,0.756,0,0,1
15,0.966,0.243,2.903,0.754,0,0,1
16,0.969,0.152,3.043,0.755,0,0,1
17,0.969,0.089,3.13,0.756,0,0,1
18,0.964,0.078,3.206,0.75,0,0,1
19,0.966,0.225,3.442,0.749,0,0,1
20,0.972,0.054,3.481,0.75,0,0,1
21,0.972,0.042,3.549,0.752,0,0,1
22,0.964,0.107,3.646,0.753,0,0,0
23,0.967,0.092,3.718,0.753,0,0,0
24,0.97,0.211,0.21,0.754,0,0,0
25,0.969,0.188,0.399,0.754,0,0,0
26,0.972,0.177,0.573,0.751,0,0,0
27,0.97,0.163,0.74,0.752,0,0,0
28,0.972,0.207,0.948,0.756,0,0,0
29,0.966,0.129,1.069,0.751,0,0,0
30,0.972,0.059,1.13,0.751,0,0,0
31,0.973,0.043,1.171,0.75,0,0,1
32,0.972,0.188,1.362,0.751,0,0,1
33,0.97,0.138,1.51,0.747,0,0,1
34,0.969,0.036,1.541,0.748,0,0,1
35,0.969,0.24,1.786,0.752,0,0,1
36,0.964,0.212,1.997,0.752,0,0,1
37,0.964,0.067,2.055,0.752,0,0,1
38,0.967,0.159,2.211,0.748,0,0,1
39,0.971,0.223,2.45,0.749,0,0,1
40,0.97,0.155,2.591,0.746,0,0,1
41,0.962,0.08,2.685,0.752,0,0,1
42,0.972,0.217,2.887,0.749,0,0,1
43,0.963,0.093,2.988,0.75,0,0,1
44,0.973,0.1,3.098,0.75,0,0,1
45,0.971,0.228,3.324,0.748,0,0,1
46,0.965,0.238,3.541,0.745,0,0,0
47,0.966,0.193,3.77,0.753,0,0,0
48,0.964,0.052,0.052,0.747,0,0,0
49,0.963,0.098,0.15,0.75,0,0,0
50,0.965,0.222,0.374,0.75,0,0,0
51,0.972,0.17,0.547,0.752,0,0,0
52,0.966,0.112,0.66,0.748,0,0,0
53,0.971,0.229,0.891,0.745,0,0,0
54,0.968,0.267,1.149,0.752,0,0,0
55,0.964,0.226,1.379,0.747,0,0,1
56,0.965,0.134,1.521,0.751,0,0,1
57,0.964,0.141,1.651,0.75,0,0,1
58,0.968,0.006,1.66,0.747,0,0,1
59,0.964,0.167,1.824,0.748,0,0,1
60,0.968,0.188,2.01,0.75,0,0,1
61,0.963,0.198,2.221,0.75,0,0,1
62,0.963,0.249,2.459,0.746,0,0,1
63,0.966,0.122,2.596,0.75,0,0,1
64,0.963,0.215,2.81,0.749,0,0,1
65,0.971,0.11,2.918,0.752,0,0,1
66,0.972,0.2,3.101,0.751,0,0,1
67,0.969,0.08,3.2,0.745,0,0,1
