time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.124,0.194,0.0,0.0,0,0,0
1,0.124,0.193,0.03,0.031,0,0,0
2,0.124,0.193,0.011,0.042,0,0,0
3,0.124,0.194,0.021,0.063,0,0,0
4,0.124,0.193,0.013,0.077,0,0,0
5,0.125,0.194,0.022,0.098,0,0,0
6,0.124,0.192,0.028,0.126,0,0,0
7,0.124,0.193,0.009,0.135,0,0,1
8,0.124,0.193,0.025,0.16,0,0,1
9,0.123,0.193,0.005,0.165,0,0,1
10,0.124,0.193,0.02,0.184,0,0,1
11,0.124,0.193,0.185,0.37,0,0,1
12,0.125,0.193,0.028,0.398,0,0,1
13,0.124,0.192,0.01,0.409,0,0,1
14,0.124,0.193,0.042,0.449,0,0,1
15,0.124,0.194,0.04,0.489,0,0,1
16,0.123,0.192,0.012,0.503,0,0,1
17,0.124,0.193,0.098,0.599,0,0,1
18,0.123,0.194,0.033,0.633,0,0,1
19,0.123,0.194,0.026,0.66,0,0,1
20,0.124,0.192,0.009,0.668,0,0,1
21,0.124,0.193,0.027,0.694,0,0,1
22,0.124,0.192,0.108,0.802,0,0,0
23,0.124,0.193,0.111,0.915,0,0,0
24,0.125,0.192,0.002,0.002,0,0,0
25,0.124,0.193,0.012,0.014,0,0,0
26,0.124,0.192,0.032,0.046,0,0,0
27,0.124,0.193,0.022,0.068,0,0,0
28,0.124,0.194,0.027,0.095,0,0,0
29,0.124,0.193,0.028,0.123,0,0,0
30,0.124,0.193,0.027,0.15,0,0,0
31,0.124,0.193,0.009,0.16,0,0,1
32,0.124,0.193,0.012,0.172,0,0,1
33,0.124,0.193,0.113,0.284,0,0,1
34,0.124,0.193,0.008,0.293,0,0,1
35,0.124,0.194,0.034,0.33,0,0,1
36,0.124,0.193,0.027,0.357,0,0,1
37,0.125,0.193,0.107,0.461,0,0,1
38,0.124,0.194,0.009,0.471,0,0,1
39,0.124,0.194,0.037,0.507,0,0,1
