time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,1.65,0.492,0.494,1.516,0,0,0
1,1.658,0.177,0.671,1.519,0,0,0
2,1.652,0.167,0.841,1.517,0,0,0
3,1.648,0.354,1.195,1.516,0,0,0
4,1.648,0.318,1.509,1.521,0,0,0
5,1.659,0.016,1.533,1.515,0,0,0
6,1.65,0.385,1.92,1.529,0,0,0
7,1.658,0.009,1.92,1.516,0,0,1
8,1.66,0.406,2.32,1.519,0,0,1
9,1.658,0.214,2.556,1.519,0,0,1
10,1.659,0.121,2.659,1.526,0,0,1
11,1.654,0.17,2.847,1.526,0,0,1
12,1.646,0.085,2.926,1.514,0,0,1
13,1.649,0.243,3.17,1.52,0,0,1
14,1.646,0.014,3.174,1.525,0,0,1
15,1.654,0.138,3.299,1.521,0,0,1
16,1.652,0.205,3.535,1.516,0,0,1
17,1.66,0.097,3.621,1.519,0,0,1
18,1.655,0.347,3.958,1.525,0,0,1
19,1.645,0.454,4.406,1.523,0,0,1
20,1.65,0.376,4.801,1.528,0,0,1
21,1.644,0.372,5.177,1.524,0,0,1
22,1.648,0.223,5.407,1.525,0,0,0
23,1.652,0.129,5.506,1.524,0,0,0
24,1.655,0.228,0.228,1.525,0,0,0
25,1.649,0.274,0.503,1.52,0,0,0
26,1.659,0.105,0.608,1.516,0,0,0
27,1.659,0.191,0.8,1.518,0,0,0
28,1.651,0.297,1.093,1.52,0,0,0
29,1.648,0.219,1.309,1.517,0,0,0
30,1.645,0.263,1.571,1.52,0,0,0
31,1.652,0.152,1.736,1.527,0,0,1
32,1.651,0.349,2.082,1.519,0,0,1
33,1.644,0.299,2.371,1.524,0,0,1
34,1.65,0.285,2.655,1.522,0,0,1
35,1.649,0.317,2.982,1.524,0,0,1
36,1.658,0.236,3.222,1.519,0,0,1
37,1.645,0.351,3.561,1.524,0,0,1
38,1.658,0.327,3.895,1.516,0,0,1
39,1.656,0.193,4.094,1.52,0,0,1
40,1.659,0.139,4.223,1.524,0,0,1
41,1.65,0.104,4.314,1.522,0,0,1
42,1.644,0.254,4.573,1.523,0,0,1
43,1.646,0.075,4.662,1.522,0,0,1
44,1.654,0.276,4.924,1.52,0,0,1
45,1.646,0.372,5.331,1.52,0,0,1
46,1.661,0.012,5.3,1.523,0,0,0
47,1.646,0.233,5.555,1.521,0,0,0
48,1.653,0.166,0.166,1.523,0,0,0
49,1.66,0.156,0.321,1.519,0,0,0
50,1.655,0.067,0.389,1.517,0,0,0
51,1.65,0.022,0.411,1.516,0,0,0
52,1.65,0.176,0.588,1.513,0,0,0
53,1.653,0.032,0.618,1.515,0,0,0
54,1.649,0.104,0.726,1.52,0,0,0
55,1.651,0.102,0.83,1.525,0,0,1
56,1.654,0.074,0.905,1.52,0,0,1
57,1.66,0.116,1.018,1.518,0,0,1
58,1.653,0.149,1.171,1.528,0,0,1
59,1.658,0.115,1.279,1.526,0,0,1
60,1.655,0.047,1.327,1.519,0,0,1
61,1.652,0.191,1.527,1.522,0,0,1
62,1.648,0.143,1.666,1.516,0,0,1
63,1.651,0.208,1.866,1.527,0,0,1
64,1.651,0.034,1.906,1.523,0,0,1
65,1.649,0.158,2.076,1.518,0,0,1
66,1.658,0.035,2.097,1.524,0,0,1
67,1.654,0.005,2.107,1.517,0,0,1
68,1.673,2.989,5.1,1.524,0,0,1
69,1.663,0.165,5.245,1.518,0,0,1
70,1.675,0.192,5.465,1.527,0,0,0
71,1.67,0.17,5.648,1.529,0,0,0
72,1.667,0.024,0.024,1.517,0,1,0
73,1.659,0.005,0.029,1.522,0,1,0
74,1.666,0.177,0.206,1.516,0,1,0
75,1.674,0.126,0.335,1.515,0,1,0
76,1.662,0.1,0.432,1.523,0,1,0
77,1.661,0.09,0.523,1.514,0,1,0
78,1.664,0.258,0.78,1.518,0,1,0
79,1.667,0.111,0.891,1.513,0,1,1
80,1.674,0.019,0.911,1.526,0,1,1
81,1.66,0.008,0.918,1.52,0,1,1
82,1.662,0.037,0.96,1.521,0,1,1
83,1.673,0.112,1.063,1.514,0,1,1
84,1.662,0.048,1.112,1.522,0,1,1
85,1.664,0.101,1.218,1.518,0,1,1
86,1.66,0.251,1.464,1.531,0,1,1
87,1.65,0.206,1.672,1.526,0,1,1
88,1.647,0.046,1.722,1.521,0,1,1
89,1.658,0.225,1.936,1.523,0,1,1
90,1.65,0.254,2.207,1.523,0,1,1
91,1.664,3.028,5.239,1.526,0,1,1
92,1.666,0.149,5.41,1.519,0,1,1
93,1.666,0.176,5.554,1.52,0,1,1
94,1.661,0.04,5.588,1.52,0,1,0
95,1.671,0.028,5.616,1.519,0,1,0
96,1.673,0.284,0.286,1.53,0,1,0
97,1.667,0.138,0.422,1.521,0,1,0
98,1.667,0.181,0.605,1.52,0,1,0
99,1.668,0.226,0.835,1.533,0,1,0
100,1.669,0.264,1.091,1.525,0,1,0
101,1.671,0.159,1.258,1.531,0,1,0
102,1.664,0.176,1.429,1.527,0,1,0
103,1.665,0.138,1.564,1.522,0,1,1
104,1.673,0.18,1.755,1.522,0,1,1
105,1.669,0.302,2.05,1.534,0,1,1
106,1.671,0.105,2.157,1.537,0,1,1
107,1.649,0.134,2.299,1.528,0,1,1
108,1.644,0.313,2.615,1.533,0,1,1
109,1.654,0.285,2.874,1.531,0,1,1
110,1.651,0.391,3.287,1.539,0,1,1
111,1.646,0.412,3.699,1.532,0,1,1
112,1.646,0.225,3.933,1.532,0,1,1
113,1.648,0.096,4.024,1.529,0,1,1
114,1.654,0.299,4.315,1.532,0,1,1
115,1.659,0.05,4.343,1.538,0,1,1
116,1.645,0.041,4.398,1.531,0,1,1
117,1.656,0.317,4.697,1.535,0,1,1
118,1.658,0.387,5.098,1.525,0,1,0
119,1.655,0.43,5.549,1.54,0,1,0
120,1.648,0.168,0.168,1.538,0,0,0
121,1.656,0.147,0.315,1.527,0,0,0
122,1.659,0.212,0.526,1.532,0,0,0
123,1.654,0.146,0.671,1.538,0,0,0
124,1.658,0.114,0.789,1.528,0,0,0
125,1.649,0.05,0.838,1.535,0,0,0
126,1.644,0.212,1.053,1.532,0,0,0
127,1.657,0.212,1.261,1.535,0,0,1
128,1.65,0.192,1.448,1.535,0,0,1
129,1.65,0.079,1.53,1.523,0,0,1
130,1.645,0.177,1.709,1.525,0,0,1
131,1.653,0.054,1.763,1.525,0,0,1
132,1.66,2.515,4.289,1.527,0,0,1
133,1.666,0.191,4.481,1.515,0,0,1
134,1.659,0.149,4.617,1.517,0,0,1
135,1.674,0.19,4.823,1.519,0,0,1
136,1.671,0.003,4.81,1.526,0,0,1
137,1.674,0.027,4.828,1.522,0,0,1
138,1.673,0.104,4.932,1.521,0,0,1
139,1.661,0.147,5.102,1.527,0,0,1
140,1.662,0.186,5.283,1.521,0,0,1
141,1.673,0.163,5.415,1.52,0,0,1
142,1.666,0.171,5.591,1.515,0,0,0
143,1.662,0.075,5.692,1.516,0,0,0
144,1.659,0.004,0.004,1.516,0,0,0
145,1.672,0.055,0.059,1.514,0,0,0
146,1.663,0.009,0.068,1.525,0,0,0
147,1.663,0.009,0.078,1.522,0,0,0
148,1.673,0.056,0.134,1.518,0,0,0
149,1.664,0.044,0.178,1.519,0,0,0
150,1.666,0.036,0.215,1.516,0,0,0
151,1.674,0.028,0.243,1.52,0,0,1
152,1.671,0.012,0.254,1.526,0,0,1
153,1.66,0.033,0.288,1.521,0,0,1
154,1.674,0.049,0.339,1.528,0,0,1
155,1.661,0.0,0.337,1.52,0,0,1
156,1.683,0.697,1.038,1.522,0,0,1
157,1.696,0.695,1.73,1.523,0,0,1
158,1.694,0.007,1.741,1.524,0,0,1
159,1.685,0.051,1.785,1.527,0,0,1
160,1.675,0.03,1.823,1.531,0,0,1
161,1.67,0.058,1.884,1.538,0,0,1
162,1.693,1.273,3.145,1.531,0,0,1
163,1.698,0.697,3.843,1.525,0,0,1
164,1.687,0.0,3.864,1.541,0,0,1
165,1.709,0.694,4.525,1.544,0,0,1
166,1.729,1.273,5.797,1.538,0,0,0
167,1.732,0.697,6.529,1.545,0,0,0
168,1.744,0.034,0.034,1.536,1,0,0
169,1.747,0.024,0.058,1.542,1,0,0
170,1.742,0.004,0.062,1.543,1,0,0
171,1.743,0.013,0.075,1.531,1,0,0
172,1.741,0.007,0.082,1.532,1,0,0
173,1.735,0.026,0.107,1.535,1,0,0
174,1.736,0.035,0.143,1.539,1,0,0
175,1.754,0.41,0.552,1.535,1,0,1
176,1.76,0.034,0.585,1.554,1,0,1
177,1.741,0.411,0.997,1.562,1,0,1
178,1.718,0.018,1.015,1.554,1,0,1
179,1.716,0.023,1.037,1.563,1,0,1
180,1.724,0.745,1.78,1.565,1,0,1
181,1.71,0.016,1.807,1.572,1,0,1
182,1.722,0.411,2.213,1.581,1,0,1
183,1.712,0.029,2.234,1.58,1,0,1
184,1.707,0.412,2.652,1.593,1,0,1
185,1.693,0.014,2.677,1.596,1,0,1
186,1.723,0.748,3.416,1.588,1,0,1
187,1.733,0.751,4.179,1.6,1,0,1
188,1.757,1.043,5.195,1.594,1,0,1
189,1.769,0.41,5.636,1.597,1,0,1
190,1.818,1.554,7.161,1.594,1,0,0
191,1.821,0.412,7.579,1.595,1,0,0
192,1.849,0.42,0.422,1.59,1,0,0
193,1.856,0.232,0.656,1.597,1,0,0
194,1.85,0.017,0.674,1.59,1,0,0
195,1.849,0.233,0.9,1.597,1,0,0
196,1.864,0.231,1.133,1.6,1,0,0
197,1.857,0.01,1.148,1.597,1,0,0
198,1.888,0.589,1.731,1.59,1,0,0
