time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,3.373,0.454,0.453,2.61,0,0,0
1,3.376,1.858,2.309,2.606,0,0,0
2,3.378,0.007,2.306,2.601,0,0,0
3,3.391,0.055,2.377,2.614,0,0,0
4,3.382,0.121,2.481,2.606,0,0,0
5,3.397,0.415,2.917,2.607,0,0,0
6,3.373,0.099,2.995,2.604,0,0,0
7,3.391,0.189,3.196,2.615,0,0,1
8,3.392,1.824,4.998,2.619,0,0,1
9,3.406,0.212,5.235,2.604,0,0,1
10,3.38,0.008,5.235,2.62,0,0,1
11,3.397,0.356,5.606,2.612,0,0,1
12,3.383,0.476,6.065,2.604,0,0,1
13,3.396,0.367,6.437,2.601,0,0,1
14,3.397,0.083,6.531,2.596,0,0,1
15,3.374,0.485,6.999,2.608,0,0,1
16,3.381,1.853,8.868,2.61,0,0,1
17,3.411,3.514,12.35,2.604,0,0,1
18,3.394,0.321,12.753,2.619,0,0,1
19,3.384,0.195,12.882,2.61,0,0,1
20,3.405,0.323,13.231,2.607,0,0,1
21,3.384,0.136,13.428,2.614,0,0,1
22,3.391,0.29,13.664,2.602,0,0,0
23,3.398,0.397,14.117,2.605,0,0,0
24,3.375,0.414,0.414,2.618,0,0,0
25,3.395,0.263,0.673,2.6,0,0,0
26,3.396,0.232,0.911,2.617,0,0,0
27,3.383,0.033,0.942,2.603,0,0,0
28,3.37,0.143,1.079,2.603,0,0,0
29,3.396,0.441,1.526,2.612,0,0,0
30,3.391,0.412,1.943,2.605,0,0,0
31,3.379,2.259,4.213,2.623,0,0,1
32,3.382,0.375,4.554,2.604,0,0,1
33,3.403,0.548,5.139,2.609,0,0,1
34,3.382,0.131,5.237,2.613,0,0,1
35,3.373,0.474,5.703,2.59,0,0,1
36,3.379,0.565,6.278,2.59,0,0,1
37,3.392,0.07,6.372,2.61,0,0,1
38,3.371,0.089,6.46,2.591,0,0,1
39,3.37,0.109,6.545,2.616,0,0,1
40,3.389,0.618,7.157,2.615,0,0,1
41,3.392,0.573,7.714,2.604,0,0,1
42,3.391,2.299,10.085,2.608,0,0,1
43,3.398,0.28,10.361,2.6,0,0,1
44,3.378,2.285,12.633,2.599,0,0,1
45,3.386,0.534,13.207,2.607,0,0,1
46,3.399,0.512,13.616,2.595,0,0,0
47,3.387,0.291,14.003,2.609,0,0,0
48,3.381,0.352,0.349,2.602,0,0,0
49,3.376,1.525,1.869,2.603,0,0,0
50,3.379,0.02,1.901,2.597,0,0,0
51,3.381,0.146,2.048,2.599,0,0,0
52,3.373,0.297,2.343,2.614,0,0,0
53,3.391,0.409,2.74,2.609,0,0,0
54,3.384,0.17,2.917,2.617,0,0,0
55,3.389,0.304,3.224,2.603,0,0,1
56,3.395,0.053,3.283,2.609,0,0,1
57,3.373,0.238,3.513,2.593,0,0,1
58,3.396,0.35,3.862,2.609,0,0,1
59,3.375,0.004,3.882,2.6,0,0,1
60,3.389,0.094,3.976,2.6,0,0,1
61,3.373,1.517,5.485,2.608,0,0,1
62,3.38,0.223,5.706,2.595,0,0,1
63,3.371,0.284,5.989,2.591,0,0,1
64,3.384,1.513,7.512,2.602,0,0,1
65,3.378,0.42,7.952,2.59,0,0,1
66,3.392,1.522,9.429,2.597,0,0,1
67,3.38,0.103,9.507,2.592,0,0,1
68,3.392,2.883,12.432,2.596,0,0,1
69,3.399,0.071,12.543,2.614,0,0,1
70,3.404,0.14,12.632,2.595,0,0,0
71,3.395,1.509,14.135,2.604,0,0,0
72,3.388,0.31,0.311,2.608,0,1,0
73,3.39,0.501,0.813,2.597,0,1,0
74,3.373,0.309,1.119,2.61,0,1,0
75,3.386,0.243,1.37,2.615,0,1,0
76,3.38,0.479,1.837,2.605,0,1,0
77,3.383,0.431,2.273,2.599,0,1,0
78,3.371,0.411,2.696,2.602,0,1,0
79,3.378,0.118,2.791,2.603,0,1,1
80,3.382,1.79,4.596,2.595,0,1,1
81,3.408,0.048,4.633,2.595,0,1,1
82,3.378,0.072,4.708,2.595,0,1,1
83,3.376,0.0,4.688,2.607,0,1,1
84,3.373,0.081,4.766,2.615,0,1,1
85,3.393,0.506,5.308,2.596,0,1,1
86,3.392,0.236,5.554,2.6,0,1,1
87,3.397,0.199,5.746,2.613,0,1,1
88,3.397,0.011,5.722,2.608,0,1,1
89,3.389,0.474,6.218,2.602,0,1,1
90,3.386,1.783,7.984,2.608,0,1,1
91,3.394,1.812,9.756,2.6,0,1,1
92,3.404,0.245,10.003,2.606,0,1,1
93,3.372,1.759,11.762,2.608,0,1,1
94,3.4,0.471,12.233,2.593,0,1,0
95,3.407,1.793,14.103,2.6,0,1,0
96,3.387,0.342,0.341,2.6,0,1,0
97,3.405,0.252,0.593,2.617,0,1,0
98,3.405,0.154,0.748,2.596,0,1,0
99,3.4,0.335,1.088,2.616,0,1,0
100,3.384,1.223,2.305,2.605,0,1,0
101,3.401,0.327,2.635,2.6,0,1,0
102,3.382,0.144,2.773,2.606,0,1,0
103,3.4,0.007,2.787,2.599,0,1,1
104,3.382,0.134,2.907,2.595,0,1,1
105,3.397,0.14,3.075,2.602,0,1,1
106,3.391,1.241,4.315,2.613,0,1,1
107,3.419,1.251,5.556,2.598,0,1,1
108,3.4,0.204,5.776,2.594,0,1,1
109,3.412,0.263,6.014,2.608,0,1,1
110,3.41,0.18,6.178,2.603,0,1,1
111,3.406,1.237,7.452,2.607,0,1,1
112,3.386,0.157,7.62,2.608,0,1,1
113,3.403,1.248,8.814,2.612,0,1,1
114,3.414,1.249,10.129,2.602,0,1,1
115,3.383,0.214,10.271,2.619,0,1,1
116,3.389,1.259,11.527,2.601,0,1,1
117,3.399,1.251,12.838,2.61,0,1,1
118,3.402,0.238,13.075,2.601,0,1,0
119,3.404,1.229,14.28,2.604,0,1,0
120,3.398,0.23,0.231,2.603,0,0,0
121,3.406,0.206,0.436,2.619,0,0,0
122,3.416,0.166,0.605,2.607,0,0,0
123,3.414,0.262,0.867,2.607,0,0,0
124,3.386,0.199,1.061,2.603,0,0,0
125,3.414,0.961,2.017,2.601,0,0,0
126,3.396,0.036,2.064,2.601,0,0,0
127,3.412,0.261,2.325,2.605,0,0,1
128,3.406,0.16,2.476,2.62,0,0,1
129,3.426,0.942,3.435,2.605,0,0,1
130,3.419,0.077,3.496,2.613,0,0,1
131,3.42,0.957,4.469,2.623,0,0,1
132,3.408,0.182,4.65,2.598,0,0,1
133,3.419,0.109,4.761,2.608,0,0,1
134,3.412,0.002,4.778,2.619,0,0,1
135,3.432,1.809,6.579,2.618,0,0,1
136,3.409,0.208,6.81,2.599,0,0,1
137,3.41,0.22,6.992,2.603,0,0,1
138,3.421,0.261,7.245,2.603,0,0,1
139,3.405,0.065,7.357,2.605,0,0,1
140,3.407,1.827,9.115,2.601,0,0,1
141,3.442,1.808,11.008,2.619,0,0,1
142,3.444,0.945,11.884,2.608,0,0,0
143,3.445,2.608,14.537,2.624,0,0,0
144,3.45,0.973,0.974,2.601,0,0,0
145,3.43,0.508,1.487,2.625,0,0,0
146,3.449,0.12,1.606,2.61,0,0,0
147,3.459,0.512,2.106,2.606,0,0,0
148,3.462,0.105,2.21,2.627,0,0,0
149,3.451,0.023,2.252,2.611,0,0,0
150,3.444,0.515,2.747,2.613,0,0,0
151,3.455,0.103,2.872,2.619,0,0,1
152,3.434,0.507,3.377,2.623,0,0,1
153,3.458,0.132,3.512,2.614,0,0,1
154,3.445,0.108,3.626,2.635,0,0,1
155,3.441,0.514,4.11,2.624,0,0,1
156,3.459,1.814,5.921,2.632,0,0,1
157,3.452,0.074,6.022,2.624,0,0,1
158,3.468,0.513,6.528,2.633,0,0,1
159,3.432,0.514,7.067,2.617,0,0,1
160,3.433,0.096,7.142,2.64,0,0,1
161,3.437,0.118,7.291,2.626,0,0,1
162,3.443,1.813,9.071,2.638,0,0,1
163,3.462,0.066,9.179,2.625,0,0,1
164,3.473,0.976,10.08,2.637,0,0,1
165,3.484,2.888,13.028,2.622,0,0,1
166,3.487,0.972,13.96,2.632,0,0,0
167,3.511,1.406,15.47,2.641,0,0,0
168,3.495,0.061,0.061,2.628,1,0,0
169,3.504,0.075,0.134,2.638,1,0,0
170,3.51,0.287,0.423,2.638,1,0,0
171,3.479,0.077,0.499,2.625,1,0,0
172,3.484,0.001,0.5,2.639,1,0,0
173,3.482,0.046,0.548,2.639,1,0,0
174,3.475,0.057,0.604,2.638,1,0,0
175,3.507,0.285,0.889,2.628,1,0,1
176,3.493,0.284,1.169,2.635,1,0,1
177,3.483,0.031,1.207,2.645,1,0,1
178,3.464,0.547,1.752,2.633,1,0,1
179,3.475,0.067,1.811,2.628,1,0,1
180,3.492,0.78,2.603,2.641,1,0,1
181,3.493,1.014,3.628,2.629,1,0,1
182,3.529,1.814,5.451,2.656,1,0,1
183,3.508,1.013,6.455,2.647,1,0,1
184,3.496,1.011,7.485,2.646,1,0,1
185,3.526,1.229,8.673,2.668,1,0,1
186,3.53,1.018,9.723,2.669,1,0,1
187,3.525,0.787,10.453,2.653,1,0,1
188,3.521,1.014,11.467,2.666,1,0,1
189,3.529,1.221,12.78,2.669,1,0,1
190,3.569,2.158,14.883,2.675,1,0,0
191,3.58,2.327,17.241,2.666,1,0,0
192,3.621,0.711,0.71,2.667,1,0,0
193,3.59,0.241,0.95,2.682,1,0,0
194,3.61,0.02,0.975,2.681,1,0,0
195,3.604,0.239,1.205,2.693,1,0,0
196,3.574,0.003,1.214,2.687,1,0,0
197,3.567,0.346,1.552,2.682,1,0,0
198,3.587,0.239,1.805,2.693,1,0,0
199,3.56,0.023,1.822,2.69,1,0,1
200,3.575,0.539,2.364,2.701,1,0,1
201,3.578,0.795,3.141,2.693,1,0,1
202,3.624,1.531,4.673,2.699,1,0,1
203,3.67,1.655,6.352,2.707,1,0,1
204,3.696,1.409,7.768,2.714,1,0,1
205,3.7,1.483,9.261,2.743,1,0,1
206,3.694,1.596,10.814,2.762,1,0,1
207,3.725,1.815,12.66,2.772,1,0,1
208,3.66,1.159,13.842,2.795,1,0,1
209,3.683,1.819,15.629,2.804,1,0,1
210,3.709,1.699,17.309,2.815,1,0,1
211,3.715,1.299,18.563,2.825,1,0,1
212,3.74,2.213,20.812,2.83,1,0,1
213,3.744,1.963,22.879,2.856,1,0,1
214,3.726,1.754,24.647,2.871,1,0,0
215,3.7,1.473,26.033,2.879,1,0,0
216,3.704,1.019,1.02,2.881,1,0,0
217,3.689,0.761,1.782,2.89,1,0,0
218,3.682,0.21,1.993,2.886,1,0,0
219,3.65,0.109,2.097,2.902,1,0,0
220,3.626,0.111,2.204,2.917,1,0,0
221,3.632,0.11,2.325,2.897,1,0,0
222,3.624,0.301,2.615,2.925,1,0,0
223,3.621,0.468,3.074,2.914,1,0,1
224,3.657,0.828,3.896,2.881,1,0,1
225,3.689,1.59,5.513,2.826,1,0,1
226,3.675,1.496,7.028,2.783,1,0,1
227,3.685,1.546,8.514,2.794,1,0,1
228,3.671,1.583,10.137,2.803,1,0,1
229,3.736,1.592,11.724,2.815,1,0,1
230,3.72,1.451,13.166,2.838,1,0,1
231,3.71,1.726,14.87,2.823,1,0,1
232,3.717,1.534,16.434,2.832,1,0,1
233,3.711,1.543,18.024,2.827,1,0,1
234,3.707,1.014,18.903,2.827,1,0,1
235,3.699,1.766,20.837,2.856,1,0,1
236,3.8,3.122,23.962,2.873,1,0,1
237,3.791,2.144,26.127,2.883,1,0,1
238,3.782,2.404,28.435,2.927,1,0,0
