time,route_id,Warehouse_time,pack_time
0,19,0.868616,0.9343978
1,19,0.8481973,0.93028545
2,19,0.83292663,0.9257864
3,19,0.82006156,0.92772883
4,19,0.82331246,0.9289292
5,19,0.80774784,0.9244491
6,19,0.80784637,0.92380154
7,19,0.8197099,0.9266532
8,19,0.80182534,0.9210356
9,19,0.8048781,0.9140121
10,19,0.8286974,0.9115489
11,19,0.8010265,0.9051021
12,19,0.88424575,0.9413932
13,19,0.8589219,0.9393593
14,19,0.86615527,0.9413274
15,19,0.8530032,0.93780977
16,19,0.8594187,0.9346336
17,19,0.8469969,0.9360736
18,19,0.8488312,0.93633443
19,19,0.8371185,0.9355119
20,19,0.8486155,0.93526477
21,19,0.8386898,0.935201
22,19,0.8225034,0.934824
23,19,0.8173977,0.932148
24,19,0.8626482,0.9296293
25,19,0.8523569,0.9227499
26,19,0.853018,0.9160088
27,19,0.8676885,0.9292156
28,19,0.8558019,0.9359654
29,19,0.8529104,0.93188965
30,19,0.8430599,0.9318546
31,19,0.82366717,0.93877774
32,19,0.8298564,0.9378886
33,19,0.80477065,0.9415008
34,19,0.831927,0.91821843
35,19,0.8403677,0.92026174
36,19,0.8524928,0.93202275
37,19,0.8525381,0.9315837
38,19,0.86616194,0.9318179
39,19,0.8444915,0.9323163
40,19,0.8476213,0.93230754
41,19,0.8408182,0.9310576
42,19,0.84698564,0.9336632
43,19,0.8345539,0.93440783
44,19,0.8382783,0.93311167
45,19,0.8337609,0.9330341
46,19,0.81987697,0.92986125
47,19,0.81090033,0.9306823
48,19,0.8816062,0.9371951
49,19,0.8680469,0.9382655
50,19,0.8593277,0.9381026
51,19,0.8493106,0.9363307
52,19,0.8470917,0.9363518
53,19,0.8526862,0.9354576
54,19,0.84455585,0.925974
55,19,0.8408333,0.9458108
56,19,0.85037214,0.93544626
57,19,0.82876575,0.9241937
58,19,0.84276426,0.92623913
59,19,0.8352482,0.92818326
60,19,0.8560208,0.93294877
61,19,0.85939854,0.9363669
62,19,0.8496219,0.9358586
63,19,0.85143805,0.93355435
64,19,0.8403279,0.93122977
65,19,0.8366189,0.93535423
66,19,0.83748484,0.9354639
67,19,0.8434599,0.9350231
68,19,0.8308821,0.9339541
69,19,0.83214986,0.93371534
70,19,0.81539327,0.9303713
71,19,0.8118183,0.9328791
72,19,0.88184184,0.9346644
73,19,0.8745386,0.9346259
74,19,0.87815684,0.93786895
75,19,0.85083616,0.93553066
76,19,0.8512236,0.94085896
77,19,0.85546243,0.9282128
78,19,0.84729576,0.9272507
79,19,0.8372596,0.9438726
80,19,0.8212799,0.94609326
81,19,0.8394993,0.95229644
82,19,0.8322015,0.9329955
83,19,0.8398412,0.9304699
84,19,0.85976493,0.9378847
85,19,0.87297136,0.9357437
86,19,0.8740919,0.9333728
87,19,0.86712664,0.9336816
88,19,0.863983,0.9323099
89,19,0.85837305,0.9277232
90,19,0.84316427,0.92847663
91,19,0.8335931,0.92868394
92,19,0.8224306,0.9255335
93,19,0.84305525,0.93001413
94,19,0.835581,0.926133
95,19,0.82474864,0.92825496
96,19,0.87902606,0.9358505
97,19,0.86538523,0.9386691
98,19,0.8581842,0.9374014
99,19,0.8487283,0.93586576
100,19,0.85030395,0.9363944
101,19,0.8362176,0.93440866
102,19,0.8382354,0.93380135
103,19,0.8204738,0.9439856
104,19,0.8077054,0.9453664
105,19,0.8183087,0.9359444
106,19,0.8223265,0.93277776
107,19,0.838861,0.9305105
108,19,0.8836627,0.93451595
109,19,0.8796768,0.93690443
110,19,0.88420695,0.93613577
111,19,0.8846838,0.93331707
112,19,0.8780182,0.9345869
113,19,0.86207277,0.9353323
114,19,0.8512818,0.9360035
115,19,0.84521735,0.93255025
116,19,0.8573104,0.93129045
117,19,0.8400938,0.9330837
118,19,0.841966,0.93898743
119,19,0.8427666,0.9275936
120,19,0.86151445,0.9344759
121,19,0.8557336,0.9337452
122,19,0.84584224,0.93094695
123,19,0.84147644,0.93253183
124,19,0.84514475,0.9294001
125,19,0.8430648,0.928473
126,19,0.8425714,0.9314601
127,19,0.8442197,0.9480936
128,19,0.81467885,0.94023645
129,19,0.8162624,0.9447271
130,19,0.82582223,0.94230545
131,19,0.8152316,0.9508728
132,19,0.9072682,0.9567884
133,19,0.8379199,0.96247226
134,19,0.84552157,0.9652383
135,19,0.847772,0.94951504
136,19,0.8558847,0.9402625
137,19,0.84846795,0.9345697
138,19,0.85646075,0.9365926
139,19,0.85009784,0.9353415
140,19,0.84719056,0.9245287
141,19,0.84678954,0.933817
142,19,0.8255912,0.9285137
143,19,0.82072496,0.9304536
144,19,0.8669952,0.9361865
145,19,0.8509002,0.93147486
146,19,0.84947765,0.92985547
147,19,0.8547772,0.93186206
148,19,0.8317828,0.93050355
149,19,0.82616425,0.9317498
150,19,0.8457507,0.9311654
151,19,0.84354097,0.9332409
152,19,0.85906744,0.9360771
153,19,0.8364526,0.9212424
154,19,0.8204566,0.9159239
155,19,0.8417063,0.92944497
156,19,0.855889,0.9561575
157,19,0.8608351,0.95718116
158,19,0.85984164,0.9502741
159,19,0.8595995,0.94474906
160,19,0.8728752,0.93640935
161,19,0.85543025,0.94219905
162,19,0.8544027,0.93840325
163,19,0.84482443,0.93379563
164,19,0.8475007,0.9256493
165,19,0.83702624,0.93197155
166,19,0.8284768,0.92936575
167,19,0.8070593,0.92834014
168,19,0.86206686,0.934214
169,19,0.85401744,0.9315821
170,19,0.84128,0.93441266
171,19,0.8416724,0.9315394
172,19,0.8386822,0.9318678
173,19,0.8401025,0.9315947
174,19,0.839462,0.933323
175,19,0.8400156,0.9454144
176,19,0.8357166,0.93493795
177,19,0.8230346,0.9335454
178,19,0.8341778,0.9348429
179,19,0.82549095,0.93510836
180,19,0.834678,0.9370019
181,19,0.8452959,0.9415597
182,19,0.8451211,0.9342473
183,19,0.8600027,0.92859113
184,19,0.85300654,0.9293562
185,19,0.83634996,0.9333006
186,19,0.8444289,0.92814696
187,19,0.83769834,0.9295915
188,19,0.8343851,0.93411064
189,19,0.8309747,0.93039286
190,19,0.82895756,0.9315607
191,19,0.8347502,0.93435633
192,19,0.89931875,0.94303286
193,19,0.8518492,0.97270876
194,19,0.8804692,0.97627383
195,19,0.88992113,0.97151291
196,19,0.87138993,0.96697372
197,19,0.8815133,0.98375684
198,19,0.88954139,0.98347515
199,19,0.84146947,0.94548374
200,19,0.83348018,0.95748252
201,19,0.83612841,0.9831534
202,19,0.90256679,0.96349019
203,19,0.86996645,0.92004538
204,19,0.8739562,0.98953676
205,19,0.89512759,0.9486407
206,19,0.87671357,0.98911995
207,19,0.854554,0.95264965
208,19,0.87451297,0.97102165
209,19,0.87628627,0.93976742
210,19,0.84570611,0.95866996
211,19,0.83818305,0.9984796
212,19,0.83702397,0.96700579
213,19,0.8324219,0.9957884
214,19,0.86635613,1.004475
215,19,0.83170748,0.98767817
216,19,0.89302182,0.98504883
217,19,0.84924972,1.00197577
218,19,0.82404709,0.98146284
219,19,0.85166723,0.95838577
220,19,0.83079845,0.94655943
221,19,0.86783361,0.94869298
222,19,0.85531378,0.99576175
223,19,0.85773993,0.98018885
224,19,0.89112788,0.95326549
225,19,0.90708756,0.9594813
226,19,0.8827855,0.98202825
227,19,0.86094761,0.94553542
228,19,0.84547633,0.95867276
229,19,0.86495137,0.95402467
230,19,0.8595317,0.94499791
231,19,0.87376922,0.98523521
232,19,0.86013532,0.94616979
233,19,0.86707217,0.95828658
234,19,0.84700108,0.95065254
235,19,0.88075441,1.03307986
236,19,0.84667379,0.98708659
237,19,0.84732693,0.94794673
238,19,0.84016728,0.98212951
239,19,0.83122784,0.76388985
0,24,0.92189676,0.9400522
1,24,0.9114526,0.94709027
2,24,0.9260416,0.94290245
3,24,0.9231116,0.94474375
4,24,0.92198306,0.9437807
5,24,0.9196375,0.9366644
6,24,0.92106545,0.93981254
7,24,0.8855939,0.94573486
8,24,0.8842929,0.9404627
9,24,0.89768535,0.9438427
10,24,0.9183446,0.93391055
11,24,0.9341794,0.9329939
12,24,0.9645321,0.96792614
13,24,0.93747175,0.9782303
14,24,0.93614197,0.9813224
15,24,0.93152344,0.9691148
16,24,0.92454004,0.96348715
17,24,0.93935364,0.9682983
18,24,0.92843467,0.967367
19,24,0.9277784,0.95513535
20,24,0.9603859,0.9548286
21,24,0.9347914,0.95078313
22,24,0.91711617,0.96261966
23,24,0.91655624,0.9520502
24,24,0.9726569,0.9407059
25,24,0.9627398,0.9396164
26,24,0.96257937,0.9527572
27,24,0.97045386,0.9411643
28,24,0.9594324,0.93974465
29,24,0.9777236,0.93660086
30,24,0.95257664,0.94434536
31,24,0.88724536,0.9628495
32,24,0.9181101,0.9576912
33,24,0.89733905,0.9680659
34,24,0.89367807,0.9983295
35,24,0.9038826,0.93546325
36,24,0.9429582,0.9562608
37,24,0.9307682,0.9600042
38,24,0.96093255,0.96665984
39,24,0.9539922,0.9685973
40,24,0.9430621,0.9688319
41,24,0.9528696,0.9717665
42,24,0.94328576,0.9660083
43,24,0.9507123,0.9656927
44,24,0.95735824,0.9620205
45,24,0.92865485,0.9510725
46,24,0.91545737,0.9499381
47,24,0.9092318,0.95778227
48,24,0.9529847,0.93875676
49,24,0.95889616,0.93516386
50,24,0.94603175,0.93859786
51,24,0.94173515,0.9435027
52,24,0.93486965,0.9406074
53,24,0.9355596,0.9348093
54,24,0.93921167,0.9425367
55,24,0.933871,0.9694929
56,24,0.93512475,0.96215165
57,24,0.9242818,0.9481136
58,24,0.9465083,0.9564247
59,24,0.923391,0.95428973
60,24,0.9554105,0.9681681
61,24,0.9735096,0.95045453
62,24,0.94200313,0.96147525
63,24,0.94012654,0.9681139
64,24,0.948746,0.9684683
65,24,0.9496072,0.9614949
66,24,0.941164,0.95831454
67,24,0.91954726,0.9520217
68,24,0.9260254,0.9564804
69,24,0.91780436,0.9542841
70,24,0.9058735,0.96278125
71,24,0.91026103,0.95621663
72,24,0.92921096,0.9550764
73,24,0.9436285,0.9450428
74,24,0.95472795,0.9435035
75,24,0.9536293,0.9416176
76,24,0.97250813,0.94569796
77,24,0.9663019,0.9518884
78,24,0.9527384,0.9457091
79,24,0.9108578,0.9623796
80,24,0.9171441,0.9722082
81,24,0.9414733,0.98002815
82,24,0.94222146,0.95745623
83,24,0.9311546,0.9534502
84,24,0.9575139,0.9642232
85,24,0.98560905,0.96037734
86,24,0.96134865,0.96929836
87,24,0.97280055,0.9539436
88,24,0.9550725,0.9583248
89,24,0.9706499,0.9485033
90,24,0.9625527,0.9500672
91,24,0.95063466,0.9450917
92,24,0.9350494,0.9374323
93,24,0.94965684,0.9627606
94,24,0.9372778,0.9572757
95,24,0.9369075,0.9532447
96,24,0.95587647,0.9461907
97,24,0.9520429,0.9465319
98,24,0.9405961,0.95132685
99,24,0.93836087,0.9433233
100,24,0.94819653,0.9341599
101,24,0.9485351,0.9473113
102,24,0.94939536,0.9427687
103,24,0.9216383,0.96086013
104,24,0.92109793,0.963673
105,24,0.9158894,0.9750079
106,24,0.9354696,0.9652497
107,24,0.94904566,0.9832705
108,24,0.9651815,0.99523985
109,24,0.982483,0.9880581
110,24,1.002973,0.9799096
111,24,0.9648234,0.9476941
112,24,0.9439891,0.97501993
113,24,0.94550323,0.96919936
114,24,0.94976664,0.95992947
115,24,0.9641156,0.9632497
116,24,0.9419571,0.9551385
117,24,0.94553745,0.9505869
118,24,0.9251401,0.957168
119,24,0.9315484,0.9580695
120,24,0.9379333,0.93428147
121,24,0.9287093,0.93649197
122,24,0.93341225,0.93111104
123,24,0.9237868,0.9315341
124,24,0.9307049,0.92818385
125,24,0.93806285,0.9251486
126,24,0.92130387,0.9271604
127,24,0.8856764,0.95620596
128,24,0.88265866,0.9481227
129,24,0.90508556,0.9339188
130,24,0.8840476,0.9325617
131,24,0.8839089,0.9220355
132,24,0.93515474,0.92161214
133,24,0.8738044,0.95087874
134,24,0.8902067,0.95164406
135,24,0.8881342,0.88516694
136,24,0.85299844,0.93854475
137,24,0.90357316,0.9623448
138,24,0.8899086,0.9309152
139,24,0.9457623,0.9271554
140,24,0.879933,0.9417343
141,24,0.89004743,0.9389986
142,24,0.8959702,0.9240691
143,24,0.8836342,0.9247972
144,24,0.9580823,0.9388019
145,24,0.93628806,0.94357556
146,24,0.9297801,0.9420395
147,24,0.9227174,0.9348714
148,24,0.9233475,0.93287927
149,24,0.9107429,0.93478334
150,24,0.90469944,0.94193923
