time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.636,0.067,0.067,0.363,0,0,0
1,0.637,0.053,0.12,0.363,0,0,0
2,0.64,0.002,0.121,0.363,0,0,0
3,0.636,0.061,0.182,0.363,0,0,0
4,0.635,0.051,0.234,0.361,0,0,0
5,0.638,0.127,0.359,0.363,0,0,0
6,0.635,0.034,0.394,0.36,0,0,0
7,0.639,0.072,0.467,0.361,0,0,1
8,0.639,0.654,1.123,0.361,0,0,1
9,0.64,0.099,1.222,0.362,0,0,1
10,0.638,0.11,1.326,0.363,0,0,1
11,0.637,0.061,1.393,0.362,0,0,1
12,0.635,0.661,2.041,0.361,0,0,1
13,0.639,0.024,2.082,0.362,0,0,1
14,0.641,0.006,2.076,0.36,0,0,1
15,0.639,0.085,2.158,0.362,0,0,1
16,0.639,0.017,2.185,0.363,0,0,1
17,0.636,0.1,2.284,0.361,0,0,1
18,0.638,0.028,2.32,0.361,0,0,1
19,0.636,0.102,2.424,0.363,0,0,1
20,0.636,0.098,2.503,0.36,0,0,1
21,0.64,0.068,2.577,0.36,0,0,1
22,0.637,0.116,2.704,0.362,0,0,0
23,0.638,0.063,2.772,0.363,0,0,0
24,0.637,0.022,0.022,0.363,0,0,0
25,0.636,0.113,0.135,0.362,0,0,0
26,0.635,0.162,0.297,0.361,0,0,0
27,0.637,0.095,0.391,0.36,0,0,0
28,0.636,0.101,0.494,0.36,0,0,0
29,0.638,0.15,0.644,0.36,0,0,0
30,0.635,0.096,0.74,0.361,0,0,0
31,0.638,0.043,0.783,0.363,0,0,1
32,0.639,0.958,1.733,0.362,0,0,1
33,0.639,0.042,1.782,0.361,0,0,1
34,0.64,0.117,1.897,0.363,0,0,1
35,0.638,0.016,1.916,0.363,0,0,1
36,0.635,0.073,1.984,0.36,0,0,1
37,0.64,0.072,2.06,0.363,0,0,1
38,0.635,0.129,2.199,0.362,0,0,1
39,0.639,0.047,2.235,0.36,0,0,1
40,0.636,0.002,2.231,0.361,0,0,1
41,0.639,0.096,2.348,0.362,0,0,1
42,0.639,0.033,2.375,0.361,0,0,1
43,0.636,0.059,2.433,0.362,0,0,1
44,0.64,0.135,2.565,0.361,0,0,1
45,0.64,0.035,2.592,0.36,0,0,1
46,0.64,0.044,2.655,0.36,0,0,0
47,0.637,0.099,2.732,0.363,0,0,0
48,0.635,0.022,0.022,0.363,0,0,0
49,0.64,0.13,0.152,0.36,0,0,0
50,0.638,0.089,0.241,0.362,0,0,0
51,0.637,0.019,0.261,0.362,0,0,0
52,0.636,0.119,0.381,0.362,0,0,0
53,0.635,0.057,0.435,0.36,0,0,0
54,0.64,0.11,0.546,0.363,0,0,0
55,0.64,0.034,0.583,0.361,0,0,1
56,0.634,0.078,0.657,0.361,0,0,1
57,0.639,0.002,0.664,0.36,0,0,1
58,0.638,0.065,0.728,0.362,0,0,1
59,0.636,0.13,0.859,0.362,0,0,1
60,0.636,0.022,0.874,0.361,0,0,1
61,0.636,0.129,1.012,0.362,0,0,1
62,0.639,0.078,1.084,0.36,0,0,1
63,0.635,0.026,1.111,0.359,0,0,1
64,0.638,0.639,1.757,0.36,0,0,1
65,0.635,0.003,1.758,0.363,0,0,1
66,0.635,0.016,1.772,0.362,0,0,1
67,0.639,0.098,1.876,0.361,0,0,1
68,0.64,0.65,2.52,0.361,0,0,1
69,0.634,0.106,2.625,0.361,0,0,1
70,0.639,0.089,2.702,0.361,0,0,0
71,0.635,0.05,2.765,0.361,0,0,0
72,0.64,0.243,0.243,0.36,0,1,0
73,0.634,0.195,0.438,0.36,0,1,0
74,0.634,0.06,0.501,0.362,0,1,0
75,0.636,0.126,0.627,0.363,0,1,0
76,0.634,0.03,0.658,0.361,0,1,0
77,0.634,0.196,0.853,0.362,0,1,0
78,0.635,0.23,1.087,0.363,0,1,0
79,0.635,0.052,1.131,0.363,0,1,1
80,0.637,0.055,1.195,0.363,0,1,1
81,0.637,0.046,1.237,0.362,0,1,1
