time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,3.339,1.637,1.636,3.044,0,0,0
1,3.325,0.27,1.908,3.04,0,0,0
2,3.341,0.059,1.979,3.057,0,0,0
3,3.332,0.16,2.122,3.052,0,0,0
4,3.342,0.084,2.206,3.05,0,0,0
5,3.346,0.411,2.63,3.051,0,0,0
6,3.346,0.124,2.741,3.035,0,0,0
7,3.326,0.36,3.103,3.037,0,0,1
8,3.34,0.18,3.274,3.063,0,0,1
9,3.332,0.431,3.704,3.038,0,0,1
10,3.332,1.652,5.369,3.054,0,0,1
11,3.339,0.255,5.648,3.064,0,0,1
12,3.344,3.148,8.778,3.056,0,0,1
13,3.374,0.262,9.014,3.046,0,0,1
14,3.356,0.092,9.168,3.058,0,0,1
15,3.339,0.159,9.282,3.046,0,0,1
16,3.333,0.418,9.734,3.04,0,0,1
17,3.334,0.036,9.72,3.039,0,0,1
18,3.339,0.402,10.192,3.029,0,0,1
19,3.347,0.096,10.232,3.03,0,0,1
20,3.359,1.653,11.888,3.044,0,0,1
21,3.345,0.359,12.308,3.05,0,0,1
22,3.338,1.633,13.874,3.049,0,0,0
23,3.342,0.255,14.191,3.041,0,0,0
24,3.35,0.205,0.206,3.051,0,0,0
25,3.342,0.043,0.249,3.047,0,0,0
26,3.34,0.374,0.62,3.046,0,0,0
27,3.341,0.593,1.219,3.035,0,0,0
28,3.331,0.468,1.68,3.044,0,0,0
29,3.335,2.213,3.917,3.032,0,0,0
30,3.346,0.16,4.066,3.049,0,0,0
31,3.335,0.078,4.145,3.037,0,0,1
32,3.341,0.089,4.219,3.038,0,0,1
33,3.332,2.196,6.435,3.034,0,0,1
34,3.336,0.29,6.706,3.045,0,0,1
35,3.347,0.048,6.769,3.051,0,0,1
36,3.318,0.508,7.276,3.053,0,0,1
37,3.34,0.163,7.436,3.051,0,0,1
38,3.339,0.052,7.484,3.052,0,0,1
39,3.318,0.47,7.975,3.042,0,0,1
40,3.315,0.221,8.15,3.057,0,0,1
41,3.341,0.159,8.358,3.029,0,0,1
42,3.345,2.19,10.483,3.052,0,0,1
43,3.323,0.518,11.015,3.05,0,0,1
44,3.341,0.472,11.544,3.034,0,0,1
45,3.334,0.013,11.556,3.037,0,0,1
46,3.322,2.2,13.728,3.051,0,0,0
47,3.327,0.227,13.932,3.035,0,0,0
48,3.336,0.093,0.094,3.064,0,0,0
49,3.325,2.175,2.264,3.05,0,0,0
50,3.327,0.256,2.529,3.052,0,0,0
51,3.347,0.369,2.896,3.056,0,0,0
52,3.345,0.23,3.142,3.035,0,0,0
53,3.327,0.314,3.462,3.046,0,0,0
54,3.319,0.089,3.525,3.063,0,0,0
55,3.345,0.363,3.895,3.037,0,0,1
