time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,2.714,0.618,0.622,2.158,0,0,0
1,2.73,0.421,1.035,2.158,0,0,0
2,2.71,0.546,1.587,2.15,0,0,0
3,2.708,0.643,2.238,2.157,0,0,0
4,2.72,0.721,2.943,2.145,0,0,0
5,2.71,0.697,3.664,2.167,0,0,0
6,2.709,0.18,3.821,2.153,0,0,0
7,2.733,0.123,3.938,2.15,0,0,1
8,2.731,0.032,3.976,2.164,0,0,1
9,2.708,0.155,4.139,2.162,0,0,1
10,2.723,0.802,4.951,2.152,0,0,1
11,2.725,0.819,5.773,2.155,0,0,1
12,2.724,0.576,6.326,2.166,0,0,1
13,2.712,0.322,6.652,2.151,0,0,1
14,2.706,1.0,7.662,2.148,0,0,1
15,2.708,0.1,7.794,2.151,0,0,1
16,2.721,0.0,7.742,2.159,0,0,1
17,2.721,0.9,8.686,2.168,0,0,1
18,2.731,0.435,9.15,2.145,0,0,1
19,2.712,1.013,10.157,2.151,0,0,1
20,2.715,0.951,11.102,2.148,0,0,1
21,2.715,0.396,11.446,2.148,0,0,1
22,2.711,1.037,12.56,2.15,0,0,0
23,2.708,0.516,12.986,2.149,0,0,0
24,2.728,0.388,0.388,2.165,0,0,0
25,2.716,0.272,0.663,2.165,0,0,0
26,2.723,0.732,1.394,2.167,0,0,0
27,2.728,0.643,2.046,2.149,0,0,0
28,2.724,0.593,2.625,2.163,0,0,0
29,2.73,0.625,3.276,2.153,0,0,0
30,2.733,0.19,3.457,2.151,0,0,0
31,2.709,0.471,3.92,2.151,0,0,1
32,2.724,0.154,4.093,2.146,0,0,1
33,2.721,0.03,4.087,2.157,0,0,1
34,2.731,0.441,4.557,2.16,0,0,1
35,2.705,0.3,4.862,2.166,0,0,1
36,2.734,0.151,5.006,2.159,0,0,1
37,2.716,0.562,5.575,2.153,0,0,1
38,2.732,0.336,5.868,2.165,0,0,1
39,2.725,4.463,10.312,2.148,0,0,1
40,2.726,0.323,10.712,2.164,0,0,1
41,2.713,0.367,11.032,2.165,0,0,1
42,2.724,0.567,11.613,2.155,0,0,1
43,2.73,0.067,11.655,2.164,0,0,1
44,2.733,0.445,12.159,2.153,0,0,1
45,2.723,0.042,12.117,2.147,0,0,1
46,2.709,0.591,12.73,2.148,0,0,0
47,2.732,0.333,13.111,2.154,0,0,0
48,2.71,0.066,0.066,2.148,0,0,0
49,2.731,0.559,0.627,2.151,0,0,0
50,2.714,0.709,1.341,2.163,0,0,0
51,2.73,0.411,1.74,2.15,0,0,0
52,2.72,0.585,2.332,2.149,0,0,0
53,2.714,0.598,2.931,2.166,0,0,0
54,2.724,0.622,3.543,2.149,0,0,0
55,2.716,0.839,4.394,2.16,0,0,1
56,2.726,0.153,4.561,2.161,0,0,1
