time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.151,0.204,0.06,0.06,0,0,0
1,0.15,0.205,0.052,0.112,0,0,0
2,0.151,0.206,0.05,0.162,0,0,0
3,0.151,0.205,0.059,0.221,0,0,0
4,0.15,0.204,0.005,0.227,0,0,0
5,0.151,0.205,0.009,0.236,0,0,0
6,0.151,0.205,0.013,0.248,0,0,0
7,0.15,0.205,0.044,0.292,0,0,1
8,0.15,0.205,0.04,0.333,0,0,1
9,0.151,0.205,0.014,0.346,0,0,1
10,0.151,0.206,0.031,0.379,0,0,1
11,0.15,0.206,0.061,0.441,0,0,1
12,0.151,0.206,0.018,0.458,0,0,1
13,0.151,0.205,0.005,0.464,0,0,1
14,0.15,0.204,0.046,0.511,0,0,1
15,0.15,0.205,0.052,0.559,0,0,1
16,0.15,0.205,0.031,0.592,0,0,1
17,0.151,0.204,0.046,0.637,0,0,1
18,0.151,0.204,0.049,0.689,0,0,1
19,0.15,0.205,0.061,0.746,0,0,1
20,0.151,0.206,0.025,0.771,0,0,1
21,0.15,0.204,0.03,0.802,0,0,1
22,0.151,0.205,0.046,0.852,0,0,0
23,0.15,0.206,0.06,0.911,0,0,0
24,0.151,0.205,0.029,0.029,0,0,0
25,0.15,0.205,0.02,0.05,0,0,0
26,0.151,0.204,0.028,0.078,0,0,0
27,0.15,0.205,0.007,0.084,0,0,0
28,0.15,0.205,0.008,0.092,0,0,0
29,0.15,0.205,0.008,0.1,0,0,0
30,0.15,0.205,0.022,0.123,0,0,0
31,0.151,0.204,0.039,0.162,0,0,1
32,0.15,0.204,0.008,0.17,0,0,1
33,0.15,0.204,0.014,0.185,0,0,1
34,0.151,0.206,0.126,0.311,0,0,1
35,0.151,0.205,0.002,0.315,0,0,1
36,0.15,0.206,0.008,0.322,0,0,1
37,0.15,0.204,0.129,0.45,0,0,1
38,0.15,0.206,0.031,0.48,0,0,1
39,0.15,0.205,0.015,0.497,0,0,1
40,0.151,0.205,0.002,0.497,0,0,1
41,0.151,0.206,0.152,0.654,0,0,1
42,0.15,0.205,0.023,0.677,0,0,1
43,0.15,0.206,0.029,0.704,0,0,1
44,0.151,0.206,0.148,0.848,0,0,1
45,0.15,0.204,0.019,0.872,0,0,1
46,0.15,0.205,0.025,0.892,0,0,0
47,0.15,0.206,0.024,0.917,0,0,0
48,0.15,0.205,0.042,0.042,0,0,0
49,0.151,0.205,0.024,0.066,0,0,0
50,0.151,0.206,0.008,0.073,0,0,0
51,0.151,0.205,0.025,0.098,0,0,0
52,0.151,0.205,0.025,0.124,0,0,0
53,0.151,0.205,0.029,0.153,0,0,0
54,0.151,0.205,0.004,0.157,0,0,0
55,0.151,0.205,0.011,0.167,0,0,1
56,0.151,0.205,0.04,0.208,0,0,1
57,0.151,0.205,0.041,0.249,0,0,1
58,0.151,0.205,0.161,0.41,0,0,1
59,0.15,0.205,0.002,0.414,0,0,1
60,0.151,0.205,0.036,0.447,0,0,1
61,0.15,0.204,0.002,0.451,0,0,1
62,0.15,0.206,0.038,0.488,0,0,1
63,0.15,0.206,0.158,0.645,0,0,1
64,0.151,0.206,0.144,0.789,0,0,1
65,0.15,0.206,0.003,0.795,0,0,1
66,0.15,0.204,0.031,0.826,0,0,1
67,0.15,0.204,0.017,0.846,0,0,1
68,0.15,0.204,0.017,0.858,0,0,1
69,0.151,0.205,0.009,0.868,0,0,1
70,0.15,0.205,0.017,0.892,0,0,0
71,0.151,0.204,0.03,0.921,0,0,0
72,0.15,0.204,0.008,0.009,0,1,0
73,0.151,0.204,0.007,0.016,0,1,0
74,0.15,0.205,0.011,0.026,0,1,0
75,0.15,0.205,0.016,0.043,0,1,0
76,0.15,0.205,0.018,0.061,0,1,0
77,0.151,0.205,0.019,0.08,0,1,0
78,0.15,0.204,0.011,0.091,0,1,0
79,0.15,0.204,0.008,0.099,0,1,1
80,0.15,0.206,0.009,0.109,0,1,1
81,0.15,0.206,0.123,0.232,0,1,1
82,0.151,0.205,0.014,0.246,0,1,1
83,0.151,0.205,0.106,0.353,0,1,1
84,0.15,0.204,0.031,0.383,0,1,1
85,0.151,0.204,0.026,0.41,0,1,1
86,0.151,0.205,0.002,0.414,0,1,1
87,0.15,0.205,0.016,0.429,0,1,1
88,0.15,0.204,0.191,0.62,0,1,1
89,0.15,0.205,0.015,0.634,0,1,1
90,0.151,0.205,0.031,0.662,0,1,1
91,0.15,0.204,0.011,0.677,0,1,1
92,0.15,0.205,0.025,0.699,0,1,1
93,0.15,0.205,0.025,0.724,0,1,1
94,0.15,0.205,0.0,0.73,0,1,0
95,0.15,0.206,0.199,0.925,0,1,0
96,0.15,0.206,0.006,0.006,0,1,0
97,0.151,0.205,0.12,0.126,0,1,0
98,0.15,0.206,0.002,0.129,0,1,0
99,0.15,0.205,0.0,0.128,0,1,0
100,0.15,0.206,0.008,0.137,0,1,0
101,0.151,0.205,0.022,0.16,0,1,0
102,0.151,0.206,0.003,0.162,0,1,0
103,0.15,0.206,0.022,0.183,0,1,1
104,0.151,0.206,0.122,0.307,0,1,1
105,0.15,0.207,0.031,0.339,0,1,1
106,0.15,0.204,0.012,0.35,0,1,1
107,0.15,0.206,0.02,0.37,0,1,1
108,0.15,0.205,0.006,0.377,0,1,1
109,0.151,0.206,0.114,0.49,0,1,1
110,0.151,0.205,0.003,0.494,0,1,1
111,0.151,0.206,0.012,0.503,0,1,1
112,0.151,0.204,0.019,0.524,0,1,1
113,0.151,0.204,0.114,0.637,0,1,1
114,0.151,0.205,0.006,0.645,0,1,1
115,0.151,0.206,0.124,0.771,0,1,1
116,0.151,0.206,0.005,0.777,0,1,1
117,0.15,0.206,0.008,0.782,0,1,1
118,0.15,0.206,0.129,0.908,0,1,0
119,0.151,0.205,0.011,0.922,0,1,0
120,0.15,0.207,0.007,0.007,0,0,0
121,0.15,0.206,0.008,0.016,0,0,0
122,0.15,0.206,0.009,0.025,0,0,0
123,0.15,0.205,0.011,0.035,0,0,0
124,0.15,0.205,0.011,0.046,0,0,0
125,0.151,0.206,0.014,0.06,0,0,0
126,0.15,0.204,0.014,0.075,0,0,0
127,0.151,0.205,0.012,0.086,0,0,1
128,0.15,0.205,0.001,0.087,0,0,1
129,0.15,0.206,0.055,0.142,0,0,1
130,0.151,0.206,0.009,0.151,0,0,1
131,0.151,0.206,0.054,0.205,0,0,1
132,0.15,0.207,0.054,0.259,0,0,1
133,0.149,0.207,0.001,0.261,0,0,1
134,0.15,0.207,0.094,0.355,0,0,1
135,0.151,0.207,0.004,0.36,0,0,1
136,0.15,0.205,0.009,0.367,0,0,1
137,0.151,0.208,0.136,0.503,0,0,1
138,0.151,0.206,0.097,0.601,0,0,1
139,0.15,0.206,0.007,0.607,0,0,1
140,0.151,0.207,0.09,0.7,0,0,1
141,0.151,0.207,0.014,0.712,0,0,1
142,0.151,0.207,0.097,0.808,0,0,0
143,0.151,0.208,0.16,0.964,0,0,0
144,0.151,0.209,0.035,0.036,0,0,0
145,0.15,0.209,0.031,0.067,0,0,0
146,0.151,0.208,0.008,0.075,0,0,0
147,0.151,0.208,0.008,0.083,0,0,0
148,0.151,0.209,0.033,0.117,0,0,0
149,0.151,0.207,0.001,0.118,0,0,0
150,0.151,0.208,0.029,0.147,0,0,0
