time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.169,0.244,0.002,0.002,0,0,0
1,0.169,0.243,0.219,0.223,0,0,0
2,0.169,0.244,0.013,0.236,0,0,0
3,0.169,0.244,0.023,0.259,0,0,0
4,0.168,0.243,0.007,0.265,0,0,0
5,0.169,0.243,0.022,0.287,0,0,0
6,0.169,0.243,0.011,0.3,0,0,0
7,0.17,0.245,0.02,0.319,0,0,1
8,0.169,0.243,0.023,0.341,0,0,1
9,0.169,0.244,0.005,0.348,0,0,1
10,0.17,0.244,0.002,0.35,0,0,1
11,0.17,0.243,0.012,0.362,0,0,1
12,0.169,0.242,0.0,0.362,0,0,1
13,0.17,0.243,0.027,0.39,0,0,1
14,0.17,0.244,0.024,0.413,0,0,1
15,0.17,0.242,0.002,0.417,0,0,1
16,0.169,0.247,0.421,0.833,0,0,1
17,0.17,0.246,0.02,0.859,0,0,1
18,0.17,0.245,0.008,0.863,0,0,1
19,0.17,0.245,0.012,0.88,0,0,1
20,0.17,0.244,0.023,0.895,0,0,1
21,0.17,0.244,0.015,0.912,0,0,1
22,0.169,0.244,0.026,0.938,0,0,0
23,0.169,0.243,0.021,0.96,0,0,0
24,0.17,0.243,0.002,0.002,0,0,0
25,0.171,0.243,0.053,0.055,0,0,0
26,0.169,0.243,0.014,0.07,0,0,0
27,0.17,0.244,0.04,0.109,0,0,0
28,0.17,0.243,0.031,0.14,0,0,0
29,0.17,0.243,0.02,0.16,0,0,0
30,0.17,0.243,0.001,0.161,0,0,0
31,0.171,0.243,0.009,0.17,0,0,1
32,0.171,0.242,0.005,0.176,0,0,1
33,0.17,0.243,0.037,0.211,0,0,1
34,0.17,0.244,0.04,0.251,0,0,1
35,0.17,0.244,0.007,0.258,0,0,1
36,0.169,0.242,0.012,0.273,0,0,1
37,0.169,0.243,0.043,0.314,0,0,1
38,0.17,0.243,0.01,0.324,0,0,1
39,0.169,0.244,0.015,0.341,0,0,1
40,0.17,0.244,0.034,0.376,0,0,1
41,0.169,0.244,0.005,0.379,0,0,1
42,0.169,0.242,0.0,0.38,0,0,1
43,0.169,0.243,0.019,0.398,0,0,1
44,0.169,0.244,0.444,0.845,0,0,1
45,0.169,0.245,0.049,0.895,0,0,1
46,0.169,0.243,0.027,0.917,0,0,0
47,0.17,0.243,0.018,0.943,0,0,0
48,0.17,0.242,0.028,0.028,0,0,0
49,0.17,0.244,0.016,0.044,0,0,0
50,0.17,0.242,0.004,0.049,0,0,0
51,0.169,0.242,0.014,0.063,0,0,0
52,0.169,0.243,0.06,0.123,0,0,0
53,0.169,0.243,0.002,0.125,0,0,0
54,0.169,0.243,0.055,0.18,0,0,0
55,0.169,0.242,0.082,0.264,0,0,1
56,0.17,0.244,0.016,0.28,0,0,1
57,0.169,0.243,0.068,0.346,0,0,1
58,0.169,0.242,0.035,0.383,0,0,1
59,0.17,0.243,0.029,0.409,0,0,1
60,0.169,0.243,0.017,0.43,0,0,1
61,0.17,0.243,0.008,0.438,0,0,1
62,0.169,0.244,0.038,0.475,0,0,1
63,0.17,0.242,0.041,0.515,0,0,1
64,0.169,0.243,0.056,0.574,0,0,1
65,0.171,0.243,0.01,0.581,0,0,1
66,0.17,0.244,0.071,0.654,0,0,1
67,0.17,0.244,0.074,0.732,0,0,1
68,0.169,0.244,0.021,0.75,0,0,1
69,0.169,0.243,0.055,0.806,0,0,1
70,0.17,0.243,0.067,0.872,0,0,0
71,0.169,0.243,0.059,0.935,0,0,0
72,0.169,0.244,0.032,0.032,0,1,0
73,0.17,0.243,0.01,0.042,0,1,0
74,0.17,0.243,0.009,0.05,0,1,0
75,0.169,0.243,0.002,0.053,0,1,0
76,0.17,0.244,0.041,0.095,0,1,0
77,0.17,0.244,0.004,0.098,0,1,0
78,0.169,0.243,0.038,0.136,0,1,0
79,0.169,0.243,0.02,0.157,0,1,1
80,0.17,0.244,0.042,0.198,0,1,1
81,0.169,0.244,0.013,0.213,0,1,1
82,0.17,0.244,0.002,0.215,0,1,1
83,0.17,0.242,0.043,0.257,0,1,1
84,0.17,0.244,0.008,0.265,0,1,1
85,0.17,0.242,0.023,0.291,0,1,1
86,0.169,0.242,0.047,0.338,0,1,1
87,0.17,0.244,0.04,0.379,0,1,1
88,0.17,0.244,0.002,0.38,0,1,1
89,0.169,0.244,0.027,0.408,0,1,1
90,0.169,0.244,0.006,0.413,0,1,1
91,0.169,0.244,0.037,0.452,0,1,1
92,0.169,0.243,0.03,0.48,0,1,1
93,0.17,0.244,0.047,0.529,0,1,1
94,0.17,0.243,0.023,0.55,0,1,0
95,0.169,0.245,0.392,0.945,0,1,0
96,0.169,0.243,0.049,0.049,0,1,0
97,0.17,0.244,0.031,0.08,0,1,0
98,0.17,0.244,0.002,0.083,0,1,0
99,0.17,0.244,0.003,0.086,0,1,0
100,0.17,0.243,0.055,0.141,0,1,0
101,0.169,0.245,0.066,0.208,0,1,0
102,0.17,0.244,0.083,0.291,0,1,0
103,0.17,0.244,0.026,0.316,0,1,1
104,0.169,0.245,0.048,0.364,0,1,1
105,0.168,0.244,0.017,0.38,0,1,1
106,0.169,0.244,0.088,0.466,0,1,1
107,0.169,0.244,0.027,0.496,0,1,1
108,0.169,0.244,0.082,0.577,0,1,1
109,0.168,0.244,0.016,0.593,0,1,1
110,0.169,0.245,0.073,0.669,0,1,1
111,0.169,0.244,0.008,0.677,0,1,1
112,0.17,0.244,0.014,0.689,0,1,1
113,0.17,0.244,0.044,0.73,0,1,1
114,0.17,0.244,0.01,0.743,0,1,1
115,0.169,0.245,0.068,0.809,0,1,1
116,0.168,0.245,0.028,0.834,0,1,1
117,0.169,0.245,0.064,0.903,0,1,1
118,0.169,0.244,0.006,0.908,0,1,0
119,0.169,0.243,0.023,0.932,0,1,0
120,0.168,0.244,0.02,0.02,0,0,0
121,0.17,0.245,0.011,0.031,0,0,0
122,0.168,0.245,0.015,0.046,0,0,0
123,0.169,0.245,0.01,0.056,0,0,0
124,0.17,0.245,0.014,0.07,0,0,0
125,0.169,0.244,0.002,0.072,0,0,0
126,0.169,0.245,0.01,0.082,0,0,0
127,0.169,0.244,0.02,0.103,0,0,1
128,0.169,0.244,0.226,0.328,0,0,1
129,0.169,0.245,0.019,0.348,0,0,1
130,0.17,0.246,0.237,0.588,0,0,1
131,0.169,0.247,0.003,0.587,0,0,1
132,0.17,0.245,0.002,0.593,0,0,1
133,0.17,0.244,0.016,0.606,0,0,1
134,0.17,0.244,0.013,0.621,0,0,1
135,0.169,0.244,0.009,0.627,0,0,1
136,0.17,0.246,0.007,0.638,0,0,1
137,0.169,0.246,0.026,0.659,0,0,1
138,0.169,0.245,0.016,0.676,0,0,1
139,0.169,0.246,0.006,0.683,0,0,1
140,0.169,0.246,0.012,0.694,0,0,1
141,0.169,0.246,0.228,0.929,0,0,1
142,0.169,0.245,0.013,0.94,0,0,0
143,0.17,0.247,0.021,0.957,0,0,0
144,0.169,0.245,0.004,0.004,0,0,0
145,0.169,0.246,0.0,0.004,0,0,0
146,0.169,0.246,0.02,0.024,0,0,0
147,0.169,0.246,0.004,0.028,0,0,0
148,0.169,0.247,0.022,0.05,0,0,0
149,0.17,0.246,0.014,0.063,0,0,0
150,0.169,0.247,0.023,0.087,0,0,0
151,0.17,0.245,0.008,0.095,0,0,1
152,0.169,0.245,0.008,0.104,0,0,1
153,0.169,0.246,0.013,0.116,0,0,1
154,0.169,0.247,0.233,0.353,0,0,1
155,0.17,0.248,0.016,0.367,0,0,1
156,0.169,0.247,0.236,0.606,0,0,1
157,0.17,0.249,0.005,0.608,0,0,1
158,0.169,0.247,0.022,0.633,0,0,1
159,0.169,0.248,0.006,0.639,0,0,1
160,0.17,0.247,0.024,0.663,0,0,1
161,0.169,0.249,0.003,0.663,0,0,1
162,0.169,0.248,0.016,0.679,0,0,1
163,0.17,0.249,0.241,0.926,0,0,1
164,0.169,0.248,0.0,0.918,0,0,1
165,0.169,0.249,0.007,0.928,0,0,1
166,0.17,0.25,0.009,0.94,0,0,0
167,0.168,0.249,0.019,0.953,0,0,0
168,0.169,0.25,0.122,0.122,1,0,0
169,0.169,0.251,0.007,0.13,1,0,0
170,0.169,0.25,0.009,0.138,1,0,0
171,0.169,0.249,0.012,0.151,1,0,0
172,0.17,0.249,0.004,0.153,1,0,0
173,0.17,0.249,0.004,0.159,1,0,0
174,0.168,0.249,0.003,0.162,1,0,0
175,0.168,0.251,0.005,0.167,1,0,1
176,0.169,0.249,0.013,0.18,1,0,1
177,0.17,0.25,0.008,0.188,1,0,1
178,0.169,0.25,0.002,0.191,1,0,1
179,0.168,0.25,0.123,0.313,1,0,1
180,0.17,0.249,0.013,0.327,1,0,1
181,0.169,0.249,0.004,0.331,1,0,1
182,0.169,0.251,0.003,0.335,1,0,1
183,0.169,0.253,0.215,0.552,1,0,1
184,0.169,0.251,0.003,0.554,1,0,1
185,0.17,0.253,0.007,0.564,1,0,1
186,0.17,0.251,0.0,0.563,1,0,1
187,0.169,0.251,0.004,0.567,1,0,1
188,0.169,0.253,0.116,0.684,1,0,1
189,0.169,0.252,0.001,0.684,1,0,1
190,0.169,0.253,0.012,0.699,1,0,0
191,0.169,0.254,0.305,0.998,1,0,0
192,0.171,0.254,0.019,0.019,1,0,0
193,0.17,0.253,0.0,0.019,1,0,0
194,0.172,0.251,0.021,0.041,1,0,0
195,0.172,0.252,0.001,0.041,1,0,0
196,0.172,0.252,0.0,0.042,1,0,0
197,0.172,0.25,0.001,0.043,1,0,0
198,0.171,0.25,0.001,0.045,1,0,0
199,0.171,0.253,0.036,0.081,1,0,1
200,0.171,0.251,0.0,0.081,1,0,1
201,0.17,0.254,0.063,0.144,1,0,1
202,0.171,0.258,0.128,0.274,1,0,1
203,0.172,0.263,0.108,0.383,1,0,1
204,0.172,0.269,0.176,0.557,1,0,1
205,0.174,0.273,0.108,0.667,1,0,1
206,0.176,0.27,0.086,0.749,1,0,1
207,0.178,0.271,0.118,0.873,1,0,1
208,0.178,0.269,0.087,0.954,1,0,1
209,0.179,0.269,0.098,1.053,1,0,1
210,0.182,0.27,0.076,1.128,1,0,1
211,0.183,0.266,0.108,1.242,1,0,1
212,0.185,0.267,0.146,1.391,1,0,1
213,0.186,0.27,0.161,1.554,1,0,1
214,0.187,0.271,0.153,1.702,1,0,0
215,0.188,0.268,0.108,1.8,1,0,0
216,0.19,0.264,0.032,0.032,1,0,0
217,0.19,0.259,0.018,0.05,1,0,0
218,0.191,0.259,0.001,0.051,1,0,0
219,0.189,0.259,0.001,0.052,1,0,0
220,0.19,0.257,0.002,0.053,1,0,0
221,0.189,0.259,0.018,0.071,1,0,0
222,0.19,0.261,0.045,0.116,1,0,0
223,0.19,0.264,0.098,0.215,1,0,1
224,0.187,0.265,0.09,0.304,1,0,1
225,0.182,0.264,0.07,0.376,1,0,1
226,0.18,0.266,0.115,0.49,1,0,1
227,0.182,0.263,0.059,0.55,1,0,1
228,0.181,0.26,0.08,0.627,1,0,1
229,0.182,0.262,0.08,0.708,1,0,1
230,0.182,0.262,0.107,0.818,1,0,1
231,0.184,0.264,0.107,0.924,1,0,1
232,0.183,0.263,0.08,1.004,1,0,1
233,0.18,0.266,0.098,1.1,1,0,1
234,0.18,0.265,0.098,1.203,1,0,1
235,0.183,0.264,0.088,1.289,1,0,1
236,0.185,0.271,0.221,1.506,1,0,1
237,0.186,0.271,0.147,1.659,1,0,1
238,0.188,0.275,0.204,1.868,1,0,0
239,0.19,0.27,0.139,2.002,1,0,0
