time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.129,0.179,0.021,0.022,0,0,0
1,0.129,0.178,0.012,0.034,0,0,0
2,0.128,0.179,0.049,0.083,0,0,0
3,0.128,0.177,0.019,0.102,0,0,0
4,0.128,0.179,0.035,0.137,0,0,0
5,0.128,0.177,0.016,0.153,0,0,0
6,0.128,0.178,0.029,0.182,0,0,0
7,0.128,0.179,0.013,0.196,0,0,1
8,0.129,0.178,0.012,0.207,0,0,1
9,0.128,0.179,0.045,0.253,0,0,1
10,0.129,0.179,0.005,0.258,0,0,1
11,0.128,0.178,0.051,0.307,0,0,1
12,0.129,0.178,0.003,0.313,0,0,1
13,0.128,0.177,0.046,0.357,0,0,1
14,0.129,0.177,0.014,0.371,0,0,1
15,0.128,0.178,0.03,0.401,0,0,1
16,0.129,0.178,0.05,0.451,0,0,1
17,0.129,0.177,0.037,0.493,0,0,1
18,0.128,0.179,0.028,0.518,0,0,1
19,0.128,0.178,0.267,0.788,0,0,1
20,0.129,0.178,0.014,0.802,0,0,1
21,0.128,0.177,0.045,0.844,0,0,1
22,0.128,0.178,0.045,0.892,0,0,0
23,0.128,0.177,0.021,0.907,0,0,0
24,0.128,0.178,0.013,0.013,0,0,0
25,0.129,0.179,0.065,0.078,0,0,0
26,0.128,0.179,0.014,0.093,0,0,0
27,0.128,0.177,0.054,0.147,0,0,0
28,0.128,0.177,0.069,0.216,0,0,0
29,0.128,0.178,0.051,0.268,0,0,0
30,0.128,0.178,0.04,0.309,0,0,0
31,0.128,0.178,0.002,0.308,0,0,1
32,0.128,0.177,0.003,0.312,0,0,1
33,0.128,0.178,0.031,0.341,0,0,1
34,0.128,0.178,0.037,0.38,0,0,1
35,0.128,0.178,0.006,0.386,0,0,1
36,0.129,0.177,0.069,0.458,0,0,1
37,0.128,0.179,0.035,0.493,0,0,1
38,0.129,0.177,0.02,0.511,0,0,1
39,0.129,0.178,0.063,0.576,0,0,1
40,0.128,0.178,0.051,0.627,0,0,1
41,0.128,0.179,0.046,0.672,0,0,1
42,0.129,0.177,0.046,0.717,0,0,1
43,0.129,0.178,0.055,0.772,0,0,1
44,0.128,0.178,0.018,0.79,0,0,1
