time,route_id,SortingCneter_time
0,12,1.0467862
1,12,1.0074898
2,12,1.0014837
3,12,0.9905659
4,12,0.9893311
5,12,0.9806224
6,12,0.9655398
7,12,1.0092965
8,12,1.0084101
9,12,0.9939109
10,12,0.98208344
11,12,0.9739919
12,12,1.0051897
13,12,0.9913392
14,12,0.9957075
15,12,0.98537445
16,12,0.9847144
17,12,0.9851409
18,12,0.97614944
19,12,0.9736277
20,12,0.9699087
21,12,0.9564436
22,12,0.9678562
23,12,0.9744999
24,12,1.0609105
25,12,1.0618762
26,12,1.0720541
27,12,1.0236053
28,12,0.99122846
29,12,0.97745293
30,12,0.9829084
31,12,1.0287235
32,12,1.0038605
33,12,1.0132859
34,12,0.9829532
35,12,0.97913516
36,12,0.98724335
37,12,1.0069588
38,12,1.0104644
39,12,0.9935869
40,12,0.99816495
41,12,0.97594243
42,12,0.9787288
43,12,0.97388095
44,12,0.971615
45,12,0.97925794
46,12,0.9764803
47,12,0.9722966
48,12,1.0221232
49,12,1.0366262
50,12,1.0375178
51,12,1.0126642
52,12,1.0012915
53,12,0.98004264
54,12,0.96998024
55,12,1.0195837
56,12,1.0205324
57,12,1.0268329
58,12,0.97593534
59,12,0.96493244
60,12,1.0037329
61,12,1.0019332
62,12,1.0075077
63,12,0.98582506
64,12,1.0164431
65,12,0.9840044
66,12,0.9843314
67,12,0.9862374
68,12,0.9781128
69,12,0.97641534
70,12,0.9659036
71,12,0.9621247
72,12,1.0097091
73,12,1.001106
74,12,0.99773896
75,12,0.9842887
76,12,0.9789697
77,12,0.98483974
78,12,0.96950644
79,12,0.99650574
80,12,0.9828125
81,12,0.9765299
82,12,0.9750062
83,12,0.9896364
84,12,1.0173829
85,12,1.0115556
86,12,1.0161803
87,12,1.0070744
88,12,1.005042
89,12,1.0066198
90,12,0.9955069
91,12,0.9934505
92,12,0.9784811
93,12,0.9738968
94,12,0.96578866
95,12,0.9722619
96,12,1.0484648
97,12,1.0266155
98,12,1.0226467
99,12,1.0021176
100,12,0.9995569
101,12,0.98845446
102,12,0.9733273
103,12,0.9975923
104,12,1.0113089
105,12,0.9653392
106,12,0.9622706
107,12,0.97817194
108,12,0.99999636
109,12,1.0130479
110,12,1.0039078
111,12,1.0003698
112,12,0.99227774
113,12,0.9869521
114,12,0.9873598
115,12,0.9712927
116,12,0.96881914
117,12,0.9591624
118,12,0.95939636
119,12,0.95747983
120,12,1.0404165
121,12,1.0233343
122,12,1.047183
123,12,1.0092348
124,12,1.0552471
125,12,1.0284464
126,12,1.0020188
127,12,0.99234486
128,12,1.0306886
129,12,1.0192912
130,12,1.0323842
131,12,0.99796736
132,12,1.0265706
133,12,1.0154473
134,12,1.0030113
135,12,1.0576456
136,12,1.0008229
137,12,0.9947809
138,12,0.99638784
139,12,1.0006979
140,12,0.9832622
141,12,0.978782
142,12,0.96917284
143,12,0.9641794
144,12,1.0536069
145,12,1.0637543
146,12,1.1129268
147,12,1.1039579
148,12,1.1116896
149,12,1.1021985
150,12,1.0995941
151,12,1.1740263
152,12,1.1567147
153,12,1.1410505
154,12,1.1349485
155,12,1.0152528
156,12,1.0152298
157,12,1.0033295
158,12,0.9980606
159,12,1.0190896
160,12,1.0100701
161,12,0.9999305
162,12,0.9973704
163,12,0.99796534
164,12,0.9822798
165,12,0.9669541
166,12,0.9744879
167,12,0.95621216
168,12,0.9852626
169,12,0.9905698
170,12,0.99302864
171,12,0.9964941
172,12,0.9879445
173,12,0.9743455
174,12,0.9634177
