time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,2.342,0.24,0.239,1.278,0,0,0
1,2.324,0.04,0.279,1.287,0,0,0
2,2.338,0.306,0.585,1.283,0,0,0
3,2.334,0.387,0.967,1.286,0,0,0
4,2.324,0.289,1.264,1.28,0,0,0
5,2.326,0.189,1.444,1.285,0,0,0
6,2.343,0.183,1.626,1.286,0,0,0
7,2.338,0.463,2.1,1.285,0,0,1
8,2.324,0.216,2.322,1.279,0,0,1
9,2.334,0.187,2.504,1.283,0,0,1
10,2.33,0.31,2.822,1.28,0,0,1
11,2.322,0.145,2.948,1.272,0,0,1
12,2.326,3.351,6.282,1.28,0,0,1
13,2.346,0.039,6.329,1.272,0,0,1
14,2.331,0.035,6.402,1.281,0,0,1
15,2.333,0.079,6.467,1.272,0,0,1
16,2.33,0.072,6.539,1.283,0,0,1
17,2.338,0.132,6.624,1.283,0,0,1
18,2.343,0.282,6.947,1.274,0,0,1
19,2.324,0.397,7.371,1.277,0,0,1
20,2.326,0.112,7.421,1.278,0,0,1
21,2.336,0.49,7.934,1.284,0,0,1
22,2.341,0.048,7.987,1.281,0,0,0
23,2.322,0.276,8.286,1.283,0,0,0
24,2.331,0.052,0.052,1.278,0,0,0
25,2.33,0.253,0.307,1.278,0,0,0
26,2.326,0.219,0.523,1.276,0,0,0
27,2.337,0.054,0.582,1.284,0,0,0
28,2.33,0.207,0.788,1.28,0,0,0
29,2.34,0.136,0.92,1.28,0,0,0
30,2.329,0.12,1.044,1.284,0,0,0
31,2.334,0.178,1.223,1.276,0,0,1
32,2.332,0.158,1.374,1.273,0,0,1
33,2.323,0.307,1.681,1.273,0,0,1
34,2.334,0.027,1.721,1.275,0,0,1
35,2.338,0.318,2.038,1.281,0,0,1
36,2.341,0.316,2.354,1.277,0,0,1
37,2.336,0.324,2.665,1.275,0,0,1
38,2.326,0.094,2.775,1.277,0,0,1
39,2.327,0.001,2.767,1.28,0,0,1
40,2.334,0.273,3.053,1.281,0,0,1
41,2.329,0.324,3.369,1.283,0,0,1
42,2.337,2.228,5.583,1.28,0,0,1
43,2.337,0.278,5.838,1.281,0,0,1
44,2.338,0.027,5.917,1.28,0,0,1
45,2.328,0.091,5.957,1.277,0,0,1
46,2.347,2.225,8.232,1.28,0,0,0
47,2.333,0.146,8.327,1.282,0,0,0
48,2.34,0.065,0.065,1.283,0,0,0
49,2.33,0.16,0.227,1.275,0,0,0
50,2.33,0.037,0.264,1.281,0,0,0
51,2.338,0.338,0.604,1.281,0,0,0
52,2.345,0.089,0.691,1.272,0,0,0
53,2.332,0.02,0.714,1.279,0,0,0
54,2.337,0.09,0.798,1.273,0,0,0
55,2.351,0.063,0.862,1.272,0,0,1
56,2.345,0.157,1.027,1.275,0,0,1
57,2.344,0.189,1.21,1.276,0,0,1
58,2.332,0.222,1.435,1.282,0,0,1
59,2.326,0.345,1.771,1.285,0,0,1
60,2.341,0.008,1.791,1.279,0,0,1
61,2.345,0.019,1.804,1.283,0,0,1
62,2.349,2.434,4.24,1.275,0,0,1
63,2.349,0.332,4.578,1.284,0,0,1
64,2.35,0.361,4.916,1.281,0,0,1
65,2.338,0.141,5.068,1.285,0,0,1
66,2.332,0.089,5.15,1.286,0,0,1
67,2.344,0.269,5.435,1.286,0,0,1
68,2.335,0.347,5.775,1.282,0,0,1
69,2.343,0.096,5.869,1.282,0,0,1
70,2.334,2.42,8.317,1.277,0,0,0
71,2.347,0.028,8.359,1.28,0,0,0
72,2.339,0.311,0.31,1.286,0,1,0
73,2.34,0.295,0.606,1.28,0,1,0
74,2.343,0.08,0.69,1.285,0,1,0
75,2.336,0.162,0.848,1.285,0,1,0
76,2.332,0.327,1.182,1.287,0,1,0
77,2.329,0.035,1.21,1.28,0,1,0
78,2.327,0.179,1.39,1.282,0,1,0
79,2.33,0.04,1.424,1.277,0,1,1
80,2.33,0.24,1.677,1.278,0,1,1
81,2.324,0.237,1.916,1.287,0,1,1
82,2.335,0.16,2.065,1.278,0,1,1
83,2.338,0.069,2.134,1.275,0,1,1
84,2.325,2.347,4.495,1.285,0,1,1
85,2.331,0.126,4.625,1.279,0,1,1
86,2.337,0.14,4.742,1.282,0,1,1
87,2.344,0.11,4.864,1.281,0,1,1
88,2.342,0.065,4.955,1.283,0,1,1
89,2.325,0.091,5.048,1.278,0,1,1
90,2.337,0.009,5.053,1.282,0,1,1
91,2.342,0.008,5.063,1.281,0,1,1
92,2.339,0.285,5.327,1.275,0,1,1
93,2.326,0.301,5.614,1.278,0,1,1
94,2.336,0.346,6.008,1.284,0,1,0
95,2.329,2.346,8.356,1.279,0,1,0
96,2.339,0.159,0.159,1.275,0,1,0
97,2.341,0.196,0.357,1.278,0,1,0
98,2.332,1.469,1.822,1.281,0,1,0
99,2.34,0.051,1.882,1.276,0,1,0
100,2.338,0.206,2.084,1.281,0,1,0
101,2.345,0.071,2.141,1.274,0,1,0
102,2.35,0.152,2.305,1.281,0,1,0
103,2.335,0.211,2.503,1.275,0,1,1
104,2.355,1.459,3.977,1.279,0,1,1
105,2.333,0.06,4.05,1.279,0,1,1
106,2.333,0.093,4.127,1.279,0,1,1
107,2.334,0.169,4.287,1.283,0,1,1
108,2.344,0.164,4.47,1.274,0,1,1
109,2.352,0.165,4.649,1.283,0,1,1
110,2.344,0.16,4.779,1.278,0,1,1
111,2.329,0.115,4.909,1.281,0,1,1
112,2.335,0.096,5.017,1.284,0,1,1
113,2.355,1.457,6.429,1.28,0,1,1
114,2.343,0.115,6.539,1.274,0,1,1
115,2.351,1.456,8.068,1.279,0,1,1
116,2.348,0.039,8.068,1.279,0,1,1
117,2.353,0.036,8.072,1.281,0,1,1
118,2.358,0.193,8.311,1.274,0,1,0
119,2.355,0.192,8.449,1.278,0,1,0
120,2.353,0.1,0.1,1.272,0,0,0
121,2.352,0.068,0.168,1.281,0,0,0
122,2.349,0.075,0.244,1.276,0,0,0
123,2.358,0.122,0.368,1.276,0,0,0
124,2.347,0.009,0.377,1.282,0,0,0
125,2.356,0.096,0.474,1.279,0,0,0
126,2.36,0.021,0.493,1.282,0,0,0
127,2.361,0.067,0.557,1.276,0,0,1
128,2.337,0.031,0.592,1.278,0,0,1
129,2.349,0.076,0.666,1.274,0,0,1
130,2.351,0.09,0.753,1.279,0,0,1
131,2.343,0.87,1.621,1.276,0,0,1
132,2.346,0.124,1.739,1.277,0,0,1
133,2.352,0.06,1.814,1.277,0,0,1
134,2.355,0.127,1.945,1.286,0,0,1
135,2.342,0.878,2.815,1.285,0,0,1
136,2.354,0.107,2.924,1.278,0,0,1
137,2.345,0.046,2.963,1.282,0,0,1
138,2.355,1.636,4.613,1.286,0,0,1
139,2.373,0.867,5.49,1.282,0,0,1
140,2.38,0.867,6.355,1.28,0,0,1
141,2.375,2.337,8.656,1.281,0,0,1
142,2.383,0.081,8.715,1.284,0,0,0
143,2.382,0.03,8.799,1.277,0,0,0
144,2.377,0.97,0.968,1.286,0,0,0
145,2.386,0.068,1.032,1.282,0,0,0
146,2.38,0.055,1.085,1.287,0,0,0
147,2.391,0.044,1.134,1.287,0,0,0
148,2.39,0.002,1.14,1.282,0,0,0
149,2.391,0.069,1.206,1.278,0,0,0
150,2.392,0.001,1.21,1.277,0,0,0
151,2.388,0.043,1.25,1.286,0,0,1
152,2.383,0.514,1.767,1.282,0,0,1
153,2.387,0.07,1.839,1.278,0,0,1
154,2.405,0.515,2.346,1.285,0,0,1
155,2.387,0.517,2.854,1.285,0,0,1
156,2.388,0.513,3.383,1.287,0,0,1
157,2.391,0.026,3.39,1.286,0,0,1
158,2.398,0.517,3.937,1.288,0,0,1
159,2.398,0.016,3.951,1.289,0,0,1
160,2.407,0.049,4.001,1.28,0,0,1
161,2.41,0.516,4.512,1.281,0,0,1
162,2.414,0.516,5.036,1.287,0,0,1
163,2.393,0.054,5.087,1.291,0,0,1
