time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.192,0.265,0.007,0.007,0,0,0
1,0.192,0.264,0.01,0.017,0,0,0
2,0.192,0.264,0.034,0.051,0,0,0
3,0.191,0.263,0.031,0.081,0,0,0
4,0.191,0.264,0.017,0.099,0,0,0
5,0.192,0.265,0.004,0.104,0,0,0
6,0.192,0.265,0.02,0.123,0,0,0
7,0.192,0.265,0.021,0.145,0,0,1
8,0.191,0.265,0.274,0.42,0,0,1
9,0.192,0.267,0.033,0.453,0,0,1
10,0.192,0.267,0.008,0.457,0,0,1
11,0.192,0.264,0.026,0.487,0,0,1
12,0.192,0.263,0.023,0.51,0,0,1
13,0.193,0.265,0.01,0.521,0,0,1
14,0.192,0.264,0.006,0.523,0,0,1
15,0.192,0.263,0.003,0.527,0,0,1
16,0.191,0.264,0.266,0.79,0,0,1
17,0.191,0.265,0.01,0.802,0,0,1
18,0.191,0.267,0.037,0.844,0,0,1
19,0.191,0.265,0.004,0.843,0,0,1
20,0.191,0.265,0.035,0.881,0,0,1
21,0.192,0.263,0.016,0.899,0,0,1
22,0.192,0.264,0.002,0.895,0,0,0
23,0.192,0.264,0.037,0.937,0,0,0
24,0.193,0.265,0.011,0.011,0,0,0
25,0.192,0.265,0.031,0.042,0,0,0
26,0.192,0.264,0.011,0.053,0,0,0
27,0.192,0.264,0.033,0.087,0,0,0
28,0.192,0.264,0.04,0.127,0,0,0
29,0.192,0.264,0.007,0.134,0,0,0
30,0.193,0.266,0.01,0.144,0,0,0
31,0.191,0.266,0.035,0.179,0,0,1
32,0.192,0.265,0.027,0.205,0,0,1
33,0.191,0.265,0.02,0.226,0,0,1
34,0.192,0.264,0.023,0.249,0,0,1
35,0.192,0.264,0.039,0.288,0,0,1
36,0.19,0.265,0.016,0.304,0,0,1
37,0.191,0.265,0.047,0.351,0,0,1
38,0.191,0.264,0.001,0.354,0,0,1
39,0.191,0.265,0.041,0.394,0,0,1
40,0.191,0.264,0.036,0.432,0,0,1
41,0.191,0.264,0.033,0.461,0,0,1
42,0.191,0.264,0.347,0.807,0,0,1
43,0.192,0.264,0.025,0.833,0,0,1
44,0.192,0.265,0.013,0.851,0,0,1
45,0.191,0.264,0.031,0.876,0,0,1
46,0.192,0.265,0.026,0.904,0,0,0
47,0.191,0.265,0.023,0.931,0,0,0
48,0.191,0.267,0.02,0.02,0,0,0
49,0.192,0.266,0.151,0.17,0,0,0
50,0.192,0.266,0.019,0.189,0,0,0
51,0.191,0.266,0.01,0.199,0,0,0
52,0.192,0.266,0.014,0.212,0,0,0
53,0.192,0.266,0.012,0.224,0,0,0
54,0.191,0.264,0.014,0.239,0,0,0
55,0.191,0.264,0.013,0.253,0,0,1
56,0.192,0.266,0.017,0.269,0,0,1
57,0.191,0.266,0.013,0.284,0,0,1
58,0.191,0.265,0.006,0.287,0,0,1
59,0.192,0.266,0.009,0.297,0,0,1
60,0.192,0.265,0.142,0.44,0,0,1
61,0.192,0.267,0.003,0.444,0,0,1
62,0.192,0.266,0.136,0.583,0,0,1
63,0.193,0.266,0.017,0.6,0,0,1
64,0.193,0.265,0.005,0.603,0,0,1
65,0.192,0.266,0.016,0.618,0,0,1
66,0.193,0.264,0.01,0.631,0,0,1
67,0.193,0.265,0.018,0.651,0,0,1
68,0.192,0.266,0.139,0.785,0,0,1
69,0.193,0.266,0.011,0.802,0,0,1
70,0.191,0.265,0.015,0.813,0,0,0
71,0.192,0.267,0.151,0.964,0,0,0
