time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.21,0.199,0.028,0.029,0,0,0
1,0.21,0.2,0.046,0.074,0,0,0
2,0.21,0.2,0.03,0.105,0,0,0
3,0.209,0.2,0.043,0.149,0,0,0
4,0.208,0.2,0.067,0.215,0,0,0
5,0.21,0.199,0.041,0.256,0,0,0
6,0.21,0.199,0.063,0.319,0,0,0
7,0.21,0.2,0.019,0.339,0,0,1
8,0.209,0.199,0.038,0.378,0,0,1
9,0.209,0.2,0.035,0.41,0,0,1
10,0.209,0.2,0.035,0.449,0,0,1
11,0.209,0.199,0.007,0.454,0,0,1
12,0.21,0.2,0.02,0.474,0,0,1
13,0.209,0.2,0.063,0.535,0,0,1
14,0.208,0.198,0.068,0.603,0,0,1
15,0.21,0.2,0.007,0.611,0,0,1
16,0.209,0.199,0.004,0.616,0,0,1
17,0.21,0.2,0.04,0.654,0,0,1
18,0.209,0.199,0.003,0.66,0,0,1
19,0.21,0.2,0.01,0.671,0,0,1
20,0.211,0.2,0.069,0.738,0,0,1
21,0.21,0.199,0.031,0.767,0,0,1
22,0.21,0.2,0.02,0.79,0,0,0
23,0.209,0.201,0.059,0.852,0,0,0
24,0.21,0.199,0.014,0.015,0,0,0
25,0.208,0.2,0.033,0.048,0,0,0
26,0.21,0.199,0.065,0.113,0,0,0
27,0.21,0.201,0.004,0.117,0,0,0
28,0.21,0.199,0.054,0.17,0,0,0
29,0.209,0.199,0.013,0.185,0,0,0
30,0.209,0.2,0.027,0.21,0,0,0
31,0.209,0.199,0.052,0.264,0,0,1
32,0.209,0.2,0.028,0.292,0,0,1
33,0.209,0.2,0.024,0.315,0,0,1
34,0.209,0.2,0.004,0.319,0,0,1
35,0.21,0.199,0.034,0.353,0,0,1
36,0.209,0.2,0.036,0.391,0,0,1
37,0.21,0.199,0.005,0.398,0,0,1
38,0.209,0.2,0.036,0.432,0,0,1
39,0.21,0.2,0.025,0.458,0,0,1
