time,route_id,Warehouse_time,pack_time
0,2,1.1040783,0.90975094
1,2,1.0606974,0.90841806
2,2,1.0610446,0.89459974
3,2,1.0868721,0.89922714
4,2,1.0369108,0.9074262
5,2,1.0515153,0.90589476
6,2,1.0512564,0.90317804
7,2,1.0570841,0.9051088
8,2,1.0691961,0.89124966
9,2,1.0217688,0.9026004
10,2,1.0390623,0.898098
11,2,1.0478432,0.9019006
12,2,1.123233,0.90091485
13,2,1.0828902,0.9107726
14,2,1.0839217,0.90328777
15,2,1.062377,0.9039895
16,2,1.084334,0.9038553
17,2,1.0981665,0.89520943
18,2,1.0888965,0.89663553
19,2,1.0742394,0.92306215
20,2,1.062276,0.9026462
21,2,1.0913876,0.893884
22,2,1.039938,0.89518845
23,2,1.0301449,0.8931783
24,2,1.0723791,0.8905486
25,2,1.0974755,0.89512014
26,2,1.0885148,0.8940859
27,2,1.0244447,0.89304274
28,2,0.98840016,0.91360396
29,2,1.0458722,0.9149164
30,2,1.0347369,0.8905799
31,2,1.0318271,0.90484935
32,2,1.0524766,0.9036794
33,2,1.0774592,0.9029905
34,2,1.0414101,0.88363934
35,2,1.0220692,0.8846884
36,2,1.1226864,0.92910254
37,2,1.0950263,0.9420763
38,2,1.0994112,0.9092685
39,2,1.1048054,0.91958284
40,2,1.0707035,0.9047815
41,2,1.0854115,0.8969655
42,2,1.0812887,0.89520395
43,2,1.0556787,0.91302043
44,2,1.0425389,0.9020127
45,2,1.0656747,0.8974551
46,2,1.0358651,0.9086746
47,2,1.0387352,0.8997259
48,2,1.1329329,0.8986905
49,2,1.0918816,0.90919685
50,2,1.0905837,0.9130111
51,2,1.0540546,0.90415555
52,2,1.0679619,0.9025911
53,2,1.0720166,0.92391473
54,2,1.0484784,0.92093754
55,2,1.0355273,0.92517865
56,2,1.0378911,0.9091077
57,2,1.028668,0.9087809
58,2,1.0463197,0.9180401
59,2,1.0872018,0.90537584
60,2,1.0706383,0.9138077
61,2,1.0752398,0.91728485
62,2,1.0912865,0.9125555
63,2,1.0658575,0.9179467
64,2,1.1011105,0.91472644
65,2,1.0615137,0.9074257
66,2,1.0948703,0.89695966
67,2,1.0536222,0.90550154
68,2,1.0424296,0.8970717
69,2,1.0461863,0.89467466
70,2,1.0525142,0.8940606
71,2,1.027682,0.89256227
72,2,1.0874283,0.90996295
73,2,1.0628453,0.9236433
74,2,1.0316665,0.91078156
75,2,1.0320439,0.90817356
76,2,1.013089,0.8970703
77,2,1.0489371,0.9010401
78,2,1.0568259,0.8906268
79,2,1.0210505,0.90253603
80,2,1.0451386,0.91266936
81,2,1.0530754,0.89454186
82,2,1.0111594,0.9039198
83,2,1.0726912,0.9015068
84,2,1.0627422,0.9276339
85,2,1.0912662,0.9092496
86,2,1.1281211,0.89790076
87,2,1.1095573,0.902043
88,2,1.0748816,0.91511476
89,2,1.1433383,0.9104077
90,2,1.0997043,0.88904095
91,2,1.1074479,0.9037112
92,2,1.0940504,0.90853405
93,2,1.0679215,0.89330786
94,2,1.0489606,0.9105449
95,2,1.054278,0.9150459
96,2,1.1377352,0.91647464
97,2,1.1226301,0.9145672
98,2,1.0640472,0.9032666
99,2,1.0679628,0.90939826
100,2,1.0463173,0.91229427
101,2,1.0410984,0.90440214
102,2,1.0653894,0.90002596
103,2,1.0490808,0.91021025
104,2,1.0549824,0.89791405
105,2,1.0524443,0.8994535
106,2,1.0275114,0.8946212
107,2,1.0220826,0.89729357
108,2,1.1374776,0.9094989
109,2,1.1196688,0.9018
110,2,1.1366073,0.9089945
111,2,1.1212593,0.9034153
112,2,1.1261169,0.90328676
113,2,1.1252271,0.89380187
114,2,1.0550328,0.92386895
115,2,1.1085374,0.89505357
116,2,1.0889663,0.8830596
117,2,1.0396024,0.9078187
118,2,1.0672259,0.90426904
119,2,1.0661545,0.8976244
120,2,1.1092527,0.90942353
121,2,1.10353,0.89769334
122,2,1.0455834,0.92222995
123,2,1.0593967,0.9231467
124,2,1.0561597,0.91757566
125,2,1.0656493,0.90230846
126,2,1.0384388,0.8998914
127,2,1.042293,0.9261049
128,2,1.0230577,0.9010126
129,2,1.0473735,0.9113448
130,2,1.0251024,0.90772074
131,2,1.0597069,0.89991534
132,2,1.0690956,0.9220319
133,2,1.0602026,0.9302042
134,2,1.0711768,0.9240819
135,2,1.0918052,0.9015505
136,2,1.0742685,0.90077716
137,2,1.0707861,0.9055425
138,2,1.0588566,0.90185356
139,2,1.0559852,0.89732856
140,2,1.047703,0.89454204
141,2,1.0471061,0.8997858
142,2,1.0370811,0.9035549
143,2,1.0232482,0.8923772
144,2,1.11064,0.9095868
145,2,1.1433469,0.9015099
146,2,1.1488556,0.9030816
147,2,1.1498289,0.900358
148,2,1.1275073,0.89002454
149,2,1.0940154,0.9010972
150,2,1.1063613,0.90412486
151,2,1.1423926,0.8777331
152,2,1.1490748,0.8904025
153,2,1.0864356,0.9008533
154,2,1.1015506,0.9121911
155,2,1.080859,0.90946275
156,2,1.0893618,0.9130066
157,2,1.0175734,0.9167589
158,2,1.0418376,0.9020545
159,2,1.0647647,0.9071616
160,2,1.0570852,0.90838975
161,2,1.0530765,0.90477216
162,2,1.0389702,0.8934312
163,2,1.0218805,0.90629995
164,2,1.0211482,0.9006131
165,2,0.992101,0.87872696
166,2,0.9946354,0.89934844
167,2,1.0048151,0.89822996
168,2,1.055049,0.9104258
169,2,1.0771492,0.9037487
170,2,1.0283177,0.90421945
171,2,1.042598,0.91648245
172,2,1.0185498,0.90727776
173,2,1.0066311,0.9047457
174,2,1.0246145,0.9059607
175,2,1.0019567,0.9065634
176,2,0.9978585,0.90660363
177,2,0.9639942,0.91689813
178,2,1.0066422,0.8906504
179,2,1.0102212,0.87708205
180,2,1.0267175,0.83196986
181,2,0.95687246,0.8127986
182,2,0.9756109,0.8127475
183,2,0.95005894,0.81104743
184,2,0.9611686,0.8113049
185,2,0.9601663,0.807368
186,2,0.9118778,0.8273181
187,2,0.9290698,0.8163503
188,2,0.95822924,0.8183919
189,2,0.95269585,0.8037637
190,2,0.9320947,0.8224932
191,2,0.9226519,0.818396
192,2,1.08919227,0.9429335
193,2,0.97934347,0.99484062
194,2,0.90360475,0.98409235
195,2,0.92497766,0.9485752
196,2,0.91023356,0.91180122
197,2,1.00345874,0.91010898
198,2,1.0271827,0.94756699
199,2,0.93471509,0.97480136
200,2,0.94528091,0.89874858
201,2,1.11440229,0.86884278
202,2,1.16085064,0.84740323
203,2,1.11779273,0.75734419
204,2,1.07611227,0.77944648
205,2,1.08657408,0.80882239
206,2,1.0502212,0.87064761
207,2,0.97486335,0.8471638
208,2,0.99406588,0.84408236
209,2,0.93436962,0.81367707
210,2,0.92081273,0.76257813
211,2,1.01375806,0.45831069
212,2,0.93891561,0.23195782
213,2,0.91269553,0.03070807
214,2,0.94208056,0.07770137
215,2,0.91422504,0.07350408
216,2,1.1447469,0.9564712
217,2,1.08713114,0.9158355
218,2,1.06308961,0.93968701
219,2,1.10112643,0.95540893
220,2,1.05835521,0.92299348
221,2,1.0674243,0.94805658
222,2,1.05568898,0.91595292
223,2,1.01051271,0.90922666
224,2,1.12441003,0.90988362
225,2,1.08318973,0.68658763
226,2,1.10353875,0.69251156
227,2,1.03496611,0.79770082
228,2,1.02697337,0.86755329
229,2,0.99003786,0.86462826
230,2,1.01149273,0.86530155
231,2,0.91605026,0.85885453
232,2,0.92100793,0.88778865
233,2,0.86964953,0.83300108
234,2,0.92402351,0.49324811
235,2,0.91837561,0.25826013
236,2,0.92224222,0.5462836
237,2,0.90059632,0.06998604
238,2,0.91530001,0.06783896
239,2,0.8872112,0.05708621
0,73,0.9155475,0.9383348
1,73,0.9054972,0.9366549
2,73,0.9134159,0.94635123
3,73,0.8910534,0.94955444
4,73,0.9002899,0.94194996
5,73,0.8967639,0.9426063
6,73,0.8783746,0.94811916
7,73,0.8622532,0.964295
8,73,0.8510682,0.94945174
9,73,0.8456647,0.939978
10,73,0.8836037,0.94415635
11,73,0.87203884,0.93174183
12,73,0.91494143,0.9389113
13,73,0.91677505,0.94271696
14,73,0.91165733,0.94249296
