time,route_id,SortingCneter_time
0,17,0.5988146407646493
1,17,0.3786343890535704
2,17,0.5942413826219831
3,17,0.5876832301817142
4,17,0.405381234938522
5,17,0.425250527872615
6,17,0.6071828607465827
7,17,0.4648061758427687
8,17,0.5369862904956973
9,17,0.5406313418376109
10,17,0.3844486332549162
11,17,0.5302807409267296
12,17,0.5023973605637622
13,17,0.5805833020531761
14,17,0.5832517226485266
15,17,0.5756182776594564
16,17,0.3735836814189001
17,17,0.6185436957449977
18,17,0.6010850711044801
19,17,0.516263172150528
20,17,0.5895432078856822
21,17,0.5918655837845932
22,17,0.5222722512008735
23,17,0.5958580729975023
24,17,0.3927451249398465
25,17,0.5715117741173227
26,17,0.508274709954397
27,17,0.4075125621598464
28,17,0.4934980709913553
29,17,0.5630209573364529
30,17,0.5261236460464054
31,17,0.5452530914698154
32,17,0.4622002478137123
33,17,0.4441896366161914
34,17,0.6246167803408789
35,17,0.4486489128984528
36,17,0.607522787842447
37,17,0.3992568645767793
38,17,0.537227487977887
39,17,0.5544677478626938
40,17,0.4388188686029864
41,17,0.3868636546657311
42,17,0.3964750114521511
43,17,0.5022418150088919
44,17,0.5994110546786613
45,17,0.6110075008953173
46,17,0.4058253742945937
47,17,0.540456183785839
48,17,0.6000200903372435
49,17,0.5529609620781724
50,17,0.4547042574572909
51,17,0.5159935477424745
52,17,0.551537106911091
53,17,0.4588002513810622
54,17,0.636560096804242
55,17,0.6119890815958039
56,17,0.5324250656931079
57,17,0.377314279154176
58,17,0.4991776667549941
59,17,0.6164759322827462
60,17,0.5724100896430552
61,17,0.5389884222091037
62,17,0.4849427951879113
63,17,0.3796359903988199
64,17,0.3991014875996418
65,17,0.6295316898158614
66,17,0.4485479789604684
67,17,0.4212529505787362
68,17,0.4238896465546327
69,17,0.4078599888313852
70,17,0.5772103552580062
71,17,0.5073592091545241
72,17,0.566073814850879
73,17,0.5340774317565937
74,17,0.5179835434687383
75,17,0.4255019916383477
76,17,0.5062901745622105
77,17,0.3714474822900324
78,17,0.6188068463376913
79,17,0.4602675693920746
80,17,0.601785216575393
81,17,0.4235832014050276
82,17,0.5813402561732881
83,17,0.4638328305805735
84,17,0.6328437943957752
85,17,0.6133807302286076
86,17,0.639227476939187
87,17,0.5600606776836294
88,17,0.6429229151351595
89,17,0.4683438831860139
90,17,0.3928567017195347
91,17,0.6139870881376552
92,17,0.6043983924167479
93,17,0.5136245092693886
94,17,0.6217284497914892
95,17,0.409003836839178
96,17,0.4774645604425565
97,17,0.5528342478775248
98,17,0.589252304848277
99,17,0.4837378300060508
100,17,0.3905708611019007
101,17,0.5202843905067471
102,17,0.5086296489435248
103,17,0.5577888086094425
104,17,0.611892639055089
105,17,0.3960016352334687
106,17,0.3492325653003834
107,17,0.5818615911086741
108,17,0.6455459053520939
109,17,0.4688736129299451
110,17,0.5340907677772001
111,17,0.3998358399471216
112,17,0.4880171291238006
113,17,0.4673337942365153
114,17,0.5415166467769679
115,17,0.5267265418217684
116,17,0.3905083104509397
117,17,0.6375961060292619
118,17,0.4509653627596601
119,17,0.5326143460778052
120,17,0.4834013471537512
121,17,0.4598657520505903
122,17,0.4746062992462452
123,17,0.5140220759826978
124,17,0.5644635719783017
125,17,0.521499016086902
126,17,0.4682958534767055
127,17,0.5788009814010016
128,17,0.5299730333919066
129,17,0.6169274867512862
130,17,0.5410101735959838
131,17,0.5510694493580252
132,17,0.5948408734759979
133,17,0.5335876297680197
134,17,0.4144341245469767
135,17,0.590927420633293
136,17,0.5937101699951911
137,17,0.5025778637010624
138,17,0.5926220436430726
139,17,0.4173852522071516
140,17,0.3704349185152803
141,17,0.5658650302577029
142,17,0.3999009860404481
143,17,0.4651363006572187
144,17,0.3982349452906309
145,17,0.3970722724222486
146,17,0.4004802200148378
147,17,0.5929176213216651
148,17,0.3915935550794179
149,17,0.4400039990767374
150,17,0.5169100836805582
151,17,0.4308526901624909
152,17,0.6178957357164362
153,17,0.6213336372663697
154,17,0.4596348443423672
155,17,0.3725738718645582
156,17,0.6158993778292585
157,17,0.4974827833339981
158,17,0.518900023211475
159,17,0.6014134375624515
160,17,0.4727497173718355
161,17,0.3976630036148871
162,17,0.4356539845625858
163,17,0.3920588211510895
164,17,0.5025812971124515
165,17,0.47223509532968
166,17,0.5977598675517816
167,17,0.5325099661470177
168,17,0.4681274830049914
169,17,0.513598775182053
170,17,0.3795043383942421
171,17,0.609200882125951
172,17,0.5994288839027649
173,17,0.4702827582195621
174,17,0.3825953019724534
175,17,0.5483342845214623
176,17,0.6368898433094403
177,17,0.4536385155724583
178,17,0.550026655869395
179,17,0.4124693164829188
180,17,0.5299417536425765
181,17,0.4629042135725253
182,17,0.6288281148436444
183,17,0.481670016001983
184,17,0.4186634836504325
185,17,0.4180560787164147
186,17,0.4470853163186915
187,17,0.3831312824179568
188,17,0.4368946793084421
189,17,0.3876383034238509
190,17,0.4692127335732273
191,17,0.4598792648952943
192,17,0.6237873273857496
193,17,0.5229837522005902
194,17,0.508295639442178
195,17,0.4849947900826744
196,17,0.4624426964961822
197,17,0.6519618362917133
198,17,0.4918865278605975
199,17,0.4391748866548255
200,17,0.5717469161905089
201,17,0.4449913103477247
202,17,0.4825845778847142
203,17,0.7801785189281183
204,17,0.4727400716408381
205,17,0.5414601885451237
206,17,0.4599569135849544
207,17,0.4726325787515784
208,17,0.6661079214472098
209,17,0.5184658738039628
210,17,0.4291433418274469
211,17,0.4825394932848639
212,17,0.5260227982028449
213,17,0.4270803669863383
214,17,0.4640553254950694
215,17,0.5931451396701257
216,17,0.4201571510019745
217,17,0.6099433901415939
218,17,0.412616020418396
