time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,2.957,0.429,0.432,1.991,0,0,0
1,2.964,0.017,0.45,1.999,0,0,0
2,2.952,0.413,0.857,2.002,0,0,0
3,2.952,0.526,1.391,2.004,0,0,0
4,2.962,0.183,1.569,1.995,0,0,0
5,2.944,0.347,1.917,2.007,0,0,0
6,2.956,0.016,1.942,1.997,0,0,0
7,2.943,0.445,2.392,1.988,0,0,1
8,2.952,0.741,3.135,1.993,0,0,1
9,2.959,0.25,3.374,2.002,0,0,1
10,2.959,0.097,3.47,1.993,0,0,1
11,2.968,0.692,4.162,1.998,0,0,1
12,2.963,0.41,4.556,1.989,0,0,1
13,2.957,0.617,5.214,2.004,0,0,1
14,2.964,0.719,5.915,2.004,0,0,1
15,2.95,0.021,5.944,1.999,0,0,1
16,2.945,0.283,6.199,1.991,0,0,1
17,2.959,0.596,6.778,2.002,0,0,1
18,2.951,0.573,7.388,1.993,0,0,1
19,2.944,0.011,7.391,1.996,0,0,1
20,2.969,0.59,7.959,1.992,0,0,1
21,2.969,0.673,8.622,2.007,0,0,1
22,2.954,0.288,8.92,1.998,0,0,0
23,2.961,0.437,9.417,2.002,0,0,0
24,2.956,0.195,0.195,1.991,0,0,0
25,2.967,0.352,0.548,1.995,0,0,0
26,2.95,0.51,1.053,2.004,0,0,0
27,2.961,0.267,1.327,1.995,0,0,0
28,2.97,0.408,1.736,1.992,0,0,0
29,2.961,0.385,2.127,1.999,0,0,0
30,2.965,0.387,2.497,1.995,0,0,0
31,2.959,0.042,2.555,1.994,0,0,1
32,2.968,0.405,2.96,2.003,0,0,1
33,2.956,0.372,3.31,1.988,0,0,1
34,2.958,0.678,4.015,1.999,0,0,1
35,2.948,0.299,4.31,1.998,0,0,1
36,2.955,0.031,4.332,1.994,0,0,1
37,2.947,0.769,5.105,1.992,0,0,1
38,2.952,0.764,5.885,1.988,0,0,1
39,2.957,0.308,6.192,1.99,0,0,1
40,2.955,0.122,6.285,2.0,0,0,1
41,2.951,0.734,7.021,2.008,0,0,1
42,2.967,0.771,7.829,2.005,0,0,1
43,2.943,0.363,8.16,1.993,0,0,1
44,2.966,0.404,8.567,1.995,0,0,1
45,2.956,0.159,8.7,1.995,0,0,1
46,2.965,0.194,8.94,1.995,0,0,0
47,2.946,0.447,9.405,1.991,0,0,0
48,2.962,0.342,0.341,2.005,0,0,0
49,2.951,0.472,0.812,1.991,0,0,0
50,2.953,0.011,0.831,2.007,0,0,0
51,2.966,0.253,1.083,1.998,0,0,0
52,2.95,0.083,1.16,2.005,0,0,0
53,2.971,0.323,1.481,1.999,0,0,0
54,2.948,0.365,1.847,2.007,0,0,0
55,2.968,0.523,2.381,1.996,0,0,1
56,2.952,0.476,2.838,1.99,0,0,1
57,2.955,0.205,3.071,1.989,0,0,1
58,2.947,0.127,3.18,2.001,0,0,1
59,2.948,0.173,3.368,1.998,0,0,1
60,2.958,0.227,3.587,2.007,0,0,1
61,2.957,0.142,3.72,2.002,0,0,1
62,2.946,0.348,4.061,2.0,0,0,1
63,2.952,3.413,7.513,2.0,0,0,1
64,2.968,0.485,7.968,1.997,0,0,1
65,2.97,0.019,7.977,1.997,0,0,1
66,2.953,0.041,8.033,1.997,0,0,1
67,2.963,0.36,8.347,2.003,0,0,1
68,2.961,0.274,8.662,1.994,0,0,1
69,2.956,0.029,8.678,2.008,0,0,1
70,2.962,0.494,9.168,2.001,0,0,0
71,2.957,0.266,9.474,1.992,0,0,0
72,2.972,0.243,0.244,1.998,0,1,0
73,2.957,0.333,0.577,1.995,0,1,0
74,2.963,0.113,0.687,2.006,0,1,0
75,2.968,0.353,1.038,2.001,0,1,0
76,2.968,0.005,1.044,1.993,0,1,0
77,2.953,0.21,1.261,2.008,0,1,0
78,2.972,0.049,1.312,1.998,0,1,0
79,2.976,0.45,1.75,1.99,0,1,1
80,2.95,0.419,2.177,1.996,0,1,1
81,2.953,0.489,2.678,1.99,0,1,1
82,2.954,0.333,3.001,1.989,0,1,1
83,2.977,0.213,3.218,2.007,0,1,1
84,2.96,0.322,3.55,1.999,0,1,1
85,2.949,0.133,3.66,2.003,0,1,1
86,2.976,3.383,7.068,2.008,0,1,1
87,2.978,0.424,7.486,1.991,0,1,1
88,2.95,0.3,7.755,2.004,0,1,1
89,2.958,0.368,8.112,2.004,0,1,1
90,2.966,0.357,8.49,1.995,0,1,1
91,2.964,0.337,8.787,2.012,0,1,1
92,2.972,0.342,9.173,2.007,0,1,1
93,2.943,0.129,9.325,2.015,0,1,1
94,2.958,0.024,9.287,2.001,0,1,0
95,2.958,0.126,9.401,2.006,0,1,0
96,2.952,0.099,0.1,2.009,0,1,0
97,2.962,0.147,0.247,2.01,0,1,0
98,2.953,0.375,0.622,2.014,0,1,0
99,2.966,0.292,0.911,2.013,0,1,0
100,2.949,0.062,0.975,2.003,0,1,0
101,2.956,0.384,1.354,1.996,0,1,0
102,2.944,0.118,1.473,2.01,0,1,0
103,2.956,0.141,1.617,2.009,0,1,1
104,2.954,2.59,4.205,2.003,0,1,1
105,2.967,0.07,4.282,2.003,0,1,1
106,2.969,0.276,4.553,2.001,0,1,1
107,2.973,0.397,4.949,2.007,0,1,1
108,2.961,0.113,5.064,2.005,0,1,1
109,2.96,0.151,5.192,1.995,0,1,1
110,2.954,0.185,5.37,1.989,0,1,1
111,2.978,0.005,5.385,1.995,0,1,1
112,2.952,0.103,5.516,2.002,0,1,1
113,2.966,0.366,5.859,1.996,0,1,1
114,2.975,0.346,6.186,1.998,0,1,1
115,2.954,0.137,6.341,2.001,0,1,1
116,2.957,0.141,6.52,1.991,0,1,1
117,2.977,0.219,6.704,1.994,0,1,1
118,2.969,0.239,6.931,1.997,0,1,0
119,2.982,2.58,9.496,1.996,0,1,0
120,2.959,0.169,0.169,1.991,0,0,0
121,2.975,0.022,0.193,1.988,0,0,0
122,2.976,0.099,0.291,2.007,0,0,0
123,2.963,0.174,0.463,1.998,0,0,0
124,2.975,0.186,0.648,1.99,0,0,0
125,2.969,0.029,0.678,2.001,0,0,0
126,2.978,0.036,0.714,2.003,0,0,0
127,2.983,0.089,0.801,2.009,0,0,1
128,2.972,0.136,0.942,1.999,0,0,1
129,2.967,0.099,1.041,1.992,0,0,1
130,2.968,0.062,1.098,2.006,0,0,1
131,2.964,0.14,1.241,1.995,0,0,1
132,2.984,0.086,1.331,2.008,0,0,1
133,2.977,0.144,1.466,1.989,0,0,1
134,2.981,0.165,1.644,1.992,0,0,1
135,2.967,0.14,1.777,2.003,0,0,1
136,2.961,0.11,1.892,1.996,0,0,1
137,2.987,1.174,3.046,1.99,0,0,1
138,3.001,1.168,4.216,1.992,0,0,1
139,2.999,1.176,5.387,1.991,0,0,1
140,3.003,1.164,6.586,1.993,0,0,1
141,3.028,1.163,7.713,2.001,0,0,1
142,3.035,2.17,9.856,1.997,0,0,0
143,3.016,0.02,9.906,2.007,0,0,0
144,3.037,0.117,0.115,2.004,0,0,0
145,3.025,0.053,0.17,1.992,0,0,0
146,3.03,0.052,0.221,1.996,0,0,0
147,3.019,0.023,0.245,2.003,0,0,0
148,3.032,0.073,0.316,1.993,0,0,0
149,3.036,0.089,0.408,1.998,0,0,0
150,3.031,0.023,0.429,2.002,0,0,0
151,3.019,0.026,0.456,2.006,0,0,1
152,3.036,0.116,0.571,2.002,0,0,1
153,3.031,0.028,0.598,1.995,0,0,1
154,3.048,1.083,1.685,2.005,0,0,1
155,3.034,1.08,2.762,2.008,0,0,1
156,3.036,0.172,2.934,2.001,0,0,1
157,3.048,0.107,3.049,1.994,0,0,1
158,3.06,1.074,4.121,1.998,0,0,1
159,3.043,0.053,4.154,2.007,0,0,1
160,3.068,1.08,5.224,1.998,0,0,1
