time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.199,0.212,0.071,0.071,0,0,0
1,0.198,0.215,0.056,0.128,0,0,0
2,0.198,0.214,0.007,0.134,0,0,0
3,0.197,0.213,0.076,0.21,0,0,0
4,0.199,0.214,0.017,0.227,0,0,0
5,0.198,0.212,0.056,0.284,0,0,0
6,0.198,0.214,0.061,0.344,0,0,0
7,0.197,0.214,0.063,0.407,0,0,1
8,0.196,0.213,0.033,0.443,0,0,1
9,0.196,0.214,0.014,0.455,0,0,1
10,0.198,0.215,0.001,0.457,0,0,1
11,0.198,0.209,0.0,0.458,0,0,1
12,0.199,0.208,0.044,0.503,0,0,1
13,0.198,0.208,0.03,0.53,0,0,1
14,0.198,0.207,0.016,0.548,0,0,1
15,0.197,0.208,0.008,0.555,0,0,1
16,0.197,0.207,0.029,0.587,0,0,1
17,0.197,0.207,0.024,0.607,0,0,1
18,0.199,0.207,0.066,0.678,0,0,1
19,0.198,0.207,0.031,0.709,0,0,1
20,0.198,0.209,0.038,0.744,0,0,1
21,0.198,0.208,0.017,0.763,0,0,1
22,0.198,0.209,0.082,0.844,0,0,0
23,0.197,0.207,0.078,0.926,0,0,0
24,0.198,0.208,0.069,0.068,0,0,0
25,0.198,0.208,0.068,0.138,0,0,0
26,0.198,0.207,0.003,0.141,0,0,0
27,0.199,0.207,0.048,0.188,0,0,0
28,0.197,0.208,0.041,0.23,0,0,0
29,0.197,0.207,0.023,0.252,0,0,0
30,0.199,0.208,0.058,0.31,0,0,0
31,0.198,0.209,0.017,0.327,0,0,1
32,0.197,0.208,0.016,0.343,0,0,1
33,0.197,0.207,0.008,0.352,0,0,1
34,0.196,0.207,0.072,0.421,0,0,1
35,0.197,0.208,0.017,0.438,0,0,1
36,0.196,0.207,0.023,0.463,0,0,1
37,0.197,0.207,0.057,0.518,0,0,1
38,0.196,0.207,0.058,0.576,0,0,1
39,0.197,0.208,0.021,0.602,0,0,1
40,0.196,0.208,0.054,0.651,0,0,1
41,0.196,0.208,0.056,0.707,0,0,1
42,0.197,0.209,0.006,0.714,0,0,1
43,0.196,0.207,0.021,0.738,0,0,1
44,0.197,0.207,0.052,0.792,0,0,1
45,0.196,0.208,0.059,0.85,0,0,1
46,0.197,0.208,0.073,0.919,0,0,0
47,0.196,0.208,0.003,0.927,0,0,0
48,0.196,0.209,0.002,0.002,0,0,0
49,0.195,0.209,0.014,0.016,0,0,0
50,0.197,0.207,0.017,0.034,0,0,0
51,0.197,0.208,0.048,0.082,0,0,0
52,0.197,0.208,0.009,0.091,0,0,0
53,0.195,0.208,0.047,0.138,0,0,0
54,0.195,0.207,0.048,0.186,0,0,0
55,0.197,0.208,0.072,0.258,0,0,1
56,0.196,0.209,0.008,0.268,0,0,1
57,0.197,0.207,0.069,0.335,0,0,1
58,0.196,0.208,0.031,0.369,0,0,1
59,0.196,0.208,0.068,0.437,0,0,1
60,0.197,0.208,0.044,0.48,0,0,1
61,0.196,0.208,0.071,0.551,0,0,1
62,0.196,0.208,0.047,0.598,0,0,1
63,0.196,0.208,0.04,0.634,0,0,1
64,0.197,0.209,0.046,0.684,0,0,1
65,0.197,0.207,0.023,0.708,0,0,1
66,0.196,0.207,0.065,0.775,0,0,1
67,0.196,0.208,0.006,0.781,0,0,1
68,0.197,0.207,0.006,0.781,0,0,1
69,0.196,0.208,0.053,0.837,0,0,1
70,0.196,0.208,0.037,0.875,0,0,0
71,0.197,0.207,0.048,0.927,0,0,0
72,0.196,0.207,0.019,0.019,0,1,0
73,0.196,0.208,0.02,0.039,0,1,0
74,0.197,0.208,0.005,0.044,0,1,0
75,0.196,0.207,0.015,0.059,0,1,0
76,0.197,0.209,0.013,0.072,0,1,0
77,0.197,0.207,0.016,0.088,0,1,0
78,0.196,0.207,0.004,0.091,0,1,0
79,0.196,0.207,0.002,0.094,0,1,1
80,0.197,0.208,0.016,0.109,0,1,1
81,0.195,0.207,0.002,0.111,0,1,1
82,0.195,0.207,0.004,0.115,0,1,1
83,0.197,0.207,0.016,0.132,0,1,1
84,0.195,0.214,0.722,0.86,0,1,1
85,0.197,0.214,0.001,0.856,0,1,1
86,0.196,0.213,0.014,0.873,0,1,1
87,0.195,0.213,0.012,0.886,0,1,1
88,0.198,0.213,0.019,0.903,0,1,1
89,0.197,0.208,0.019,0.92,0,1,1
90,0.198,0.208,0.002,0.922,0,1,1
91,0.198,0.209,0.007,0.929,0,1,1
92,0.199,0.207,0.002,0.928,0,1,1
93,0.198,0.208,0.014,0.944,0,1,1
94,0.198,0.208,0.007,0.951,0,1,0
95,0.197,0.207,0.01,0.96,0,1,0
96,0.198,0.208,0.034,0.034,0,1,0
97,0.198,0.208,0.052,0.087,0,1,0
98,0.199,0.208,0.004,0.091,0,1,0
99,0.198,0.207,0.051,0.142,0,1,0
100,0.198,0.208,0.047,0.189,0,1,0
101,0.199,0.208,0.034,0.224,0,1,0
102,0.198,0.209,0.055,0.277,0,1,0
103,0.198,0.208,0.053,0.33,0,1,1
104,0.198,0.208,0.053,0.383,0,1,1
105,0.196,0.207,0.007,0.392,0,1,1
106,0.196,0.208,0.053,0.447,0,1,1
107,0.195,0.207,0.057,0.504,0,1,1
108,0.196,0.207,0.037,0.538,0,1,1
109,0.197,0.207,0.021,0.562,0,1,1
110,0.196,0.207,0.043,0.607,0,1,1
111,0.196,0.207,0.028,0.631,0,1,1
112,0.197,0.209,0.054,0.687,0,1,1
113,0.197,0.208,0.038,0.723,0,1,1
114,0.197,0.208,0.003,0.727,0,1,1
115,0.196,0.207,0.043,0.768,0,1,1
116,0.197,0.208,0.012,0.781,0,1,1
117,0.196,0.208,0.048,0.829,0,1,1
118,0.196,0.208,0.042,0.875,0,1,0
119,0.196,0.208,0.056,0.932,0,1,0
120,0.197,0.207,0.025,0.024,0,0,0
121,0.197,0.209,0.048,0.073,0,0,0
122,0.196,0.207,0.065,0.138,0,0,0
123,0.197,0.209,0.057,0.196,0,0,0
124,0.195,0.207,0.014,0.21,0,0,0
125,0.196,0.208,0.028,0.237,0,0,0
126,0.197,0.207,0.062,0.299,0,0,0
127,0.196,0.208,0.067,0.367,0,0,1
128,0.197,0.207,0.0,0.368,0,0,1
129,0.196,0.208,0.071,0.439,0,0,1
130,0.197,0.207,0.016,0.456,0,0,1
131,0.197,0.207,0.047,0.5,0,0,1
132,0.196,0.208,0.067,0.572,0,0,1
133,0.196,0.208,0.044,0.611,0,0,1
134,0.197,0.208,0.014,0.626,0,0,1
135,0.196,0.207,0.027,0.658,0,0,1
136,0.197,0.209,0.033,0.691,0,0,1
137,0.197,0.208,0.005,0.692,0,0,1
138,0.195,0.207,0.052,0.749,0,0,1
139,0.196,0.207,0.045,0.788,0,0,1
140,0.196,0.208,0.011,0.802,0,0,1
141,0.197,0.208,0.019,0.822,0,0,1
142,0.197,0.208,0.06,0.883,0,0,0
143,0.197,0.208,0.042,0.927,0,0,0
144,0.196,0.207,0.012,0.012,0,0,0
145,0.196,0.207,0.001,0.014,0,0,0
146,0.197,0.209,0.001,0.014,0,0,0
147,0.197,0.208,0.012,0.026,0,0,0
148,0.196,0.208,0.003,0.029,0,0,0
149,0.196,0.207,0.011,0.039,0,0,0
150,0.196,0.208,0.01,0.049,0,0,0
151,0.195,0.209,0.003,0.052,0,0,1
152,0.196,0.208,0.005,0.058,0,0,1
153,0.197,0.207,0.012,0.07,0,0,1
154,0.196,0.213,0.423,0.494,0,0,1
155,0.196,0.214,0.005,0.498,0,0,1
156,0.197,0.213,0.013,0.513,0,0,1
157,0.196,0.214,0.004,0.514,0,0,1
158,0.197,0.219,0.424,0.938,0,0,1
159,0.197,0.217,0.009,0.951,0,0,1
160,0.197,0.218,0.01,0.957,0,0,1
161,0.197,0.219,0.002,0.961,0,0,1
162,0.196,0.218,0.004,0.969,0,0,1
163,0.196,0.217,0.006,0.967,0,0,1
164,0.196,0.214,0.001,0.975,0,0,1
165,0.196,0.215,0.011,0.986,0,0,1
166,0.197,0.214,0.012,0.992,0,0,0
167,0.196,0.214,0.011,1.0,0,0,0
168,0.197,0.214,0.004,0.005,1,0,0
169,0.197,0.212,0.008,0.013,1,0,0
170,0.198,0.214,0.003,0.015,1,0,0
171,0.198,0.214,0.003,0.018,1,0,0
172,0.198,0.213,0.001,0.019,1,0,0
173,0.197,0.214,0.009,0.029,1,0,0
174,0.199,0.213,0.002,0.031,1,0,0
175,0.198,0.214,0.005,0.036,1,0,1
176,0.198,0.214,0.008,0.045,1,0,1
177,0.198,0.219,0.442,0.487,1,0,1
178,0.198,0.217,0.007,0.49,1,0,1
179,0.199,0.218,0.004,0.494,1,0,1
180,0.2,0.213,0.01,0.506,1,0,1
181,0.2,0.214,0.002,0.509,1,0,1
182,0.2,0.214,0.01,0.518,1,0,1
183,0.199,0.213,0.0,0.522,1,0,1
184,0.202,0.217,0.44,0.962,1,0,1
185,0.201,0.213,0.013,0.973,1,0,1
186,0.201,0.213,0.001,0.971,1,0,1
187,0.202,0.213,0.008,0.982,1,0,1
188,0.202,0.213,0.0,0.981,1,0,1
189,0.2,0.212,0.007,0.992,1,0,1
190,0.201,0.214,0.008,0.998,1,0,0
191,0.202,0.214,0.004,1.005,1,0,0
192,0.202,0.217,0.081,0.081,1,0,0
193,0.204,0.213,0.0,0.081,1,0,0
194,0.204,0.208,0.0,0.082,1,0,0
195,0.204,0.209,0.002,0.084,1,0,0
196,0.204,0.209,0.002,0.086,1,0,0
197,0.204,0.207,0.001,0.087,1,0,0
198,0.203,0.209,0.001,0.088,1,0,0
199,0.203,0.213,0.082,0.17,1,0,1
200,0.202,0.213,0.002,0.172,1,0,1
201,0.203,0.225,0.2,0.37,1,0,1
202,0.207,0.23,0.082,0.455,1,0,1
203,0.208,0.221,0.081,0.533,1,0,1
