time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.163,0.235,0.006,0.006,0,0,0
1,0.164,0.234,0.164,0.17,0,0,0
2,0.163,0.234,0.024,0.193,0,0,0
3,0.164,0.235,0.006,0.199,0,0,0
4,0.164,0.233,0.001,0.2,0,0,0
5,0.164,0.235,0.013,0.213,0,0,0
6,0.164,0.234,0.002,0.216,0,0,0
7,0.163,0.233,0.01,0.225,0,0,1
8,0.164,0.235,0.0,0.225,0,0,1
9,0.165,0.233,0.014,0.239,0,0,1
10,0.165,0.234,0.015,0.255,0,0,1
11,0.163,0.233,0.018,0.271,0,0,1
12,0.165,0.235,0.185,0.46,0,0,1
13,0.164,0.233,0.018,0.478,0,0,1
14,0.164,0.233,0.018,0.497,0,0,1
15,0.164,0.234,0.01,0.504,0,0,1
16,0.164,0.234,0.013,0.516,0,0,1
17,0.164,0.232,0.001,0.517,0,0,1
18,0.164,0.234,0.011,0.527,0,0,1
19,0.164,0.233,0.025,0.555,0,0,1
20,0.163,0.234,0.184,0.736,0,0,1
21,0.164,0.234,0.01,0.747,0,0,1
22,0.165,0.235,0.167,0.912,0,0,0
23,0.164,0.235,0.011,0.931,0,0,0
24,0.165,0.235,0.016,0.016,0,0,0
25,0.165,0.234,0.037,0.053,0,0,0
26,0.165,0.233,0.03,0.084,0,0,0
27,0.165,0.233,0.018,0.102,0,0,0
28,0.164,0.233,0.042,0.144,0,0,0
29,0.164,0.233,0.025,0.169,0,0,0
30,0.164,0.233,0.006,0.175,0,0,0
31,0.164,0.233,0.042,0.217,0,0,1
32,0.164,0.233,0.034,0.252,0,0,1
33,0.164,0.233,0.032,0.283,0,0,1
34,0.164,0.235,0.031,0.315,0,0,1
35,0.164,0.233,0.024,0.339,0,0,1
36,0.164,0.234,0.028,0.366,0,0,1
37,0.164,0.234,0.003,0.369,0,0,1
38,0.165,0.234,0.033,0.404,0,0,1
39,0.165,0.234,0.035,0.438,0,0,1
40,0.164,0.233,0.028,0.467,0,0,1
41,0.164,0.232,0.039,0.507,0,0,1
42,0.165,0.234,0.002,0.506,0,0,1
43,0.165,0.235,0.023,0.528,0,0,1
44,0.164,0.232,0.032,0.564,0,0,1
45,0.164,0.234,0.289,0.849,0,0,1
46,0.165,0.235,0.022,0.875,0,0,0
47,0.164,0.235,0.033,0.906,0,0,0
48,0.165,0.233,0.045,0.045,0,0,0
49,0.165,0.234,0.025,0.07,0,0,0
50,0.164,0.233,0.03,0.1,0,0,0
51,0.165,0.235,0.054,0.154,0,0,0
52,0.164,0.234,0.055,0.21,0,0,0
53,0.164,0.234,0.051,0.262,0,0,0
54,0.165,0.234,0.056,0.318,0,0,0
55,0.164,0.234,0.029,0.345,0,0,1
56,0.165,0.234,0.022,0.37,0,0,1
57,0.163,0.233,0.015,0.383,0,0,1
58,0.164,0.233,0.054,0.44,0,0,1
59,0.165,0.233,0.011,0.45,0,0,1
60,0.164,0.233,0.049,0.496,0,0,1
61,0.163,0.235,0.02,0.519,0,0,1
62,0.163,0.234,0.055,0.574,0,0,1
63,0.164,0.235,0.003,0.577,0,0,1
64,0.164,0.233,0.057,0.633,0,0,1
65,0.164,0.234,0.038,0.671,0,0,1
66,0.163,0.233,0.061,0.73,0,0,1
67,0.164,0.234,0.054,0.785,0,0,1
68,0.164,0.234,0.004,0.787,0,0,1
69,0.164,0.234,0.055,0.847,0,0,1
70,0.163,0.234,0.047,0.893,0,0,0
71,0.164,0.233,0.009,0.904,0,0,0
72,0.163,0.235,0.017,0.017,0,1,0
73,0.164,0.234,0.002,0.019,0,1,0
74,0.163,0.233,0.029,0.049,0,1,0
