time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.159,0.206,0.046,0.047,0,0,0
1,0.159,0.205,0.045,0.092,0,0,0
2,0.16,0.204,0.002,0.093,0,0,0
3,0.16,0.204,0.005,0.098,0,0,0
4,0.16,0.206,0.031,0.129,0,0,0
5,0.16,0.205,0.026,0.155,0,0,0
6,0.159,0.204,0.042,0.198,0,0,0
7,0.161,0.204,0.016,0.215,0,0,1
8,0.159,0.205,0.043,0.256,0,0,1
9,0.16,0.204,0.018,0.275,0,0,1
10,0.16,0.204,0.034,0.309,0,0,1
11,0.159,0.204,0.036,0.345,0,0,1
12,0.16,0.205,0.014,0.36,0,0,1
13,0.16,0.205,0.032,0.391,0,0,1
14,0.16,0.205,0.016,0.409,0,0,1
15,0.159,0.204,0.152,0.559,0,0,1
16,0.16,0.205,0.051,0.612,0,0,1
17,0.16,0.204,0.005,0.615,0,0,1
18,0.16,0.204,0.044,0.658,0,0,1
19,0.159,0.204,0.024,0.686,0,0,1
20,0.16,0.204,0.032,0.713,0,0,1
21,0.159,0.205,0.165,0.884,0,0,1
22,0.16,0.205,0.02,0.898,0,0,0
23,0.16,0.205,0.028,0.93,0,0,0
24,0.16,0.205,0.036,0.036,0,0,0
25,0.159,0.205,0.001,0.037,0,0,0
26,0.16,0.204,0.021,0.059,0,0,0
27,0.16,0.205,0.042,0.101,0,0,0
28,0.159,0.205,0.172,0.272,0,0,0
29,0.159,0.205,0.048,0.322,0,0,0
30,0.16,0.205,0.025,0.345,0,0,0
31,0.159,0.204,0.022,0.366,0,0,1
32,0.16,0.204,0.02,0.387,0,0,1
33,0.16,0.205,0.017,0.406,0,0,1
34,0.16,0.206,0.017,0.421,0,0,1
35,0.159,0.205,0.051,0.475,0,0,1
36,0.16,0.204,0.04,0.515,0,0,1
37,0.159,0.205,0.031,0.542,0,0,1
38,0.16,0.205,0.02,0.565,0,0,1
39,0.159,0.205,0.01,0.577,0,0,1
40,0.159,0.204,0.041,0.613,0,0,1
41,0.159,0.204,0.023,0.642,0,0,1
42,0.16,0.205,0.017,0.658,0,0,1
43,0.16,0.203,0.017,0.675,0,0,1
44,0.159,0.205,0.013,0.686,0,0,1
45,0.159,0.204,0.001,0.69,0,0,1
46,0.16,0.205,0.055,0.74,0,0,0
47,0.16,0.204,0.182,0.923,0,0,0
48,0.159,0.205,0.056,0.056,0,0,0
49,0.16,0.204,0.015,0.071,0,0,0
50,0.159,0.204,0.057,0.129,0,0,0
51,0.16,0.206,0.046,0.175,0,0,0
52,0.159,0.204,0.013,0.189,0,0,0
53,0.159,0.206,0.041,0.229,0,0,0
54,0.159,0.205,0.018,0.249,0,0,0
55,0.16,0.205,0.02,0.269,0,0,1
56,0.16,0.204,0.017,0.287,0,0,1
57,0.159,0.204,0.052,0.339,0,0,1
58,0.159,0.205,0.032,0.372,0,0,1
59,0.159,0.204,0.026,0.395,0,0,1
