time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,2.642,0.141,0.14,2.017,0,0,0
1,2.647,0.119,0.259,2.031,0,0,0
2,2.641,0.037,0.297,2.028,0,0,0
3,2.657,0.144,0.44,2.031,0,0,0
4,2.642,0.2,0.639,2.016,0,0,0
5,2.655,0.103,0.742,2.03,0,0,0
6,2.652,0.281,1.019,2.028,0,0,0
7,2.634,0.299,1.32,2.026,0,0,1
8,2.64,0.068,1.389,2.02,0,0,1
9,2.647,0.372,1.753,2.032,0,0,1
10,2.657,0.303,2.075,2.014,0,0,1
11,2.635,0.311,2.382,2.016,0,0,1
12,2.663,5.997,8.397,2.027,0,0,1
13,2.672,0.395,8.801,2.022,0,0,1
14,2.65,0.021,8.822,2.03,0,0,1
15,2.645,0.249,9.062,2.038,0,0,1
16,2.64,0.028,9.095,2.033,0,0,1
17,2.659,0.309,9.414,2.028,0,0,1
18,2.66,0.29,9.635,2.025,0,0,1
19,2.64,0.546,10.188,2.024,0,0,1
20,2.646,0.166,10.345,2.025,0,0,1
21,2.65,0.131,10.494,2.038,0,0,1
22,2.646,0.226,10.741,2.029,0,0,0
23,2.644,0.427,11.117,2.022,0,0,0
24,2.652,0.886,0.891,2.031,0,0,0
25,2.649,0.796,1.688,2.024,0,0,0
26,2.656,0.617,2.299,2.033,0,0,0
27,2.652,0.446,2.735,2.022,0,0,0
28,2.649,0.467,3.199,2.036,0,0,0
29,2.65,0.372,3.597,2.027,0,0,0
30,2.633,0.014,3.606,2.031,0,0,0
31,2.646,0.566,4.18,2.021,0,0,1
32,2.648,0.467,4.626,2.035,0,0,1
33,2.647,0.738,5.393,2.022,0,0,1
34,2.635,0.404,5.768,2.026,0,0,1
35,2.639,0.291,6.087,2.029,0,0,1
36,2.638,0.554,6.599,2.037,0,0,1
37,2.651,0.19,6.829,2.027,0,0,1
38,2.642,0.887,7.722,2.029,0,0,1
39,2.638,0.181,7.9,2.025,0,0,1
40,2.647,0.035,7.897,2.034,0,0,1
41,2.635,0.658,8.592,2.027,0,0,1
42,2.646,0.158,8.776,2.019,0,0,1
43,2.637,0.457,9.225,2.024,0,0,1
44,2.636,0.265,9.466,2.027,0,0,1
45,2.648,0.727,10.177,2.021,0,0,1
46,2.657,0.148,10.333,2.026,0,0,0
47,2.651,0.707,11.081,2.032,0,0,0
48,2.651,0.377,0.374,2.018,0,0,0
49,2.638,0.837,1.218,2.023,0,0,0
50,2.657,0.653,1.861,2.028,0,0,0
51,2.644,0.423,2.294,2.03,0,0,0
52,2.65,0.348,2.646,2.029,0,0,0
53,2.648,0.533,3.176,2.032,0,0,0
54,2.648,0.079,3.238,2.024,0,0,0
55,2.639,0.681,3.929,2.026,0,0,1
56,2.64,0.461,4.392,2.029,0,0,1
57,2.635,0.604,4.973,2.024,0,0,1
58,2.641,0.557,5.571,2.028,0,0,1
59,2.645,0.191,5.714,2.036,0,0,1
60,2.647,0.744,6.515,2.018,0,0,1
61,2.642,0.57,7.082,2.033,0,0,1
62,2.65,0.156,7.178,2.031,0,0,1
63,2.635,0.323,7.515,2.035,0,0,1
64,2.657,0.5,8.03,2.028,0,0,1
65,2.634,0.563,8.623,2.02,0,0,1
66,2.637,0.223,8.84,2.032,0,0,1
67,2.656,0.04,8.892,2.029,0,0,1
68,2.658,0.747,9.636,2.031,0,0,1
69,2.653,0.582,10.191,2.018,0,0,1
70,2.652,0.414,10.644,2.02,0,0,0
71,2.657,0.451,11.047,2.027,0,0,0
72,2.635,0.484,0.482,2.02,0,1,0
73,2.638,0.307,0.792,2.03,0,1,0
74,2.631,0.878,1.676,2.027,0,1,0
75,2.639,0.496,2.18,2.031,0,1,0
76,2.645,0.717,2.891,2.024,0,1,0
77,2.637,0.537,3.433,2.027,0,1,0
78,2.634,0.742,4.175,2.029,0,1,0
79,2.639,0.106,4.269,2.029,0,1,1
80,2.636,0.843,5.135,2.017,0,1,1
81,2.639,0.089,5.232,2.019,0,1,1
82,2.634,0.317,5.5,2.024,0,1,1
83,2.654,0.155,5.703,2.034,0,1,1
84,2.657,0.256,5.937,2.028,0,1,1
85,2.633,0.956,6.865,2.019,0,1,1
86,2.653,0.096,7.015,2.017,0,1,1
87,2.637,0.648,7.652,2.022,0,1,1
88,2.647,0.014,7.63,2.02,0,1,1
89,2.633,0.766,8.438,2.032,0,1,1
90,2.658,0.905,9.319,2.018,0,1,1
91,2.646,0.251,9.551,2.019,0,1,1
92,2.661,0.302,9.845,2.017,0,1,1
93,2.65,0.991,10.888,2.026,0,1,1
94,2.657,0.068,10.923,2.026,0,1,0
95,2.644,0.085,11.029,2.021,0,1,0
96,2.642,0.407,0.407,2.027,0,1,0
97,2.641,0.206,0.613,2.027,0,1,0
98,2.657,0.143,0.756,2.032,0,1,0
99,2.658,0.246,1.005,2.018,0,1,0
100,2.648,0.33,1.336,2.028,0,1,0
101,2.651,0.022,1.35,2.021,0,1,0
102,2.638,0.295,1.643,2.031,0,1,0
103,2.639,0.514,2.173,2.022,0,1,1
104,2.653,0.365,2.536,2.029,0,1,1
105,2.653,0.466,2.985,2.021,0,1,1
106,2.652,0.389,3.396,2.028,0,1,1
107,2.656,0.166,3.538,2.027,0,1,1
108,2.647,0.027,3.577,2.023,0,1,1
109,2.648,0.135,3.728,2.032,0,1,1
110,2.642,0.135,3.85,2.021,0,1,1
111,2.654,5.555,9.439,2.035,0,1,1
112,2.658,0.076,9.501,2.035,0,1,1
