time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.166,0.238,0.029,0.03,0,0,0
1,0.167,0.239,0.03,0.059,0,0,0
2,0.167,0.238,0.014,0.073,0,0,0
3,0.166,0.24,0.015,0.088,0,0,0
4,0.166,0.238,0.041,0.129,0,0,0
5,0.166,0.24,0.018,0.147,0,0,0
6,0.167,0.239,0.011,0.158,0,0,0
7,0.167,0.238,0.012,0.17,0,0,1
8,0.167,0.239,0.0,0.17,0,0,1
9,0.166,0.238,0.016,0.186,0,0,1
10,0.166,0.238,0.044,0.23,0,0,1
11,0.166,0.239,0.007,0.236,0,0,1
12,0.166,0.24,0.056,0.293,0,0,1
13,0.166,0.239,0.006,0.299,0,0,1
14,0.167,0.238,0.005,0.305,0,0,1
15,0.167,0.238,0.045,0.349,0,0,1
16,0.166,0.238,0.021,0.368,0,0,1
17,0.167,0.24,0.009,0.378,0,0,1
18,0.166,0.239,0.012,0.389,0,0,1
19,0.166,0.239,0.032,0.42,0,0,1
20,0.167,0.24,0.399,0.816,0,0,1
21,0.166,0.241,0.046,0.865,0,0,1
22,0.166,0.24,0.025,0.889,0,0,0
23,0.166,0.24,0.016,0.91,0,0,0
24,0.167,0.241,0.037,0.037,0,0,0
25,0.167,0.239,0.0,0.037,0,0,0
26,0.166,0.24,0.007,0.044,0,0,0
27,0.167,0.24,0.06,0.104,0,0,0
28,0.167,0.239,0.001,0.105,0,0,0
29,0.167,0.239,0.058,0.163,0,0,0
30,0.167,0.24,0.049,0.211,0,0,0
31,0.166,0.239,0.029,0.241,0,0,1
32,0.166,0.239,0.029,0.269,0,0,1
33,0.166,0.241,0.045,0.314,0,0,1
34,0.166,0.24,0.029,0.344,0,0,1
35,0.166,0.24,0.033,0.379,0,0,1
36,0.167,0.24,0.019,0.397,0,0,1
37,0.166,0.24,0.057,0.457,0,0,1
38,0.167,0.239,0.058,0.512,0,0,1
39,0.167,0.238,0.04,0.555,0,0,1
40,0.167,0.239,0.061,0.614,0,0,1
41,0.166,0.24,0.063,0.674,0,0,1
42,0.166,0.239,0.002,0.678,0,0,1
43,0.167,0.239,0.036,0.713,0,0,1
44,0.166,0.24,0.06,0.777,0,0,1
45,0.167,0.238,0.016,0.79,0,0,1
46,0.167,0.239,0.063,0.856,0,0,0
47,0.167,0.239,0.049,0.899,0,0,0
48,0.166,0.24,0.028,0.028,0,0,0
49,0.166,0.24,0.018,0.046,0,0,0
50,0.167,0.239,0.002,0.048,0,0,0
51,0.166,0.24,0.001,0.049,0,0,0
52,0.167,0.239,0.013,0.062,0,0,0
53,0.167,0.239,0.032,0.095,0,0,0
54,0.166,0.239,0.034,0.128,0,0,0
55,0.166,0.239,0.006,0.135,0,0,1
56,0.167,0.239,0.032,0.166,0,0,1
57,0.166,0.24,0.002,0.169,0,0,1
58,0.168,0.24,0.003,0.171,0,0,1
59,0.167,0.24,0.039,0.21,0,0,1
60,0.167,0.24,0.027,0.238,0,0,1
61,0.166,0.24,0.028,0.266,0,0,1
62,0.167,0.238,0.012,0.279,0,0,1
63,0.166,0.239,0.0,0.279,0,0,1
64,0.166,0.238,0.03,0.307,0,0,1
65,0.166,0.24,0.277,0.585,0,0,1
66,0.167,0.241,0.028,0.614,0,0,1
67,0.167,0.239,0.002,0.614,0,0,1
68,0.168,0.239,0.266,0.88,0,0,1
69,0.167,0.24,0.001,0.884,0,0,1
70,0.167,0.239,0.009,0.896,0,0,0
71,0.166,0.241,0.025,0.92,0,0,0
72,0.167,0.239,0.013,0.013,0,1,0
73,0.168,0.24,0.031,0.044,0,1,0
74,0.167,0.239,0.019,0.062,0,1,0
75,0.168,0.241,0.027,0.089,0,1,0
76,0.167,0.239,0.019,0.107,0,1,0
77,0.167,0.239,0.015,0.123,0,1,0
78,0.167,0.24,0.036,0.159,0,1,0
79,0.167,0.239,0.003,0.162,0,1,1
80,0.167,0.239,0.03,0.191,0,1,1
81,0.167,0.24,0.03,0.222,0,1,1
82,0.167,0.24,0.237,0.46,0,1,1
83,0.167,0.241,0.004,0.462,0,1,1
84,0.167,0.241,0.008,0.473,0,1,1
85,0.166,0.239,0.012,0.484,0,1,1
86,0.166,0.241,0.028,0.512,0,1,1
87,0.166,0.24,0.034,0.547,0,1,1
88,0.168,0.238,0.031,0.579,0,1,1
89,0.168,0.239,0.029,0.609,0,1,1
90,0.168,0.238,0.024,0.629,0,1,1
91,0.167,0.239,0.008,0.641,0,1,1
92,0.167,0.239,0.012,0.647,0,1,1
93,0.167,0.241,0.238,0.89,0,1,1
94,0.167,0.241,0.01,0.896,0,1,0
95,0.168,0.24,0.021,0.923,0,1,0
96,0.167,0.242,0.201,0.202,0,1,0
97,0.167,0.242,0.029,0.231,0,1,0
98,0.168,0.241,0.005,0.236,0,1,0
99,0.166,0.24,0.023,0.26,0,1,0
100,0.167,0.241,0.011,0.271,0,1,0
101,0.167,0.242,0.006,0.276,0,1,0
102,0.167,0.24,0.02,0.296,0,1,0
103,0.166,0.241,0.006,0.302,0,1,1
104,0.167,0.24,0.016,0.321,0,1,1
105,0.167,0.243,0.227,0.548,0,1,1
106,0.167,0.242,0.224,0.767,0,1,1
107,0.167,0.243,0.017,0.786,0,1,1
108,0.167,0.242,0.026,0.814,0,1,1
109,0.167,0.242,0.0,0.812,0,1,1
110,0.168,0.242,0.022,0.835,0,1,1
111,0.167,0.243,0.018,0.859,0,1,1
112,0.166,0.24,0.001,0.855,0,1,1
113,0.167,0.24,0.004,0.861,0,1,1
114,0.168,0.24,0.002,0.863,0,1,1
115,0.168,0.241,0.029,0.892,0,1,1
116,0.167,0.242,0.017,0.904,0,1,1
117,0.167,0.24,0.001,0.907,0,1,1
118,0.167,0.241,0.002,0.914,0,1,0
119,0.168,0.24,0.014,0.924,0,1,0
120,0.167,0.24,0.001,0.001,0,0,0
121,0.167,0.24,0.004,0.006,0,0,0
122,0.167,0.242,0.001,0.007,0,0,0
123,0.168,0.241,0.016,0.023,0,0,0
124,0.166,0.242,0.015,0.038,0,0,0
125,0.167,0.241,0.007,0.045,0,0,0
126,0.168,0.24,0.002,0.047,0,0,0
127,0.167,0.241,0.003,0.05,0,0,1
128,0.168,0.241,0.102,0.152,0,0,1
129,0.166,0.242,0.008,0.16,0,0,1
130,0.166,0.242,0.004,0.164,0,0,1
131,0.166,0.242,0.006,0.169,0,0,1
132,0.167,0.241,0.016,0.185,0,0,1
133,0.167,0.242,0.011,0.196,0,0,1
134,0.167,0.241,0.006,0.202,0,0,1
135,0.167,0.243,0.0,0.204,0,0,1
136,0.167,0.242,0.107,0.308,0,0,1
137,0.166,0.242,0.011,0.319,0,0,1
138,0.166,0.245,0.196,0.517,0,0,1
139,0.167,0.245,0.01,0.526,0,0,1
140,0.167,0.245,0.11,0.636,0,0,1
141,0.167,0.246,0.113,0.75,0,0,1
142,0.167,0.246,0.11,0.861,0,0,0
143,0.166,0.247,0.113,0.971,0,0,0
144,0.167,0.248,0.087,0.087,0,0,0
145,0.167,0.246,0.007,0.095,0,0,0
146,0.167,0.247,0.005,0.1,0,0,0
147,0.167,0.246,0.011,0.112,0,0,0
148,0.168,0.246,0.0,0.112,0,0,0
149,0.166,0.247,0.001,0.113,0,0,0
150,0.167,0.248,0.009,0.123,0,0,0
151,0.166,0.246,0.005,0.129,0,0,1
152,0.167,0.248,0.099,0.227,0,0,1
153,0.166,0.248,0.0,0.228,0,0,1
154,0.167,0.246,0.01,0.238,0,0,1
155,0.167,0.248,0.01,0.248,0,0,1
156,0.167,0.247,0.007,0.255,0,0,1
157,0.166,0.248,0.097,0.353,0,0,1
158,0.166,0.248,0.172,0.524,0,0,1
159,0.167,0.25,0.0,0.524,0,0,1
160,0.167,0.25,0.01,0.534,0,0,1
161,0.167,0.249,0.0,0.536,0,0,1
162,0.167,0.249,0.087,0.622,0,0,1
163,0.166,0.248,0.007,0.63,0,0,1
164,0.166,0.248,0.004,0.634,0,0,1
165,0.167,0.249,0.174,0.807,0,0,1
166,0.167,0.252,0.171,0.975,0,0,0
167,0.167,0.251,0.005,0.981,0,0,0
168,0.166,0.252,0.002,0.002,1,0,0
169,0.166,0.25,0.003,0.006,1,0,0
170,0.167,0.251,0.001,0.007,1,0,0
171,0.166,0.251,0.03,0.037,1,0,0
172,0.166,0.251,0.001,0.039,1,0,0
173,0.166,0.251,0.0,0.039,1,0,0
174,0.167,0.251,0.03,0.069,1,0,0
175,0.168,0.252,0.029,0.099,1,0,1
176,0.167,0.253,0.075,0.173,1,0,1
177,0.167,0.251,0.028,0.201,1,0,1
178,0.169,0.254,0.074,0.275,1,0,1
179,0.168,0.255,0.078,0.353,1,0,1
180,0.168,0.255,0.077,0.43,1,0,1
181,0.169,0.256,0.053,0.484,1,0,1
