time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,1.225,0.165,0.165,1.116,0,0,0
1,1.223,0.101,0.265,1.113,0,0,0
2,1.229,0.17,0.435,1.119,0,0,0
3,1.224,0.03,0.468,1.114,0,0,0
4,1.226,0.343,0.805,1.113,0,0,0
5,1.227,0.387,1.198,1.112,0,0,0
6,1.229,0.358,1.556,1.115,0,0,0
7,1.219,0.264,1.823,1.111,0,0,1
8,1.221,0.49,2.308,1.11,0,0,1
9,1.218,0.357,2.665,1.112,0,0,1
10,1.222,0.301,2.976,1.113,0,0,1
11,1.223,0.11,3.079,1.116,0,0,1
12,1.213,0.083,3.165,1.113,0,0,1
13,1.222,0.23,3.388,1.118,0,0,1
14,1.219,0.246,3.629,1.119,0,0,1
15,1.221,0.459,4.099,1.111,0,0,1
16,1.224,0.072,4.162,1.116,0,0,1
17,1.224,0.393,4.569,1.114,0,0,1
18,1.224,0.263,4.825,1.112,0,0,1
19,1.221,0.43,5.262,1.11,0,0,1
20,1.217,0.335,5.589,1.116,0,0,1
21,1.22,0.33,5.941,1.114,0,0,1
22,1.218,0.406,6.343,1.116,0,0,0
23,1.224,0.183,6.508,1.12,0,0,0
24,1.215,0.028,0.028,1.119,0,0,0
25,1.215,0.369,0.397,1.115,0,0,0
26,1.215,0.151,0.549,1.118,0,0,0
27,1.222,0.19,0.738,1.117,0,0,0
28,1.213,0.517,1.255,1.119,0,0,0
29,1.221,0.432,1.694,1.12,0,0,0
30,1.217,0.348,2.038,1.112,0,0,0
31,1.214,0.21,2.25,1.118,0,0,1
32,1.218,0.162,2.421,1.116,0,0,1
33,1.221,0.116,2.524,1.112,0,0,1
34,1.217,0.388,2.905,1.115,0,0,1
35,1.222,0.039,2.961,1.117,0,0,1
36,1.216,0.516,3.476,1.114,0,0,1
37,1.223,0.268,3.739,1.113,0,0,1
38,1.221,0.463,4.212,1.112,0,0,1
39,1.214,0.03,4.22,1.113,0,0,1
40,1.224,0.31,4.554,1.111,0,0,1
41,1.224,0.063,4.604,1.115,0,0,1
42,1.222,0.192,4.815,1.119,0,0,1
43,1.223,0.377,5.167,1.114,0,0,1
44,1.22,0.387,5.538,1.114,0,0,1
45,1.224,0.237,5.792,1.108,0,0,1
46,1.216,0.502,6.322,1.117,0,0,0
47,1.223,0.208,6.492,1.116,0,0,0
48,1.221,0.255,0.255,1.117,0,0,0
49,1.215,0.236,0.489,1.111,0,0,0
50,1.219,0.377,0.867,1.113,0,0,0
51,1.217,0.052,0.923,1.11,0,0,0
52,1.214,0.497,1.418,1.111,0,0,0
53,1.216,0.237,1.656,1.11,0,0,0
54,1.22,0.586,2.236,1.115,0,0,0
55,1.217,0.564,2.812,1.116,0,0,1
56,1.218,0.608,3.425,1.117,0,0,1
57,1.221,0.073,3.487,1.116,0,0,1
58,1.214,0.073,3.566,1.12,0,0,1
59,1.223,0.295,3.859,1.115,0,0,1
60,1.222,0.306,4.15,1.11,0,0,1
61,1.217,0.092,4.242,1.114,0,0,1
62,1.22,0.091,4.334,1.119,0,0,1
63,1.213,0.603,4.961,1.109,0,0,1
64,1.218,0.191,5.141,1.11,0,0,1
65,1.217,0.062,5.216,1.109,0,0,1
66,1.225,0.147,5.359,1.116,0,0,1
67,1.215,0.2,5.536,1.115,0,0,1
68,1.218,0.273,5.812,1.112,0,0,1
69,1.215,0.156,5.95,1.111,0,0,1
70,1.219,0.111,6.113,1.114,0,0,0
71,1.224,0.402,6.5,1.109,0,0,0
72,1.215,0.524,0.526,1.109,0,1,0
73,1.213,0.305,0.826,1.113,0,1,0
74,1.214,0.329,1.154,1.114,0,1,0
75,1.214,0.036,1.197,1.114,0,1,0
76,1.218,0.585,1.767,1.11,0,1,0
77,1.22,0.22,1.992,1.109,0,1,0
78,1.217,0.215,2.22,1.111,0,1,0
79,1.224,0.42,2.623,1.108,0,1,1
80,1.217,0.009,2.65,1.111,0,1,1
81,1.223,0.155,2.789,1.111,0,1,1
82,1.22,0.305,3.094,1.108,0,1,1
83,1.22,0.136,3.251,1.112,0,1,1
84,1.225,0.076,3.311,1.114,0,1,1
85,1.217,0.526,3.846,1.112,0,1,1
86,1.213,0.224,4.041,1.117,0,1,1
87,1.214,0.399,4.449,1.115,0,1,1
88,1.22,0.193,4.646,1.109,0,1,1
89,1.22,0.091,4.743,1.11,0,1,1
90,1.215,0.449,5.173,1.116,0,1,1
91,1.225,0.409,5.628,1.111,0,1,1
92,1.216,0.528,6.149,1.116,0,1,1
93,1.219,0.158,6.287,1.115,0,1,1
94,1.218,0.029,6.336,1.115,0,1,0
95,1.224,0.172,6.522,1.117,0,1,0
96,1.218,0.115,0.114,1.119,0,1,0
97,1.214,0.198,0.314,1.119,0,1,0
98,1.22,0.05,0.365,1.112,0,1,0
99,1.217,0.123,0.489,1.111,0,1,0
100,1.218,0.073,0.562,1.112,0,1,0
101,1.22,0.037,0.597,1.109,0,1,0
102,1.221,0.146,0.742,1.116,0,1,0
103,1.218,0.07,0.817,1.116,0,1,1
104,1.222,0.205,1.018,1.115,0,1,1
105,1.214,0.114,1.136,1.107,0,1,1
106,1.214,0.129,1.26,1.116,0,1,1
107,1.216,0.148,1.416,1.114,0,1,1
108,1.217,0.085,1.496,1.115,0,1,1
109,1.214,0.2,1.703,1.112,0,1,1
110,1.213,0.057,1.76,1.119,0,1,1
111,1.22,0.154,1.908,1.112,0,1,1
112,1.226,0.092,1.995,1.111,0,1,1
113,1.228,2.061,4.052,1.112,0,1,1
114,1.228,0.079,4.125,1.118,0,1,1
115,1.221,0.118,4.274,1.114,0,1,1
116,1.229,2.07,6.304,1.109,0,1,1
117,1.224,0.086,6.407,1.111,0,1,1
118,1.226,0.156,6.562,1.113,0,1,0
119,1.227,0.1,6.639,1.114,0,1,0
120,1.226,0.031,0.031,1.109,0,0,0
121,1.235,0.317,0.348,1.113,0,0,0
122,1.224,0.519,0.862,1.117,0,0,0
123,1.229,0.358,1.225,1.111,0,0,0
124,1.233,0.042,1.271,1.117,0,0,0
125,1.234,0.162,1.428,1.108,0,0,0
126,1.23,0.114,1.538,1.117,0,0,0
127,1.224,0.218,1.762,1.111,0,0,1
128,1.234,0.489,2.239,1.111,0,0,1
129,1.229,0.258,2.51,1.117,0,0,1
130,1.231,0.243,2.744,1.108,0,0,1
