time,route_id,SortingCneter_time
0,6,0.4710878237985794
1,6,0.4332023808745469
2,6,0.4226421119773515
3,6,0.3913450398533801
4,6,0.4212906053506206
5,6,0.4836885736521799
6,6,0.5109175616988114
7,6,0.4166187094961778
8,6,0.3450026547005786
9,6,0.4399098458270412
10,6,0.4119052229902301
11,6,0.4177578773400098
12,6,0.554540524517353
13,6,0.3928430321227398
14,6,0.4608048531401595
15,6,0.5628467345740203
16,6,0.3938054921296198
17,6,0.5051743982785815
18,6,0.3927289206631074
19,6,0.3870807372723256
20,6,0.5226905417986921
21,6,0.4553238353300031
22,6,0.5489952635460408
23,6,0.5736518576913872
24,6,0.4593907172021138
25,6,0.602213873143308
26,6,0.5122022464735607
27,6,0.5332439711325491
28,6,0.4999046355283187
29,6,0.4077020584049701
30,6,0.5050354474812205
31,6,0.5549940986672988
32,6,0.5500830312477398
33,6,0.4889082215269258
34,6,0.4078569771119882
35,6,0.5266809747357335
36,6,0.4696352563027088
37,6,0.4402792917452359
38,6,0.5468776300075333
39,6,0.3847188457520719
40,6,0.5814330755872861
41,6,0.3626520714366838
42,6,0.4678781911244824
43,6,0.5744942571740878
44,6,0.478117037530563
45,6,0.3502551999050404
46,6,0.5211056946338135
47,6,0.4904331274411603
48,6,0.3860662449335045
49,6,0.4530216882166471
50,6,0.5613792390776002
51,6,0.5931341479580465
52,6,0.4771577667953611
53,6,0.5474712003576143
54,6,0.4495900891859231
55,6,0.367692733934298
56,6,0.5236163298391744
57,6,0.3645607016708784
58,6,0.3861884448351885
59,6,0.5149115132186104
60,6,0.5497546072540272
61,6,0.5351468677298807
62,6,0.4882479695894797
63,6,0.3822423270999305
64,6,0.5021135811301597
65,6,0.4059605258309858
66,6,0.5313414833557734
67,6,0.3936266244809119
68,6,0.4961422754377044
69,6,0.447147122042323
70,6,0.4747450621258889
71,6,0.4520255419019909
72,6,0.5155039695593127
73,6,0.4419294623080257
74,6,0.5210761620807648
75,6,0.454471336473094
76,6,0.4569440559440468
77,6,0.4313401484309622
78,6,0.5737330755217948
79,6,0.3771084255640156
80,6,0.422281076938498
81,6,0.4071229178578193
82,6,0.4722850607470237
