time,xt_0,xt_1,xt_2,xt_3,xb_0,xb_1,xb_2
0,0.157,0.218,0.002,0.002,0,0,0
1,0.157,0.219,0.009,0.011,0,0,0
2,0.157,0.217,0.004,0.015,0,0,0
3,0.157,0.217,0.015,0.03,0,0,0
4,0.158,0.219,0.015,0.045,0,0,0
5,0.157,0.218,0.009,0.054,0,0,0
6,0.157,0.218,0.029,0.083,0,0,0
7,0.157,0.218,0.073,0.156,0,0,1
8,0.157,0.219,0.025,0.182,0,0,1
9,0.157,0.219,0.093,0.276,0,0,1
10,0.157,0.219,0.03,0.306,0,0,1
11,0.158,0.219,0.146,0.45,0,0,1
12,0.157,0.219,0.002,0.454,0,0,1
13,0.157,0.219,0.077,0.532,0,0,1
14,0.157,0.218,0.067,0.598,0,0,1
15,0.157,0.219,0.216,0.818,0,0,1
16,0.157,0.218,0.014,0.826,0,0,1
17,0.157,0.219,0.021,0.85,0,0,1
18,0.157,0.219,0.01,0.86,0,0,1
19,0.157,0.219,0.029,0.89,0,0,1
20,0.158,0.218,0.014,0.908,0,0,1
21,0.157,0.219,0.021,0.927,0,0,1
22,0.157,0.219,0.0,0.921,0,0,0
23,0.157,0.218,0.018,0.944,0,0,0
24,0.158,0.218,0.015,0.015,0,0,0
25,0.158,0.218,0.039,0.054,0,0,0
26,0.157,0.219,0.001,0.055,0,0,0
27,0.158,0.219,0.017,0.072,0,0,0
28,0.157,0.219,0.023,0.096,0,0,0
29,0.158,0.218,0.017,0.112,0,0,0
30,0.158,0.219,0.008,0.121,0,0,0
31,0.158,0.218,0.023,0.144,0,0,1
32,0.158,0.218,0.015,0.158,0,0,1
33,0.157,0.218,0.01,0.168,0,0,1
34,0.157,0.219,0.162,0.33,0,0,1
35,0.157,0.218,0.031,0.363,0,0,1
36,0.157,0.219,0.014,0.378,0,0,1
37,0.158,0.218,0.056,0.432,0,0,1
38,0.157,0.219,0.013,0.443,0,0,1
39,0.157,0.219,0.146,0.596,0,0,1
40,0.157,0.219,0.036,0.629,0,0,1
41,0.157,0.219,0.052,0.682,0,0,1
42,0.157,0.218,0.05,0.73,0,0,1
43,0.158,0.219,0.048,0.777,0,0,1
44,0.158,0.219,0.045,0.826,0,0,1
45,0.158,0.218,0.034,0.854,0,0,1
46,0.157,0.219,0.021,0.877,0,0,0
47,0.157,0.219,0.051,0.933,0,0,0
48,0.157,0.218,0.033,0.034,0,0,0
49,0.157,0.218,0.009,0.043,0,0,0
50,0.156,0.219,0.006,0.048,0,0,0
51,0.158,0.218,0.04,0.088,0,0,0
52,0.156,0.219,0.042,0.131,0,0,0
53,0.157,0.219,0.021,0.151,0,0,0
54,0.157,0.218,0.006,0.158,0,0,0
55,0.157,0.219,0.028,0.187,0,0,1
56,0.158,0.219,0.003,0.188,0,0,1
57,0.157,0.218,0.113,0.303,0,0,1
58,0.157,0.219,0.1,0.401,0,0,1
59,0.157,0.219,0.007,0.409,0,0,1
60,0.157,0.22,0.093,0.501,0,0,1
61,0.157,0.219,0.018,0.52,0,0,1
62,0.157,0.218,0.037,0.56,0,0,1
63,0.157,0.218,0.015,0.571,0,0,1
64,0.157,0.219,0.042,0.616,0,0,1
65,0.157,0.217,0.126,0.744,0,0,1
66,0.156,0.218,0.1,0.84,0,0,1
67,0.158,0.218,0.016,0.858,0,0,1
68,0.157,0.219,0.003,0.856,0,0,1
69,0.158,0.218,0.012,0.871,0,0,1
70,0.157,0.217,0.036,0.907,0,0,0
71,0.158,0.219,0.025,0.937,0,0,0
72,0.158,0.219,0.01,0.01,0,1,0
73,0.157,0.218,0.019,0.029,0,1,0
74,0.157,0.217,0.028,0.057,0,1,0
75,0.156,0.219,0.036,0.093,0,1,0
76,0.158,0.218,0.014,0.107,0,1,0
77,0.158,0.218,0.037,0.145,0,1,0
78,0.157,0.219,0.049,0.193,0,1,0
79,0.158,0.219,0.02,0.215,0,1,1
80,0.157,0.218,0.043,0.258,0,1,1
81,0.157,0.218,0.132,0.388,0,1,1
82,0.157,0.218,0.034,0.423,0,1,1
83,0.156,0.219,0.007,0.431,0,1,1
84,0.157,0.217,0.016,0.444,0,1,1
85,0.158,0.218,0.141,0.589,0,1,1
86,0.157,0.218,0.036,0.626,0,1,1
87,0.158,0.218,0.004,0.624,0,1,1
88,0.158,0.218,0.052,0.677,0,1,1
89,0.157,0.217,0.012,0.693,0,1,1
90,0.158,0.219,0.001,0.689,0,1,1
91,0.157,0.219,0.126,0.82,0,1,1
92,0.157,0.218,0.0,0.817,0,1,1
93,0.157,0.218,0.006,0.828,0,1,1
94,0.157,0.217,0.052,0.881,0,1,0
95,0.157,0.218,0.053,0.935,0,1,0
96,0.158,0.218,0.03,0.03,0,1,0
97,0.157,0.217,0.001,0.031,0,1,0
98,0.157,0.217,0.009,0.04,0,1,0
99,0.158,0.217,0.008,0.049,0,1,0
100,0.158,0.218,0.024,0.074,0,1,0
101,0.157,0.217,0.038,0.111,0,1,0
102,0.157,0.217,0.037,0.149,0,1,0
103,0.158,0.219,0.012,0.161,0,1,1
104,0.158,0.218,0.024,0.184,0,1,1
105,0.156,0.218,0.041,0.226,0,1,1
106,0.156,0.219,0.016,0.244,0,1,1
107,0.157,0.219,0.01,0.252,0,1,1
108,0.157,0.218,0.005,0.256,0,1,1
109,0.156,0.218,0.102,0.359,0,1,1
110,0.157,0.218,0.023,0.383,0,1,1
111,0.156,0.218,0.035,0.418,0,1,1
112,0.157,0.217,0.004,0.421,0,1,1
113,0.158,0.218,0.219,0.64,0,1,1
114,0.157,0.22,0.12,0.764,0,1,1
115,0.157,0.219,0.037,0.795,0,1,1
116,0.157,0.218,0.033,0.829,0,1,1
117,0.157,0.219,0.027,0.858,0,1,1
118,0.157,0.218,0.036,0.897,0,1,0
119,0.158,0.219,0.039,0.937,0,1,0
120,0.158,0.218,0.05,0.051,0,0,0
121,0.157,0.219,0.007,0.058,0,0,0
122,0.158,0.218,0.045,0.103,0,0,0
123,0.156,0.218,0.017,0.119,0,0,0
124,0.157,0.22,0.016,0.135,0,0,0
125,0.157,0.219,0.0,0.135,0,0,0
126,0.157,0.219,0.001,0.137,0,0,0
127,0.157,0.218,0.042,0.179,0,0,1
128,0.157,0.219,0.006,0.185,0,0,1
129,0.158,0.218,0.052,0.239,0,0,1
130,0.157,0.219,0.005,0.244,0,0,1
131,0.157,0.22,0.052,0.295,0,0,1
132,0.157,0.22,0.042,0.339,0,0,1
133,0.157,0.218,0.014,0.352,0,0,1
134,0.158,0.219,0.076,0.425,0,0,1
135,0.157,0.22,0.088,0.514,0,0,1
136,0.158,0.221,0.01,0.525,0,0,1
137,0.157,0.22,0.013,0.54,0,0,1
138,0.158,0.219,0.144,0.679,0,0,1
139,0.157,0.221,0.146,0.828,0,0,1
140,0.158,0.221,0.05,0.878,0,0,1
141,0.158,0.219,0.008,0.889,0,0,1
142,0.157,0.222,0.072,0.962,0,0,0
143,0.158,0.22,0.009,0.968,0,0,0
144,0.157,0.221,0.002,0.002,0,0,0
145,0.157,0.221,0.004,0.006,0,0,0
146,0.158,0.221,0.0,0.006,0,0,0
147,0.157,0.221,0.009,0.015,0,0,0
148,0.157,0.221,0.006,0.021,0,0,0
149,0.158,0.221,0.007,0.028,0,0,0
150,0.157,0.221,0.005,0.033,0,0,0
151,0.158,0.221,0.004,0.038,0,0,1
152,0.157,0.22,0.036,0.073,0,0,1
153,0.157,0.221,0.01,0.082,0,0,1
154,0.158,0.222,0.1,0.183,0,0,1
155,0.158,0.221,0.034,0.217,0,0,1
156,0.157,0.222,0.01,0.229,0,0,1
157,0.157,0.22,0.056,0.283,0,0,1
158,0.157,0.221,0.033,0.317,0,0,1
159,0.157,0.223,0.149,0.468,0,0,1
160,0.158,0.221,0.03,0.495,0,0,1
161,0.157,0.222,0.03,0.527,0,0,1
162,0.158,0.223,0.154,0.679,0,0,1
163,0.158,0.223,0.083,0.765,0,0,1
164,0.157,0.222,0.036,0.8,0,0,1
165,0.158,0.224,0.029,0.833,0,0,1
166,0.158,0.223,0.078,0.907,0,0,0
167,0.157,0.223,0.084,0.997,0,0,0
168,0.157,0.225,0.037,0.037,1,0,0
169,0.158,0.224,0.004,0.041,1,0,0
170,0.158,0.225,0.0,0.042,1,0,0
171,0.157,0.223,0.001,0.043,1,0,0
172,0.158,0.223,0.0,0.043,1,0,0
173,0.157,0.223,0.003,0.047,1,0,0
174,0.159,0.222,0.0,0.047,1,0,0
175,0.159,0.223,0.018,0.065,1,0,1
176,0.159,0.225,0.051,0.116,1,0,1
177,0.158,0.224,0.048,0.165,1,0,1
178,0.159,0.223,0.049,0.212,1,0,1
179,0.159,0.224,0.048,0.262,1,0,1
180,0.159,0.225,0.078,0.339,1,0,1
181,0.158,0.225,0.047,0.388,1,0,1
182,0.16,0.226,0.071,0.456,1,0,1
183,0.159,0.226,0.113,0.571,1,0,1
184,0.159,0.225,0.03,0.603,1,0,1
185,0.16,0.224,0.069,0.67,1,0,1
186,0.159,0.226,0.08,0.751,1,0,1
187,0.161,0.226,0.04,0.788,1,0,1
188,0.16,0.227,0.089,0.883,1,0,1
189,0.159,0.227,0.082,0.962,1,0,1
190,0.159,0.227,0.071,1.031,1,0,0
191,0.161,0.228,0.07,1.099,1,0,0
192,0.16,0.229,0.017,0.017,1,0,0
193,0.159,0.23,0.007,0.023,1,0,0
194,0.16,0.229,0.01,0.033,1,0,0
195,0.161,0.229,0.001,0.034,1,0,0
196,0.16,0.229,0.005,0.039,1,0,0
197,0.16,0.228,0.005,0.044,1,0,0
198,0.161,0.227,0.0,0.044,1,0,0
199,0.16,0.228,0.032,0.075,1,0,1
200,0.161,0.23,0.014,0.091,1,0,1
201,0.162,0.231,0.067,0.157,1,0,1
202,0.162,0.232,0.079,0.237,1,0,1
203,0.162,0.233,0.091,0.327,1,0,1
204,0.162,0.234,0.094,0.421,1,0,1
205,0.162,0.238,0.122,0.544,1,0,1
206,0.163,0.24,0.134,0.679,1,0,1
207,0.166,0.241,0.1,0.778,1,0,1
208,0.166,0.24,0.131,0.904,1,0,1
209,0.167,0.241,0.129,1.039,1,0,1
210,0.169,0.241,0.106,1.139,1,0,1
211,0.169,0.239,0.098,1.246,1,0,1
212,0.17,0.238,0.115,1.353,1,0,1
213,0.172,0.238,0.128,1.487,1,0,1
214,0.172,0.236,0.13,1.61,1,0,0
215,0.173,0.237,0.111,1.729,1,0,0
216,0.173,0.236,0.056,0.056,1,0,0
217,0.174,0.235,0.021,0.078,1,0,0
218,0.175,0.236,0.021,0.099,1,0,0
219,0.173,0.234,0.012,0.111,1,0,0
220,0.173,0.233,0.009,0.12,1,0,0
221,0.174,0.234,0.009,0.13,1,0,0
222,0.174,0.235,0.037,0.167,1,0,0
223,0.174,0.237,0.052,0.218,1,0,1
224,0.172,0.239,0.095,0.315,1,0,1
225,0.166,0.237,0.1,0.416,1,0,1
226,0.167,0.237,0.113,0.529,1,0,1
227,0.168,0.239,0.104,0.634,1,0,1
228,0.169,0.236,0.095,0.729,1,0,1
229,0.169,0.238,0.097,0.82,1,0,1
230,0.17,0.24,0.095,0.915,1,0,1
231,0.17,0.24,0.101,1.018,1,0,1
232,0.17,0.239,0.093,1.116,1,0,1
233,0.169,0.24,0.096,1.205,1,0,1
234,0.168,0.236,0.088,1.293,1,0,1
235,0.169,0.237,0.091,1.385,1,0,1
236,0.17,0.243,0.194,1.586,1,0,1
237,0.173,0.244,0.148,1.736,1,0,1
238,0.174,0.243,0.146,1.869,1,0,0
239,0.174,0.24,0.122,2.001,1,0,0
